
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.1345,17.466,µm^3,Cumulative Volume Outside,Image 1,1,,
0.4035,41.8619,µm^3,Cumulative Volume Outside,Image 1,1,,
0.6725,73.593,µm^3,Cumulative Volume Outside,Image 1,1,,
0.9415,112.537,µm^3,Cumulative Volume Outside,Image 1,1,,
1.2105,158.789,µm^3,Cumulative Volume Outside,Image 1,1,,
1.4795,212.949,µm^3,Cumulative Volume Outside,Image 1,1,,
1.7485,275.648,µm^3,Cumulative Volume Outside,Image 1,1,,
2.0175,347.411,µm^3,Cumulative Volume Outside,Image 1,1,,
2.2865,428.289,µm^3,Cumulative Volume Outside,Image 1,1,,
2.5555,519.055,µm^3,Cumulative Volume Outside,Image 1,1,,
2.8245,619.715,µm^3,Cumulative Volume Outside,Image 1,1,,
3.0935,730.462,µm^3,Cumulative Volume Outside,Image 1,1,,
3.3625,851.646,µm^3,Cumulative Volume Outside,Image 1,1,,
3.6315,982.487,µm^3,Cumulative Volume Outside,Image 1,1,,
3.9005,1121.09,µm^3,Cumulative Volume Outside,Image 1,1,,
4.1695,1267.08,µm^3,Cumulative Volume Outside,Image 1,1,,
4.4385,1420,µm^3,Cumulative Volume Outside,Image 1,1,,
4.7075,1579.82,µm^3,Cumulative Volume Outside,Image 1,1,,
4.9765,1746.65,µm^3,Cumulative Volume Outside,Image 1,1,,
5.2455,1920.1,µm^3,Cumulative Volume Outside,Image 1,1,,
5.5145,2100.33,µm^3,Cumulative Volume Outside,Image 1,1,,
5.7835,2287.1,µm^3,Cumulative Volume Outside,Image 1,1,,
6.0525,2480.29,µm^3,Cumulative Volume Outside,Image 1,1,,
6.3215,2680.57,µm^3,Cumulative Volume Outside,Image 1,1,,
6.5905,2887.87,µm^3,Cumulative Volume Outside,Image 1,1,,
6.8595,3102.21,µm^3,Cumulative Volume Outside,Image 1,1,,
7.1285,3323.34,µm^3,Cumulative Volume Outside,Image 1,1,,
7.3975,3550.28,µm^3,Cumulative Volume Outside,Image 1,1,,
7.6665,3780.41,µm^3,Cumulative Volume Outside,Image 1,1,,
7.9355,4011.38,µm^3,Cumulative Volume Outside,Image 1,1,,
8.2045,4242.68,µm^3,Cumulative Volume Outside,Image 1,1,,
8.4735,4471.98,µm^3,Cumulative Volume Outside,Image 1,1,,
8.7425,4700.85,µm^3,Cumulative Volume Outside,Image 1,1,,
9.0115,4928.48,µm^3,Cumulative Volume Outside,Image 1,1,,
9.2805,5157.03,µm^3,Cumulative Volume Outside,Image 1,1,,
9.5495,5385.31,µm^3,Cumulative Volume Outside,Image 1,1,,
9.8185,5614.39,µm^3,Cumulative Volume Outside,Image 1,1,,
10.0875,5843.95,µm^3,Cumulative Volume Outside,Image 1,1,,
10.3565,6069.82,µm^3,Cumulative Volume Outside,Image 1,1,,
10.6255,6292.03,µm^3,Cumulative Volume Outside,Image 1,1,,
10.8945,6508.67,µm^3,Cumulative Volume Outside,Image 1,1,,
11.1635,6720.77,µm^3,Cumulative Volume Outside,Image 1,1,,
11.4325,6927.22,µm^3,Cumulative Volume Outside,Image 1,1,,
11.7015,7129.75,µm^3,Cumulative Volume Outside,Image 1,1,,
11.9705,7327.5,µm^3,Cumulative Volume Outside,Image 1,1,,
12.2395,7522.24,µm^3,Cumulative Volume Outside,Image 1,1,,
12.5085,7715.51,µm^3,Cumulative Volume Outside,Image 1,1,,
12.7775,7905.73,µm^3,Cumulative Volume Outside,Image 1,1,,
13.0465,8093.19,µm^3,Cumulative Volume Outside,Image 1,1,,
13.3155,8274.63,µm^3,Cumulative Volume Outside,Image 1,1,,
13.5845,8449.29,µm^3,Cumulative Volume Outside,Image 1,1,,
13.8535,8615.5,µm^3,Cumulative Volume Outside,Image 1,1,,
14.1225,8774.67,µm^3,Cumulative Volume Outside,Image 1,1,,
14.3915,8928.21,µm^3,Cumulative Volume Outside,Image 1,1,,
14.6605,9074.93,µm^3,Cumulative Volume Outside,Image 1,1,,
14.9295,9215.6,µm^3,Cumulative Volume Outside,Image 1,1,,
15.1985,9349.4,µm^3,Cumulative Volume Outside,Image 1,1,,
15.4675,9477.1,µm^3,Cumulative Volume Outside,Image 1,1,,
15.7365,9597.79,µm^3,Cumulative Volume Outside,Image 1,1,,
16.0055,9712.5,µm^3,Cumulative Volume Outside,Image 1,1,,
16.2745,9821.69,µm^3,Cumulative Volume Outside,Image 1,1,,
16.5435,9920.34,µm^3,Cumulative Volume Outside,Image 1,1,,
16.8125,10007.5,µm^3,Cumulative Volume Outside,Image 1,1,,
17.0815,10084,µm^3,Cumulative Volume Outside,Image 1,1,,
17.3505,10151.1,µm^3,Cumulative Volume Outside,Image 1,1,,
17.6195,10208.3,µm^3,Cumulative Volume Outside,Image 1,1,,
17.8885,10256.7,µm^3,Cumulative Volume Outside,Image 1,1,,
18.1575,10297.5,µm^3,Cumulative Volume Outside,Image 1,1,,
18.4265,10331.7,µm^3,Cumulative Volume Outside,Image 1,1,,
