
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-0.6725,2.14375,µm^3,Cumulative Volume,Image 1,1,,
-0.4035,8.45004,µm^3,Cumulative Volume,Image 1,1,,
-0.1345,20.8862,µm^3,Cumulative Volume,Image 1,1,,
0.1345,38.3523,µm^3,Cumulative Volume,Image 1,1,,
0.4035,62.7481,µm^3,Cumulative Volume,Image 1,1,,
0.6725,94.4793,µm^3,Cumulative Volume,Image 1,1,,
0.9415,133.423,µm^3,Cumulative Volume,Image 1,1,,
1.2105,179.675,µm^3,Cumulative Volume,Image 1,1,,
1.4795,233.835,µm^3,Cumulative Volume,Image 1,1,,
1.7485,296.534,µm^3,Cumulative Volume,Image 1,1,,
2.0175,368.297,µm^3,Cumulative Volume,Image 1,1,,
2.2865,449.175,µm^3,Cumulative Volume,Image 1,1,,
2.5555,539.942,µm^3,Cumulative Volume,Image 1,1,,
2.8245,640.601,µm^3,Cumulative Volume,Image 1,1,,
3.0935,751.348,µm^3,Cumulative Volume,Image 1,1,,
3.3625,872.532,µm^3,Cumulative Volume,Image 1,1,,
3.6315,1003.37,µm^3,Cumulative Volume,Image 1,1,,
3.9005,1141.98,µm^3,Cumulative Volume,Image 1,1,,
4.1695,1287.96,µm^3,Cumulative Volume,Image 1,1,,
4.4385,1440.89,µm^3,Cumulative Volume,Image 1,1,,
4.7075,1600.71,µm^3,Cumulative Volume,Image 1,1,,
4.9765,1767.53,µm^3,Cumulative Volume,Image 1,1,,
5.2455,1940.98,µm^3,Cumulative Volume,Image 1,1,,
5.5145,2121.22,µm^3,Cumulative Volume,Image 1,1,,
5.7835,2307.99,µm^3,Cumulative Volume,Image 1,1,,
6.0525,2501.17,µm^3,Cumulative Volume,Image 1,1,,
6.3215,2701.45,µm^3,Cumulative Volume,Image 1,1,,
6.5905,2908.75,µm^3,Cumulative Volume,Image 1,1,,
6.8595,3123.1,µm^3,Cumulative Volume,Image 1,1,,
7.1285,3344.22,µm^3,Cumulative Volume,Image 1,1,,
7.3975,3571.16,µm^3,Cumulative Volume,Image 1,1,,
7.6665,3801.3,µm^3,Cumulative Volume,Image 1,1,,
7.9355,4032.27,µm^3,Cumulative Volume,Image 1,1,,
8.2045,4263.56,µm^3,Cumulative Volume,Image 1,1,,
8.4735,4492.87,µm^3,Cumulative Volume,Image 1,1,,
8.7425,4721.73,µm^3,Cumulative Volume,Image 1,1,,
9.0115,4949.37,µm^3,Cumulative Volume,Image 1,1,,
9.2805,5177.91,µm^3,Cumulative Volume,Image 1,1,,
9.5495,5406.2,µm^3,Cumulative Volume,Image 1,1,,
9.8185,5635.27,µm^3,Cumulative Volume,Image 1,1,,
10.0875,5864.83,µm^3,Cumulative Volume,Image 1,1,,
10.3565,6090.71,µm^3,Cumulative Volume,Image 1,1,,
10.6255,6312.91,µm^3,Cumulative Volume,Image 1,1,,
10.8945,6529.55,µm^3,Cumulative Volume,Image 1,1,,
11.1635,6741.65,µm^3,Cumulative Volume,Image 1,1,,
11.4325,6948.11,µm^3,Cumulative Volume,Image 1,1,,
11.7015,7150.63,µm^3,Cumulative Volume,Image 1,1,,
11.9705,7348.39,µm^3,Cumulative Volume,Image 1,1,,
12.2395,7543.13,µm^3,Cumulative Volume,Image 1,1,,
12.5085,7736.4,µm^3,Cumulative Volume,Image 1,1,,
12.7775,7926.62,µm^3,Cumulative Volume,Image 1,1,,
13.0465,8114.08,µm^3,Cumulative Volume,Image 1,1,,
13.3155,8295.51,µm^3,Cumulative Volume,Image 1,1,,
13.5845,8470.18,µm^3,Cumulative Volume,Image 1,1,,
13.8535,8636.39,µm^3,Cumulative Volume,Image 1,1,,
14.1225,8795.56,µm^3,Cumulative Volume,Image 1,1,,
14.3915,8949.09,µm^3,Cumulative Volume,Image 1,1,,
14.6605,9095.82,µm^3,Cumulative Volume,Image 1,1,,
14.9295,9236.49,µm^3,Cumulative Volume,Image 1,1,,
15.1985,9370.29,µm^3,Cumulative Volume,Image 1,1,,
15.4675,9497.98,µm^3,Cumulative Volume,Image 1,1,,
15.7365,9618.68,µm^3,Cumulative Volume,Image 1,1,,
16.0055,9733.39,µm^3,Cumulative Volume,Image 1,1,,
16.2745,9842.58,µm^3,Cumulative Volume,Image 1,1,,
16.5435,9941.22,µm^3,Cumulative Volume,Image 1,1,,
16.8125,10028.4,µm^3,Cumulative Volume,Image 1,1,,
17.0815,10104.9,µm^3,Cumulative Volume,Image 1,1,,
17.3505,10172,µm^3,Cumulative Volume,Image 1,1,,
17.6195,10229.2,µm^3,Cumulative Volume,Image 1,1,,
17.8885,10277.6,µm^3,Cumulative Volume,Image 1,1,,
18.1575,10318.4,µm^3,Cumulative Volume,Image 1,1,,
18.4265,10352.5,µm^3,Cumulative Volume,Image 1,1,,
