
Intensity Sum of Square Ch=28 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
2.90148e+12,,Surface,28,Image 1,1,26181,
2.03877e+11,,Surface,28,Image 1,1,26182,
3.61989e+12,,Surface,28,Image 1,1,26183,
1.48691e+13,,Surface,28,Image 1,1,26184,
5.70103e+11,,Surface,28,Image 1,1,26185,
2.73183e+11,,Surface,28,Image 1,1,26186,
5.21216e+11,,Surface,28,Image 1,1,26189,
4.96542e+11,,Surface,28,Image 1,1,26190,
7.16797e+12,,Surface,28,Image 1,1,26192,
9.19927e+11,,Surface,28,Image 1,1,26193,
2.80409e+11,,Surface,28,Image 1,1,26194,
5.51369e+11,,Surface,28,Image 1,1,26195,
1.75e+11,,Surface,28,Image 1,1,26196,
2.36654e+11,,Surface,28,Image 1,1,26197,
1.60198e+12,,Surface,28,Image 1,1,26198,
9.88362e+11,,Surface,28,Image 1,1,26199,
1.47501e+12,,Surface,28,Image 1,1,26200,
1.26906e+11,,Surface,28,Image 1,1,26201,
1.1863e+12,,Surface,28,Image 1,1,26203,
4.48035e+11,,Surface,28,Image 1,1,26204,
5.50835e+11,,Surface,28,Image 1,1,26205,
5.76522e+12,,Surface,28,Image 1,1,26206,
5.77239e+11,,Surface,28,Image 1,1,26207,
4.61586e+11,,Surface,28,Image 1,1,26208,
1.88836e+11,,Surface,28,Image 1,1,26209,
4.91551e+12,,Surface,28,Image 1,1,26211,
2.25662e+11,,Surface,28,Image 1,1,26212,
1.02623e+12,,Surface,28,Image 1,1,26213,
1.66449e+11,,Surface,28,Image 1,1,26214,
8.17001e+11,,Surface,28,Image 1,1,26215,
7.14429e+11,,Surface,28,Image 1,1,26216,
5.36605e+11,,Surface,28,Image 1,1,26217,
2.23937e+12,,Surface,28,Image 1,1,26218,
9.47842e+10,,Surface,28,Image 1,1,26219,
1.88373e+12,,Surface,28,Image 1,1,26220,
1.87201e+12,,Surface,28,Image 1,1,26221,
5.61719e+11,,Surface,28,Image 1,1,26222,
2.15115e+11,,Surface,28,Image 1,1,26225,
4.39579e+12,,Surface,28,Image 1,1,26226,
1.20455e+13,,Surface,28,Image 1,1,26227,
9.65354e+11,,Surface,28,Image 1,1,26228,
7.95113e+11,,Surface,28,Image 1,1,26229,
1.60933e+11,,Surface,28,Image 1,1,26230,
4.3619e+12,,Surface,28,Image 1,1,26231,
9.65776e+11,,Surface,28,Image 1,1,26232,
2.95879e+11,,Surface,28,Image 1,1,26233,
2.57736e+12,,Surface,28,Image 1,1,26235,
3.3019e+12,,Surface,28,Image 1,1,26236,
7.76496e+10,,Surface,28,Image 1,1,26237,
3.76711e+11,,Surface,28,Image 1,1,26238,
5.95561e+11,,Surface,28,Image 1,1,26241,
2.39667e+11,,Surface,28,Image 1,1,26242,
5.86258e+11,,Surface,28,Image 1,1,26245,
8.03683e+11,,Surface,28,Image 1,1,26246,
2.45221e+11,,Surface,28,Image 1,1,26247,
4.87751e+11,,Surface,28,Image 1,1,26248,
1.47342e+09,,Surface,28,Image 1,1,26249,
7.0849e+11,,Surface,28,Image 1,1,26250,
5.61709e+10,,Surface,28,Image 1,1,26251,
1.2115e+12,,Surface,28,Image 1,1,26252,
9.45284e+11,,Surface,28,Image 1,1,26253,
1.76758e+11,,Surface,28,Image 1,1,26254,
5.91378e+11,,Surface,28,Image 1,1,26255,
6.46188e+10,,Surface,28,Image 1,1,26256,
9.17725e+11,,Surface,28,Image 1,1,26258,
1.62233e+12,,Surface,28,Image 1,1,26259,
2.41311e+11,,Surface,28,Image 1,1,26260,
3.44288e+11,,Surface,28,Image 1,1,26261,
2.61061e+11,,Surface,28,Image 1,1,26262,
4.19806e+11,,Surface,28,Image 1,1,26263,
1.23475e+12,,Surface,28,Image 1,1,26264,
1.57442e+12,,Surface,28,Image 1,1,26265,
8.81306e+10,,Surface,28,Image 1,1,26266,
2.7421e+12,,Surface,28,Image 1,1,26267,
9.03688e+11,,Surface,28,Image 1,1,26268,
1.76872e+12,,Surface,28,Image 1,1,26269,
1.99901e+12,,Surface,28,Image 1,1,26270,
5.09099e+11,,Surface,28,Image 1,1,26271,
1.31588e+11,,Surface,28,Image 1,1,26272,
1.04173e+13,,Surface,28,Image 1,1,26273,
1.34389e+12,,Surface,28,Image 1,1,26274,
1.86669e+13,,Surface,28,Image 1,1,26275,
1.71441e+12,,Surface,28,Image 1,1,26276,
2.90011e+08,,Surface,28,Image 1,1,26277,
1.50715e+12,,Surface,28,Image 1,1,26279,
2.34056e+12,,Surface,28,Image 1,1,26280,
1.05979e+12,,Surface,28,Image 1,1,26281,
6.70204e+11,,Surface,28,Image 1,1,26282,
4.92484e+11,,Surface,28,Image 1,1,26283,
1.08763e+12,,Surface,28,Image 1,1,26284,
1.7153e+12,,Surface,28,Image 1,1,26285,
4.18485e+12,,Surface,28,Image 1,1,26286,
4.1836e+12,,Surface,28,Image 1,1,26287,
5.06599e+11,,Surface,28,Image 1,1,26289,
3.87751e+11,,Surface,28,Image 1,1,26290,
1.0126e+11,,Surface,28,Image 1,1,26291,
2.98149e+11,,Surface,28,Image 1,1,26292,
1.85003e+10,,Surface,28,Image 1,1,26294,
6.04514e+11,,Surface,28,Image 1,1,26295,
3.86562e+11,,Surface,28,Image 1,1,26296,
6.26053e+12,,Surface,28,Image 1,1,26297,
1.00162e+12,,Surface,28,Image 1,1,26298,
2.90289e+12,,Surface,28,Image 1,1,26299,
1.05242e+12,,Surface,28,Image 1,1,26301,
1.18915e+12,,Surface,28,Image 1,1,26304,
3.84204e+11,,Surface,28,Image 1,1,26305,
1.33437e+12,,Surface,28,Image 1,1,26307,
7.99306e+11,,Surface,28,Image 1,1,26308,
2.65301e+12,,Surface,28,Image 1,1,26309,
6.01731e+12,,Surface,28,Image 1,1,26310,
1.92028e+12,,Surface,28,Image 1,1,26311,
5.47435e+11,,Surface,28,Image 1,1,26312,
4.58448e+12,,Surface,28,Image 1,1,26313,
1.05668e+11,,Surface,28,Image 1,1,26315,
1.86149e+12,,Surface,28,Image 1,1,26317,
8.98959e+11,,Surface,28,Image 1,1,26318,
3.02088e+12,,Surface,28,Image 1,1,26319,
7.29262e+11,,Surface,28,Image 1,1,26320,
1.94582e+11,,Surface,28,Image 1,1,26321,
6.39015e+12,,Surface,28,Image 1,1,26322,
3.19507e+11,,Surface,28,Image 1,1,26323,
5.95334e+11,,Surface,28,Image 1,1,26324,
1.57978e+12,,Surface,28,Image 1,1,26326,
6.77378e+11,,Surface,28,Image 1,1,26327,
2.35706e+12,,Surface,28,Image 1,1,26328,
9.64861e+11,,Surface,28,Image 1,1,26329,
4.74208e+11,,Surface,28,Image 1,1,26330,
6.77421e+11,,Surface,28,Image 1,1,26331,
3.13947e+10,,Surface,28,Image 1,1,26332,
4.84193e+11,,Surface,28,Image 1,1,26334,
9.45007e+11,,Surface,28,Image 1,1,26336,
2.33648e+12,,Surface,28,Image 1,1,26338,
1.21071e+12,,Surface,28,Image 1,1,26339,
2.31765e+11,,Surface,28,Image 1,1,26340,
2.18934e+11,,Surface,28,Image 1,1,26342,
9.35027e+11,,Surface,28,Image 1,1,26343,
2.18752e+11,,Surface,28,Image 1,1,26344,
4.39288e+11,,Surface,28,Image 1,1,26345,
