
Intensity Median Ch=12 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
388,,Surface,12,Image 1,1,26181,
2332,,Surface,12,Image 1,1,26182,
44,,Surface,12,Image 1,1,26183,
8,,Surface,12,Image 1,1,26184,
1324,,Surface,12,Image 1,1,26185,
1704,,Surface,12,Image 1,1,26186,
1768,,Surface,12,Image 1,1,26189,
828,,Surface,12,Image 1,1,26190,
4,,Surface,12,Image 1,1,26192,
2,,Surface,12,Image 1,1,26193,
1672,,Surface,12,Image 1,1,26194,
0.5,,Surface,12,Image 1,1,26195,
1,,Surface,12,Image 1,1,26196,
1214,,Surface,12,Image 1,1,26197,
750,,Surface,12,Image 1,1,26198,
904,,Surface,12,Image 1,1,26199,
1,,Surface,12,Image 1,1,26200,
2828,,Surface,12,Image 1,1,26201,
2,,Surface,12,Image 1,1,26203,
504,,Surface,12,Image 1,1,26204,
0.25,,Surface,12,Image 1,1,26205,
552,,Surface,12,Image 1,1,26206,
1,,Surface,12,Image 1,1,26207,
0.5,,Surface,12,Image 1,1,26208,
1156,,Surface,12,Image 1,1,26209,
698,,Surface,12,Image 1,1,26211,
0.25,,Surface,12,Image 1,1,26212,
1036,,Surface,12,Image 1,1,26213,
566,,Surface,12,Image 1,1,26214,
0.5,,Surface,12,Image 1,1,26215,
4,,Surface,12,Image 1,1,26216,
636,,Surface,12,Image 1,1,26217,
780,,Surface,12,Image 1,1,26218,
782,,Surface,12,Image 1,1,26219,
2,,Surface,12,Image 1,1,26220,
676,,Surface,12,Image 1,1,26221,
1,,Surface,12,Image 1,1,26222,
1,,Surface,12,Image 1,1,26225,
466,,Surface,12,Image 1,1,26226,
1160,,Surface,12,Image 1,1,26227,
1404,,Surface,12,Image 1,1,26228,
1948,,Surface,12,Image 1,1,26229,
936,,Surface,12,Image 1,1,26230,
284,,Surface,12,Image 1,1,26231,
1,,Surface,12,Image 1,1,26232,
139,,Surface,12,Image 1,1,26233,
572,,Surface,12,Image 1,1,26235,
1,,Surface,12,Image 1,1,26236,
365,,Surface,12,Image 1,1,26237,
14,,Surface,12,Image 1,1,26238,
278,,Surface,12,Image 1,1,26241,
1788,,Surface,12,Image 1,1,26242,
1256,,Surface,12,Image 1,1,26245,
204,,Surface,12,Image 1,1,26246,
1512,,Surface,12,Image 1,1,26247,
172,,Surface,12,Image 1,1,26248,
0.25,,Surface,12,Image 1,1,26249,
150,,Surface,12,Image 1,1,26250,
1366,,Surface,12,Image 1,1,26251,
2,,Surface,12,Image 1,1,26252,
924,,Surface,12,Image 1,1,26253,
1528,,Surface,12,Image 1,1,26254,
42,,Surface,12,Image 1,1,26255,
2132,,Surface,12,Image 1,1,26256,
143,,Surface,12,Image 1,1,26258,
1708,,Surface,12,Image 1,1,26259,
0.25,,Surface,12,Image 1,1,26260,
1,,Surface,12,Image 1,1,26261,
205,,Surface,12,Image 1,1,26262,
714,,Surface,12,Image 1,1,26263,
1452,,Surface,12,Image 1,1,26264,
0.5,,Surface,12,Image 1,1,26265,
2,,Surface,12,Image 1,1,26266,
8,,Surface,12,Image 1,1,26267,
0.5,,Surface,12,Image 1,1,26268,
414,,Surface,12,Image 1,1,26269,
330,,Surface,12,Image 1,1,26270,
147,,Surface,12,Image 1,1,26271,
2,,Surface,12,Image 1,1,26272,
1688,,Surface,12,Image 1,1,26273,
152,,Surface,12,Image 1,1,26274,
16,,Surface,12,Image 1,1,26275,
220,,Surface,12,Image 1,1,26276,
0.5,,Surface,12,Image 1,1,26277,
828,,Surface,12,Image 1,1,26279,
2,,Surface,12,Image 1,1,26280,
1234,,Surface,12,Image 1,1,26281,
2,,Surface,12,Image 1,1,26282,
452,,Surface,12,Image 1,1,26283,
0.5,,Surface,12,Image 1,1,26284,
472,,Surface,12,Image 1,1,26285,
500,,Surface,12,Image 1,1,26286,
129,,Surface,12,Image 1,1,26287,
634,,Surface,12,Image 1,1,26289,
0.5,,Surface,12,Image 1,1,26290,
1516,,Surface,12,Image 1,1,26291,
740,,Surface,12,Image 1,1,26292,
0.125,,Surface,12,Image 1,1,26294,
3496,,Surface,12,Image 1,1,26295,
1064,,Surface,12,Image 1,1,26296,
1188,,Surface,12,Image 1,1,26297,
0.5,,Surface,12,Image 1,1,26298,
26,,Surface,12,Image 1,1,26299,
1512,,Surface,12,Image 1,1,26301,
984,,Surface,12,Image 1,1,26304,
1940,,Surface,12,Image 1,1,26305,
145,,Surface,12,Image 1,1,26307,
0.5,,Surface,12,Image 1,1,26308,
1,,Surface,12,Image 1,1,26309,
2,,Surface,12,Image 1,1,26310,
2,,Surface,12,Image 1,1,26311,
1,,Surface,12,Image 1,1,26312,
2,,Surface,12,Image 1,1,26313,
3044,,Surface,12,Image 1,1,26315,
1896,,Surface,12,Image 1,1,26317,
2960,,Surface,12,Image 1,1,26318,
1144,,Surface,12,Image 1,1,26319,
2224,,Surface,12,Image 1,1,26320,
1226,,Surface,12,Image 1,1,26321,
8,,Surface,12,Image 1,1,26322,
1340,,Surface,12,Image 1,1,26323,
5,,Surface,12,Image 1,1,26324,
1212,,Surface,12,Image 1,1,26326,
4,,Surface,12,Image 1,1,26327,
8,,Surface,12,Image 1,1,26328,
622,,Surface,12,Image 1,1,26329,
1386,,Surface,12,Image 1,1,26330,
1140,,Surface,12,Image 1,1,26331,
262,,Surface,12,Image 1,1,26332,
1288,,Surface,12,Image 1,1,26334,
1636,,Surface,12,Image 1,1,26336,
432,,Surface,12,Image 1,1,26338,
548,,Surface,12,Image 1,1,26339,
3604,,Surface,12,Image 1,1,26340,
1852,,Surface,12,Image 1,1,26342,
2,,Surface,12,Image 1,1,26343,
666,,Surface,12,Image 1,1,26344,
988,,Surface,12,Image 1,1,26345,
1272,,Surface,12,Image 1,1,26348,
1988,,Surface,12,Image 1,1,26349,
1492,,Surface,12,Image 1,1,26350,
2440,,Surface,12,Image 1,1,26351,
69.5,,Surface,12,Image 1,1,26352,
0.25,,Surface,12,Image 1,1,26353,
0.5,,Surface,12,Image 1,1,26354,
0.5,,Surface,12,Image 1,1,26355,
1228,,Surface,12,Image 1,1,26357,
804,,Surface,12,Image 1,1,26359,
0.5,,Surface,12,Image 1,1,26362,
2600,,Surface,12,Image 1,1,26364,
1156,,Surface,12,Image 1,1,26365,
1,,Surface,12,Image 1,1,26366,
664,,Surface,12,Image 1,1,26368,
916,,Surface,12,Image 1,1,26369,
612,,Surface,12,Image 1,1,26370,
2,,Surface,12,Image 1,1,26371,
610,,Surface,12,Image 1,1,26375,
1988,,Surface,12,Image 1,1,26382,
492,,Surface,12,Image 1,1,26383,
4,,Surface,12,Image 1,1,26384,
466,,Surface,12,Image 1,1,26385,
1060,,Surface,12,Image 1,1,26386,
1020,,Surface,12,Image 1,1,26387,
730,,Surface,12,Image 1,1,26388,
752,,Surface,12,Image 1,1,26389,
1964,,Surface,12,Image 1,1,26390,
1,,Surface,12,Image 1,1,26391,
658,,Surface,12,Image 1,1,26392,
2,,Surface,12,Image 1,1,26393,
392,,Surface,12,Image 1,1,26394,
876,,Surface,12,Image 1,1,26395,
3620,,Surface,12,Image 1,1,26396,
2,,Surface,12,Image 1,1,26397,
956,,Surface,12,Image 1,1,26398,
2840,,Surface,12,Image 1,1,26399,
40,,Surface,12,Image 1,1,26401,
0.25,,Surface,12,Image 1,1,26402,
542,,Surface,12,Image 1,1,26404,
1644,,Surface,12,Image 1,1,26406,
1836,,Surface,12,Image 1,1,26407,
1204,,Surface,12,Image 1,1,26408,
586,,Surface,12,Image 1,1,26409,
0.5,,Surface,12,Image 1,1,26410,
246,,Surface,12,Image 1,1,26411,
2060,,Surface,12,Image 1,1,26412,
1796,,Surface,12,Image 1,1,26413,
1804,,Surface,12,Image 1,1,26414,
0.5,,Surface,12,Image 1,1,26415,
756,,Surface,12,Image 1,1,26417,
726,,Surface,12,Image 1,1,26418,
1948,,Surface,12,Image 1,1,26419,
1,,Surface,12,Image 1,1,26420,
1724,,Surface,12,Image 1,1,26421,
80,,Surface,12,Image 1,1,26423,
926,,Surface,12,Image 1,1,26425,
178,,Surface,12,Image 1,1,26426,
344,,Surface,12,Image 1,1,26427,
2,,Surface,12,Image 1,1,26428,
1784,,Surface,12,Image 1,1,26429,
221,,Surface,12,Image 1,1,26430,
740,,Surface,12,Image 1,1,26431,
0.5,,Surface,12,Image 1,1,26432,
244,,Surface,12,Image 1,1,26433,
2,,Surface,12,Image 1,1,26434,
268,,Surface,12,Image 1,1,26435,
568,,Surface,12,Image 1,1,26436,
1460,,Surface,12,Image 1,1,26437,
708,,Surface,12,Image 1,1,26438,
8,,Surface,12,Image 1,1,26439,
1864,,Surface,12,Image 1,1,26440,
708,,Surface,12,Image 1,1,26441,
2276,,Surface,12,Image 1,1,26442,
1368,,Surface,12,Image 1,1,26443,
1668,,Surface,12,Image 1,1,26444,
0.5,,Surface,12,Image 1,1,26446,
424,,Surface,12,Image 1,1,26448,
1464,,Surface,12,Image 1,1,26451,
4,,Surface,12,Image 1,1,26452,
0.5,,Surface,12,Image 1,1,26453,
4,,Surface,12,Image 1,1,26456,
382,,Surface,12,Image 1,1,26457,
0.25,,Surface,12,Image 1,1,26458,
4,,Surface,12,Image 1,1,26459,
180,,Surface,12,Image 1,1,26460,
852,,Surface,12,Image 1,1,26461,
39,,Surface,12,Image 1,1,26462,
0.5,,Surface,12,Image 1,1,26463,
1196,,Surface,12,Image 1,1,26464,
0.25,,Surface,12,Image 1,1,26465,
1332,,Surface,12,Image 1,1,26466,
1542,,Surface,12,Image 1,1,26467,
196,,Surface,12,Image 1,1,26468,
42,,Surface,12,Image 1,1,26469,
109,,Surface,12,Image 1,1,26471,
399,,Surface,12,Image 1,1,26472,
1,,Surface,12,Image 1,1,26473,
900,,Surface,12,Image 1,1,26474,
866,,Surface,12,Image 1,1,26475,
2084,,Surface,12,Image 1,1,26476,
2,,Surface,12,Image 1,1,26477,
844,,Surface,12,Image 1,1,26478,
261,,Surface,12,Image 1,1,26480,
1244,,Surface,12,Image 1,1,26481,
818,,Surface,12,Image 1,1,26482,
364,,Surface,12,Image 1,1,26483,
2536,,Surface,12,Image 1,1,26484,
634,,Surface,12,Image 1,1,26485,
2836,,Surface,12,Image 1,1,26486,
1374,,Surface,12,Image 1,1,26487,
76,,Surface,12,Image 1,1,26488,
198,,Surface,12,Image 1,1,26489,
58,,Surface,12,Image 1,1,26490,
268,,Surface,12,Image 1,1,26491,
1668,,Surface,12,Image 1,1,26492,
313,,Surface,12,Image 1,1,26493,
2,,Surface,12,Image 1,1,26494,
2,,Surface,12,Image 1,1,26495,
349,,Surface,12,Image 1,1,26497,
2064,,Surface,12,Image 1,1,26498,
522,,Surface,12,Image 1,1,26499,
4,,Surface,12,Image 1,1,26502,
1,,Surface,12,Image 1,1,26503,
740,,Surface,12,Image 1,1,26504,
908,,Surface,12,Image 1,1,26506,
0.5,,Surface,12,Image 1,1,26507,
2876,,Surface,12,Image 1,1,26509,
1068,,Surface,12,Image 1,1,26510,
940,,Surface,12,Image 1,1,26512,
4,,Surface,12,Image 1,1,26513,
204,,Surface,12,Image 1,1,26514,
0.25,,Surface,12,Image 1,1,26515,
2,,Surface,12,Image 1,1,26516,
2,,Surface,12,Image 1,1,26517,
20,,Surface,12,Image 1,1,26518,
936,,Surface,12,Image 1,1,26521,
1972,,Surface,12,Image 1,1,26522,
712,,Surface,12,Image 1,1,26523,
268,,Surface,12,Image 1,1,26524,
1972,,Surface,12,Image 1,1,26525,
2148,,Surface,12,Image 1,1,26526,
1044,,Surface,12,Image 1,1,26527,
1,,Surface,12,Image 1,1,26528,
1508,,Surface,12,Image 1,1,26529,
0.25,,Surface,12,Image 1,1,26530,
2328,,Surface,12,Image 1,1,26531,
0.5,,Surface,12,Image 1,1,26532,
4,,Surface,12,Image 1,1,26533,
473,,Surface,12,Image 1,1,26534,
2,,Surface,12,Image 1,1,26535,
708,,Surface,12,Image 1,1,26536,
0.5,,Surface,12,Image 1,1,26537,
21,,Surface,12,Image 1,1,26538,
0.25,,Surface,12,Image 1,1,26539,
1364,,Surface,12,Image 1,1,26541,
1580,,Surface,12,Image 1,1,26542,
1064,,Surface,12,Image 1,1,26543,
142,,Surface,12,Image 1,1,26544,
226,,Surface,12,Image 1,1,26545,
8,,Surface,12,Image 1,1,26546,
2044,,Surface,12,Image 1,1,26547,
0.25,,Surface,12,Image 1,1,26548,
8,,Surface,12,Image 1,1,26549,
1436,,Surface,12,Image 1,1,26550,
0.25,,Surface,12,Image 1,1,26551,
568,,Surface,12,Image 1,1,26552,
686,,Surface,12,Image 1,1,26553,
1956,,Surface,12,Image 1,1,26554,
1078,,Surface,12,Image 1,1,26555,
0.5,,Surface,12,Image 1,1,26556,
596,,Surface,12,Image 1,1,26557,
1388,,Surface,12,Image 1,1,26558,
1944,,Surface,12,Image 1,1,26559,
1732,,Surface,12,Image 1,1,26560,
1,,Surface,12,Image 1,1,26561,
4,,Surface,12,Image 1,1,26562,
0.25,,Surface,12,Image 1,1,26563,
1,,Surface,12,Image 1,1,26564,
1944,,Surface,12,Image 1,1,26565,
2420,,Surface,12,Image 1,1,26567,
1252,,Surface,12,Image 1,1,26568,
2252,,Surface,12,Image 1,1,26569,
600,,Surface,12,Image 1,1,26570,
1212,,Surface,12,Image 1,1,26571,
1436,,Surface,12,Image 1,1,26572,
1,,Surface,12,Image 1,1,26573,
4,,Surface,12,Image 1,1,26574,
0.5,,Surface,12,Image 1,1,26575,
2216,,Surface,12,Image 1,1,26576,
2,,Surface,12,Image 1,1,26577,
8,,Surface,12,Image 1,1,26578,
190,,Surface,12,Image 1,1,26580,
0.5,,Surface,12,Image 1,1,26581,
228,,Surface,12,Image 1,1,26582,
1,,Surface,12,Image 1,1,26583,
29,,Surface,12,Image 1,1,26584,
16,,Surface,12,Image 1,1,26585,
1980,,Surface,12,Image 1,1,26586,
0.5,,Surface,12,Image 1,1,26587,
1788,,Surface,12,Image 1,1,26589,
0.5,,Surface,12,Image 1,1,26591,
16,,Surface,12,Image 1,1,26592,
2296,,Surface,12,Image 1,1,26593,
588,,Surface,12,Image 1,1,26594,
4,,Surface,12,Image 1,1,26595,
482,,Surface,12,Image 1,1,26597,
261,,Surface,12,Image 1,1,26598,
1080,,Surface,12,Image 1,1,26599,
1432,,Surface,12,Image 1,1,26600,
1,,Surface,12,Image 1,1,26601,
1708,,Surface,12,Image 1,1,26602,
1256,,Surface,12,Image 1,1,26603,
1,,Surface,12,Image 1,1,26604,
0.5,,Surface,12,Image 1,1,26606,
1348,,Surface,12,Image 1,1,26607,
2,,Surface,12,Image 1,1,26608,
1124,,Surface,12,Image 1,1,26609,
1876,,Surface,12,Image 1,1,26610,
1,,Surface,12,Image 1,1,26611,
284,,Surface,12,Image 1,1,26612,
1368,,Surface,12,Image 1,1,26614,
1,,Surface,12,Image 1,1,26616,
1588,,Surface,12,Image 1,1,26617,
828,,Surface,12,Image 1,1,26621,
0.5,,Surface,12,Image 1,1,26622,
0.125,,Surface,12,Image 1,1,26624,
0.5,,Surface,12,Image 1,1,26626,
1880,,Surface,12,Image 1,1,26627,
500,,Surface,12,Image 1,1,26628,
1512,,Surface,12,Image 1,1,26630,
313,,Surface,12,Image 1,1,26632,
860,,Surface,12,Image 1,1,26633,
730,,Surface,12,Image 1,1,26635,
844,,Surface,12,Image 1,1,26636,
1,,Surface,12,Image 1,1,26637,
792,,Surface,12,Image 1,1,26638,
604,,Surface,12,Image 1,1,26639,
262,,Surface,12,Image 1,1,26640,
2,,Surface,12,Image 1,1,26641,
1,,Surface,12,Image 1,1,26642,
794,,Surface,12,Image 1,1,26643,
1,,Surface,12,Image 1,1,26644,
380,,Surface,12,Image 1,1,26645,
158,,Surface,12,Image 1,1,26646,
708,,Surface,12,Image 1,1,26647,
