
Intensity Max Ch=25 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
15954,,Surface,25,Image 1,1,26181,
6668,,Surface,25,Image 1,1,26182,
11797,,Surface,25,Image 1,1,26183,
12531,,Surface,25,Image 1,1,26184,
9064,,Surface,25,Image 1,1,26185,
7856,,Surface,25,Image 1,1,26186,
12250,,Surface,25,Image 1,1,26189,
10870,,Surface,25,Image 1,1,26190,
15293,,Surface,25,Image 1,1,26192,
6278,,Surface,25,Image 1,1,26193,
10705,,Surface,25,Image 1,1,26194,
14249,,Surface,25,Image 1,1,26195,
9319,,Surface,25,Image 1,1,26196,
6594,,Surface,25,Image 1,1,26197,
8917,,Surface,25,Image 1,1,26198,
11998,,Surface,25,Image 1,1,26199,
13323,,Surface,25,Image 1,1,26200,
5496,,Surface,25,Image 1,1,26201,
9648,,Surface,25,Image 1,1,26203,
14293,,Surface,25,Image 1,1,26204,
7270,,Surface,25,Image 1,1,26205,
16746,,Surface,25,Image 1,1,26206,
9044,,Surface,25,Image 1,1,26207,
7409,,Surface,25,Image 1,1,26208,
7331,,Surface,25,Image 1,1,26209,
7397,,Surface,25,Image 1,1,26211,
8718,,Surface,25,Image 1,1,26212,
14279,,Surface,25,Image 1,1,26213,
5865,,Surface,25,Image 1,1,26214,
9328,,Surface,25,Image 1,1,26215,
10087,,Surface,25,Image 1,1,26216,
8260,,Surface,25,Image 1,1,26217,
11012,,Surface,25,Image 1,1,26218,
6650,,Surface,25,Image 1,1,26219,
12260,,Surface,25,Image 1,1,26220,
11623,,Surface,25,Image 1,1,26221,
12717,,Surface,25,Image 1,1,26222,
9150,,Surface,25,Image 1,1,26225,
11995,,Surface,25,Image 1,1,26226,
13653,,Surface,25,Image 1,1,26227,
10122,,Surface,25,Image 1,1,26228,
9226,,Surface,25,Image 1,1,26229,
9374,,Surface,25,Image 1,1,26230,
13888,,Surface,25,Image 1,1,26231,
16364,,Surface,25,Image 1,1,26232,
10597,,Surface,25,Image 1,1,26233,
13509,,Surface,25,Image 1,1,26235,
10617,,Surface,25,Image 1,1,26236,
5344,,Surface,25,Image 1,1,26237,
7402,,Surface,25,Image 1,1,26238,
11377,,Surface,25,Image 1,1,26241,
5604,,Surface,25,Image 1,1,26242,
11066,,Surface,25,Image 1,1,26245,
9756,,Surface,25,Image 1,1,26246,
8928,,Surface,25,Image 1,1,26247,
10857,,Surface,25,Image 1,1,26248,
4023,,Surface,25,Image 1,1,26249,
10167,,Surface,25,Image 1,1,26250,
5872,,Surface,25,Image 1,1,26251,
11239,,Surface,25,Image 1,1,26252,
17590,,Surface,25,Image 1,1,26253,
8207,,Surface,25,Image 1,1,26254,
8161,,Surface,25,Image 1,1,26255,
6210,,Surface,25,Image 1,1,26256,
8381,,Surface,25,Image 1,1,26258,
11825,,Surface,25,Image 1,1,26259,
7420,,Surface,25,Image 1,1,26260,
13431,,Surface,25,Image 1,1,26261,
6881,,Surface,25,Image 1,1,26262,
5317,,Surface,25,Image 1,1,26263,
13549,,Surface,25,Image 1,1,26264,
9630,,Surface,25,Image 1,1,26265,
7140,,Surface,25,Image 1,1,26266,
11107,,Surface,25,Image 1,1,26267,
10155,,Surface,25,Image 1,1,26268,
7447,,Surface,25,Image 1,1,26269,
6471,,Surface,25,Image 1,1,26270,
9835,,Surface,25,Image 1,1,26271,
5441,,Surface,25,Image 1,1,26272,
12944,,Surface,25,Image 1,1,26273,
10559,,Surface,25,Image 1,1,26274,
9157,,Surface,25,Image 1,1,26275,
8382,,Surface,25,Image 1,1,26276,
2995,,Surface,25,Image 1,1,26277,
15603,,Surface,25,Image 1,1,26279,
11818,,Surface,25,Image 1,1,26280,
10474,,Surface,25,Image 1,1,26281,
6246,,Surface,25,Image 1,1,26282,
8141,,Surface,25,Image 1,1,26283,
6247,,Surface,25,Image 1,1,26284,
13886,,Surface,25,Image 1,1,26285,
13020,,Surface,25,Image 1,1,26286,
9087,,Surface,25,Image 1,1,26287,
11392,,Surface,25,Image 1,1,26289,
14668,,Surface,25,Image 1,1,26290,
7373,,Surface,25,Image 1,1,26291,
12218,,Surface,25,Image 1,1,26292,
3484,,Surface,25,Image 1,1,26294,
11895,,Surface,25,Image 1,1,26295,
11074,,Surface,25,Image 1,1,26296,
11815,,Surface,25,Image 1,1,26297,
10623,,Surface,25,Image 1,1,26298,
8561,,Surface,25,Image 1,1,26299,
12113,,Surface,25,Image 1,1,26301,
10433,,Surface,25,Image 1,1,26304,
6953,,Surface,25,Image 1,1,26305,
6774,,Surface,25,Image 1,1,26307,
6032,,Surface,25,Image 1,1,26308,
7863,,Surface,25,Image 1,1,26309,
9905,,Surface,25,Image 1,1,26310,
9470,,Surface,25,Image 1,1,26311,
7031,,Surface,25,Image 1,1,26312,
13355,,Surface,25,Image 1,1,26313,
7164,,Surface,25,Image 1,1,26315,
11840,,Surface,25,Image 1,1,26317,
13824,,Surface,25,Image 1,1,26318,
11587,,Surface,25,Image 1,1,26319,
8824,,Surface,25,Image 1,1,26320,
6630,,Surface,25,Image 1,1,26321,
8586,,Surface,25,Image 1,1,26322,
9178,,Surface,25,Image 1,1,26323,
10493,,Surface,25,Image 1,1,26324,
13663,,Surface,25,Image 1,1,26326,
7342,,Surface,25,Image 1,1,26327,
11442,,Surface,25,Image 1,1,26328,
7667,,Surface,25,Image 1,1,26329,
6114,,Surface,25,Image 1,1,26330,
8402,,Surface,25,Image 1,1,26331,
4824,,Surface,25,Image 1,1,26332,
8285,,Surface,25,Image 1,1,26334,
9591,,Surface,25,Image 1,1,26336,
10707,,Surface,25,Image 1,1,26338,
5899,,Surface,25,Image 1,1,26339,
10468,,Surface,25,Image 1,1,26340,
5816,,Surface,25,Image 1,1,26342,
12206,,Surface,25,Image 1,1,26343,
8379,,Surface,25,Image 1,1,26344,
7687,,Surface,25,Image 1,1,26345,
9826,,Surface,25,Image 1,1,26348,
10728,,Surface,25,Image 1,1,26349,
6225,,Surface,25,Image 1,1,26350,
11626,,Surface,25,Image 1,1,26351,
3908,,Surface,25,Image 1,1,26352,
5146,,Surface,25,Image 1,1,26353,
4756,,Surface,25,Image 1,1,26354,
4409,,Surface,25,Image 1,1,26355,
11122,,Surface,25,Image 1,1,26357,
7309,,Surface,25,Image 1,1,26359,
10159,,Surface,25,Image 1,1,26362,
12266,,Surface,25,Image 1,1,26364,
9400,,Surface,25,Image 1,1,26365,
11481,,Surface,25,Image 1,1,26366,
10308,,Surface,25,Image 1,1,26368,
8680,,Surface,25,Image 1,1,26369,
10140,,Surface,25,Image 1,1,26370,
8172,,Surface,25,Image 1,1,26371,
6026,,Surface,25,Image 1,1,26375,
10260,,Surface,25,Image 1,1,26382,
15082,,Surface,25,Image 1,1,26383,
14000,,Surface,25,Image 1,1,26384,
7478,,Surface,25,Image 1,1,26385,
9987,,Surface,25,Image 1,1,26386,
10540,,Surface,25,Image 1,1,26387,
10026,,Surface,25,Image 1,1,26388,
11275,,Surface,25,Image 1,1,26389,
5920,,Surface,25,Image 1,1,26390,
7793,,Surface,25,Image 1,1,26391,
6012,,Surface,25,Image 1,1,26392,
14771,,Surface,25,Image 1,1,26393,
18340,,Surface,25,Image 1,1,26394,
8470,,Surface,25,Image 1,1,26395,
6545,,Surface,25,Image 1,1,26396,
17466,,Surface,25,Image 1,1,26397,
13645,,Surface,25,Image 1,1,26398,
8751,,Surface,25,Image 1,1,26399,
12446,,Surface,25,Image 1,1,26401,
9849,,Surface,25,Image 1,1,26402,
13097,,Surface,25,Image 1,1,26404,
7708,,Surface,25,Image 1,1,26406,
9346,,Surface,25,Image 1,1,26407,
11191,,Surface,25,Image 1,1,26408,
13055,,Surface,25,Image 1,1,26409,
7042,,Surface,25,Image 1,1,26410,
9141,,Surface,25,Image 1,1,26411,
9503,,Surface,25,Image 1,1,26412,
10470,,Surface,25,Image 1,1,26413,
10165,,Surface,25,Image 1,1,26414,
11230,,Surface,25,Image 1,1,26415,
8742,,Surface,25,Image 1,1,26417,
6798,,Surface,25,Image 1,1,26418,
11736,,Surface,25,Image 1,1,26419,
11385,,Surface,25,Image 1,1,26420,
12537,,Surface,25,Image 1,1,26421,
13346,,Surface,25,Image 1,1,26423,
4158,,Surface,25,Image 1,1,26425,
11468,,Surface,25,Image 1,1,26426,
11064,,Surface,25,Image 1,1,26427,
12607,,Surface,25,Image 1,1,26428,
9935,,Surface,25,Image 1,1,26429,
6923,,Surface,25,Image 1,1,26430,
9750,,Surface,25,Image 1,1,26431,
10009,,Surface,25,Image 1,1,26432,
11126,,Surface,25,Image 1,1,26433,
15257,,Surface,25,Image 1,1,26434,
18003,,Surface,25,Image 1,1,26435,
11756,,Surface,25,Image 1,1,26436,
8407,,Surface,25,Image 1,1,26437,
15180,,Surface,25,Image 1,1,26438,
11279,,Surface,25,Image 1,1,26439,
17777,,Surface,25,Image 1,1,26440,
16570,,Surface,25,Image 1,1,26441,
11376,,Surface,25,Image 1,1,26442,
18108,,Surface,25,Image 1,1,26443,
9708,,Surface,25,Image 1,1,26444,
15525,,Surface,25,Image 1,1,26446,
15200,,Surface,25,Image 1,1,26448,
11841,,Surface,25,Image 1,1,26451,
9193,,Surface,25,Image 1,1,26452,
9917,,Surface,25,Image 1,1,26453,
12605,,Surface,25,Image 1,1,26456,
9957,,Surface,25,Image 1,1,26457,
4661,,Surface,25,Image 1,1,26458,
12063,,Surface,25,Image 1,1,26459,
8006,,Surface,25,Image 1,1,26460,
9876,,Surface,25,Image 1,1,26461,
7384,,Surface,25,Image 1,1,26462,
8828,,Surface,25,Image 1,1,26463,
10738,,Surface,25,Image 1,1,26464,
9180,,Surface,25,Image 1,1,26465,
14547,,Surface,25,Image 1,1,26466,
10962,,Surface,25,Image 1,1,26467,
12168,,Surface,25,Image 1,1,26468,
10763,,Surface,25,Image 1,1,26469,
14422,,Surface,25,Image 1,1,26471,
8244,,Surface,25,Image 1,1,26472,
14947,,Surface,25,Image 1,1,26473,
12299,,Surface,25,Image 1,1,26474,
7243,,Surface,25,Image 1,1,26475,
5390,,Surface,25,Image 1,1,26476,
9619,,Surface,25,Image 1,1,26477,
9583,,Surface,25,Image 1,1,26478,
8546,,Surface,25,Image 1,1,26480,
11487,,Surface,25,Image 1,1,26481,
7220,,Surface,25,Image 1,1,26482,
10456,,Surface,25,Image 1,1,26483,
13993,,Surface,25,Image 1,1,26484,
10625,,Surface,25,Image 1,1,26485,
7778,,Surface,25,Image 1,1,26486,
8475,,Surface,25,Image 1,1,26487,
10667,,Surface,25,Image 1,1,26488,
10857,,Surface,25,Image 1,1,26489,
10990,,Surface,25,Image 1,1,26490,
11720,,Surface,25,Image 1,1,26491,
8468,,Surface,25,Image 1,1,26492,
5325,,Surface,25,Image 1,1,26493,
9338,,Surface,25,Image 1,1,26494,
