
Intensity Mean Ch=29 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
2571.75,,Surface,29,Image 1,1,26181,
1365.39,,Surface,29,Image 1,1,26182,
2556.64,,Surface,29,Image 1,1,26183,
2656.47,,Surface,29,Image 1,1,26184,
1737.27,,Surface,29,Image 1,1,26185,
1869.26,,Surface,29,Image 1,1,26186,
2320.01,,Surface,29,Image 1,1,26189,
2665.12,,Surface,29,Image 1,1,26190,
2702.51,,Surface,29,Image 1,1,26192,
1264.39,,Surface,29,Image 1,1,26193,
2164.64,,Surface,29,Image 1,1,26194,
2655.53,,Surface,29,Image 1,1,26195,
2002.23,,Surface,29,Image 1,1,26196,
1485.06,,Surface,29,Image 1,1,26197,
1470.53,,Surface,29,Image 1,1,26198,
2910.84,,Surface,29,Image 1,1,26199,
2481.4,,Surface,29,Image 1,1,26200,
974.407,,Surface,29,Image 1,1,26201,
1591.21,,Surface,29,Image 1,1,26203,
2764.18,,Surface,29,Image 1,1,26204,
1470.87,,Surface,29,Image 1,1,26205,
3040.32,,Surface,29,Image 1,1,26206,
1550.15,,Surface,29,Image 1,1,26207,
1641.44,,Surface,29,Image 1,1,26208,
1548.71,,Surface,29,Image 1,1,26209,
1396.04,,Surface,29,Image 1,1,26211,
1575.52,,Surface,29,Image 1,1,26212,
2092.68,,Surface,29,Image 1,1,26213,
1144.51,,Surface,29,Image 1,1,26214,
1431.03,,Surface,29,Image 1,1,26215,
1793.81,,Surface,29,Image 1,1,26216,
1706.27,,Surface,29,Image 1,1,26217,
1888.88,,Surface,29,Image 1,1,26218,
1379.96,,Surface,29,Image 1,1,26219,
2451.59,,Surface,29,Image 1,1,26220,
2108.95,,Surface,29,Image 1,1,26221,
2441.67,,Surface,29,Image 1,1,26222,
1338.25,,Surface,29,Image 1,1,26225,
2086.95,,Surface,29,Image 1,1,26226,
2692.58,,Surface,29,Image 1,1,26227,
1765.57,,Surface,29,Image 1,1,26228,
1694.2,,Surface,29,Image 1,1,26229,
1842.57,,Surface,29,Image 1,1,26230,
2107.74,,Surface,29,Image 1,1,26231,
2544.31,,Surface,29,Image 1,1,26232,
1953.12,,Surface,29,Image 1,1,26233,
2447.2,,Surface,29,Image 1,1,26235,
1702.99,,Surface,29,Image 1,1,26236,
1203.35,,Surface,29,Image 1,1,26237,
1639.1,,Surface,29,Image 1,1,26238,
2682.68,,Surface,29,Image 1,1,26241,
1436.08,,Surface,29,Image 1,1,26242,
1843.56,,Surface,29,Image 1,1,26245,
2392.66,,Surface,29,Image 1,1,26246,
1653.26,,Surface,29,Image 1,1,26247,
2102.94,,Surface,29,Image 1,1,26248,
985.616,,Surface,29,Image 1,1,26249,
