
Intensity Median Ch=40 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1,,Surface,40,Image 1,1,26181,
0.5,,Surface,40,Image 1,1,26182,
2,,Surface,40,Image 1,1,26183,
182,,Surface,40,Image 1,1,26184,
0.5,,Surface,40,Image 1,1,26185,
1,,Surface,40,Image 1,1,26186,
1,,Surface,40,Image 1,1,26189,
2,,Surface,40,Image 1,1,26190,
114,,Surface,40,Image 1,1,26192,
0.5,,Surface,40,Image 1,1,26193,
1,,Surface,40,Image 1,1,26194,
1,,Surface,40,Image 1,1,26195,
1,,Surface,40,Image 1,1,26196,
0.5,,Surface,40,Image 1,1,26197,
1,,Surface,40,Image 1,1,26198,
1,,Surface,40,Image 1,1,26199,
1,,Surface,40,Image 1,1,26200,
0.5,,Surface,40,Image 1,1,26201,
1,,Surface,40,Image 1,1,26203,
1,,Surface,40,Image 1,1,26204,
0.5,,Surface,40,Image 1,1,26205,
2,,Surface,40,Image 1,1,26206,
0.5,,Surface,40,Image 1,1,26207,
0.5,,Surface,40,Image 1,1,26208,
0.5,,Surface,40,Image 1,1,26209,
1,,Surface,40,Image 1,1,26211,
1,,Surface,40,Image 1,1,26212,
2,,Surface,40,Image 1,1,26213,
0.5,,Surface,40,Image 1,1,26214,
0.5,,Surface,40,Image 1,1,26215,
1,,Surface,40,Image 1,1,26216,
0.5,,Surface,40,Image 1,1,26217,
1,,Surface,40,Image 1,1,26218,
1,,Surface,40,Image 1,1,26219,
2,,Surface,40,Image 1,1,26220,
2,,Surface,40,Image 1,1,26221,
1,,Surface,40,Image 1,1,26222,
0.5,,Surface,40,Image 1,1,26225,
15,,Surface,40,Image 1,1,26226,
1,,Surface,40,Image 1,1,26227,
1,,Surface,40,Image 1,1,26228,
2,,Surface,40,Image 1,1,26229,
1,,Surface,40,Image 1,1,26230,
1,,Surface,40,Image 1,1,26231,
1,,Surface,40,Image 1,1,26232,
1,,Surface,40,Image 1,1,26233,
1,,Surface,40,Image 1,1,26235,
2,,Surface,40,Image 1,1,26236,
1,,Surface,40,Image 1,1,26237,
1,,Surface,40,Image 1,1,26238,
0.5,,Surface,40,Image 1,1,26241,
0.5,,Surface,40,Image 1,1,26242,
1,,Surface,40,Image 1,1,26245,
1,,Surface,40,Image 1,1,26246,
0.5,,Surface,40,Image 1,1,26247,
2,,Surface,40,Image 1,1,26248,
0.5,,Surface,40,Image 1,1,26249,
1,,Surface,40,Image 1,1,26250,
1,,Surface,40,Image 1,1,26251,
1,,Surface,40,Image 1,1,26252,
1,,Surface,40,Image 1,1,26253,
0.5,,Surface,40,Image 1,1,26254,
0.5,,Surface,40,Image 1,1,26255,
1,,Surface,40,Image 1,1,26256,
