
Intensity Max Ch=22 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
15582,,Surface,22,Image 1,1,26181,
10009,,Surface,22,Image 1,1,26182,
35750,,Surface,22,Image 1,1,26183,
15483,,Surface,22,Image 1,1,26184,
10988,,Surface,22,Image 1,1,26185,
15177,,Surface,22,Image 1,1,26186,
15961,,Surface,22,Image 1,1,26189,
26787,,Surface,22,Image 1,1,26190,
13021,,Surface,22,Image 1,1,26192,
16847,,Surface,22,Image 1,1,26193,
29043,,Surface,22,Image 1,1,26194,
32120,,Surface,22,Image 1,1,26195,
16105,,Surface,22,Image 1,1,26196,
8919,,Surface,22,Image 1,1,26197,
20954,,Surface,22,Image 1,1,26198,
23638,,Surface,22,Image 1,1,26199,
33280,,Surface,22,Image 1,1,26200,
3235,,Surface,22,Image 1,1,26201,
6750,,Surface,22,Image 1,1,26203,
35642,,Surface,22,Image 1,1,26204,
15207,,Surface,22,Image 1,1,26205,
19338,,Surface,22,Image 1,1,26206,
11890,,Surface,22,Image 1,1,26207,
27336,,Surface,22,Image 1,1,26208,
9395,,Surface,22,Image 1,1,26209,
5477,,Surface,22,Image 1,1,26211,
12265,,Surface,22,Image 1,1,26212,
35216,,Surface,22,Image 1,1,26213,
11456,,Surface,22,Image 1,1,26214,
18266,,Surface,22,Image 1,1,26215,
16471,,Surface,22,Image 1,1,26216,
11549,,Surface,22,Image 1,1,26217,
24537,,Surface,22,Image 1,1,26218,
4682,,Surface,22,Image 1,1,26219,
34803,,Surface,22,Image 1,1,26220,
19884,,Surface,22,Image 1,1,26221,
34888,,Surface,22,Image 1,1,26222,
11036,,Surface,22,Image 1,1,26225,
24904,,Surface,22,Image 1,1,26226,
20063,,Surface,22,Image 1,1,26227,
5396,,Surface,22,Image 1,1,26228,
14307,,Surface,22,Image 1,1,26229,
18412,,Surface,22,Image 1,1,26230,
30791,,Surface,22,Image 1,1,26231,
27691,,Surface,22,Image 1,1,26232,
9315,,Surface,22,Image 1,1,26233,
33811,,Surface,22,Image 1,1,26235,
9171,,Surface,22,Image 1,1,26236,
8141,,Surface,22,Image 1,1,26237,
16843,,Surface,22,Image 1,1,26238,
12207,,Surface,22,Image 1,1,26241,
9838,,Surface,22,Image 1,1,26242,
25690,,Surface,22,Image 1,1,26245,
20348,,Surface,22,Image 1,1,26246,
26216,,Surface,22,Image 1,1,26247,
17499,,Surface,22,Image 1,1,26248,
1941,,Surface,22,Image 1,1,26249,
20015,,Surface,22,Image 1,1,26250,
5137,,Surface,22,Image 1,1,26251,
28799,,Surface,22,Image 1,1,26252,
12359,,Surface,22,Image 1,1,26253,
12839,,Surface,22,Image 1,1,26254,
8466,,Surface,22,Image 1,1,26255,
6881,,Surface,22,Image 1,1,26256,
18339,,Surface,22,Image 1,1,26258,
6405,,Surface,22,Image 1,1,26259,
6465,,Surface,22,Image 1,1,26260,
12357,,Surface,22,Image 1,1,26261,
8370,,Surface,22,Image 1,1,26262,
6190,,Surface,22,Image 1,1,26263,
30219,,Surface,22,Image 1,1,26264,
15130,,Surface,22,Image 1,1,26265,
10480,,Surface,22,Image 1,1,26266,
3883,,Surface,22,Image 1,1,26267,
14629,,Surface,22,Image 1,1,26268,
6372,,Surface,22,Image 1,1,26269,
16046,,Surface,22,Image 1,1,26270,
1428,,Surface,22,Image 1,1,26271,
8854,,Surface,22,Image 1,1,26272,
22044,,Surface,22,Image 1,1,26273,
10990,,Surface,22,Image 1,1,26274,
27842,,Surface,22,Image 1,1,26275,
8916,,Surface,22,Image 1,1,26276,
16045,,Surface,22,Image 1,1,26277,
7698,,Surface,22,Image 1,1,26279,
18272,,Surface,22,Image 1,1,26280,
12055,,Surface,22,Image 1,1,26281,
26698,,Surface,22,Image 1,1,26282,
15764,,Surface,22,Image 1,1,26283,
4724,,Surface,22,Image 1,1,26284,
22033,,Surface,22,Image 1,1,26285,
16455,,Surface,22,Image 1,1,26286,
23436,,Surface,22,Image 1,1,26287,
17203,,Surface,22,Image 1,1,26289,
2330,,Surface,22,Image 1,1,26290,
6825,,Surface,22,Image 1,1,26291,
18891,,Surface,22,Image 1,1,26292,
8650,,Surface,22,Image 1,1,26294,
31768,,Surface,22,Image 1,1,26295,
13118,,Surface,22,Image 1,1,26296,
33171,,Surface,22,Image 1,1,26297,
5787,,Surface,22,Image 1,1,26298,
16822,,Surface,22,Image 1,1,26299,
15979,,Surface,22,Image 1,1,26301,
17810,,Surface,22,Image 1,1,26304,
3246,,Surface,22,Image 1,1,26305,
8753,,Surface,22,Image 1,1,26307,
21966,,Surface,22,Image 1,1,26308,
19090,,Surface,22,Image 1,1,26309,
28373,,Surface,22,Image 1,1,26310,
19249,,Surface,22,Image 1,1,26311,
9827,,Surface,22,Image 1,1,26312,
31235,,Surface,22,Image 1,1,26313,
9719,,Surface,22,Image 1,1,26315,
23993,,Surface,22,Image 1,1,26317,
17702,,Surface,22,Image 1,1,26318,
26766,,Surface,22,Image 1,1,26319,
9014,,Surface,22,Image 1,1,26320,
19621,,Surface,22,Image 1,1,26321,
15457,,Surface,22,Image 1,1,26322,
26178,,Surface,22,Image 1,1,26323,
21136,,Surface,22,Image 1,1,26324,
10747,,Surface,22,Image 1,1,26326,
