
Area
 ==================== 
Area,Unit,Category,Time,ID,
514.278,µm^2,Surface,1,26582,
141.672,µm^2,Surface,1,26583,
363.109,µm^2,Surface,1,26584,
456.359,µm^2,Surface,1,26585,
268.986,µm^2,Surface,1,26586,
243.655,µm^2,Surface,1,26587,
247.175,µm^2,Surface,1,26589,
165.488,µm^2,Surface,1,26591,
557.749,µm^2,Surface,1,26592,
519.433,µm^2,Surface,1,26593,
323.309,µm^2,Surface,1,26594,
221.479,µm^2,Surface,1,26595,
280.697,µm^2,Surface,1,26597,
900.664,µm^2,Surface,1,26598,
467.106,µm^2,Surface,1,26599,
619.628,µm^2,Surface,1,26600,
310.357,µm^2,Surface,1,26601,
192.65,µm^2,Surface,1,26602,
852.383,µm^2,Surface,1,26603,
331.445,µm^2,Surface,1,26604,
154.346,µm^2,Surface,1,26606,
442.597,µm^2,Surface,1,26607,
296.115,µm^2,Surface,1,26608,
491.364,µm^2,Surface,1,26609,
570.179,µm^2,Surface,1,26610,
259.312,µm^2,Surface,1,26611,
385.504,µm^2,Surface,1,26612,
344.854,µm^2,Surface,1,26614,
244.179,µm^2,Surface,1,26616,
521.554,µm^2,Surface,1,26617,
110.261,µm^2,Surface,1,26621,
119.485,µm^2,Surface,1,26622,
224.654,µm^2,Surface,1,26624,
213.407,µm^2,Surface,1,26626,
421.557,µm^2,Surface,1,26627,
223.961,µm^2,Surface,1,26628,
435.721,µm^2,Surface,1,26630,
96.2314,µm^2,Surface,1,26632,
295.064,µm^2,Surface,1,26633,
317.119,µm^2,Surface,1,26635,
199.65,µm^2,Surface,1,26636,
402.812,µm^2,Surface,1,26637,
534.12,µm^2,Surface,1,26638,
617.448,µm^2,Surface,1,26639,
350.431,µm^2,Surface,1,26640,
375.783,µm^2,Surface,1,26641,
265.949,µm^2,Surface,1,26642,
172.475,µm^2,Surface,1,26643,
244.522,µm^2,Surface,1,26644,
621.506,µm^2,Surface,1,26645,
365.763,µm^2,Surface,1,26646,
189.647,µm^2,Surface,1,26647,
267.81,µm^2,Surface,1,26649,
476.242,µm^2,Surface,1,26652,
430.053,µm^2,Surface,1,26654,
576.351,µm^2,Surface,1,26655,
185.601,µm^2,Surface,1,26658,
318.31,µm^2,Surface,1,26659,
298.9,µm^2,Surface,1,26660,
119.078,µm^2,Surface,1,26661,
200.948,µm^2,Surface,1,26662,
293.794,µm^2,Surface,1,26663,
267.998,µm^2,Surface,1,26664,
301.469,µm^2,Surface,1,26665,
167.474,µm^2,Surface,1,26666,
320.209,µm^2,Surface,1,26667,
277.903,µm^2,Surface,1,26668,
880.63,µm^2,Surface,1,26669,
254.894,µm^2,Surface,1,26670,
291.789,µm^2,Surface,1,26671,
400.931,µm^2,Surface,1,26672,
121.537,µm^2,Surface,1,26673,
311.907,µm^2,Surface,1,26674,
449.322,µm^2,Surface,1,26675,
168.742,µm^2,Surface,1,26676,
358.209,µm^2,Surface,1,26677,
389.452,µm^2,Surface,1,26678,
587.587,µm^2,Surface,1,26679,
207.987,µm^2,Surface,1,26681,
244.706,µm^2,Surface,1,26682,
435.639,µm^2,Surface,1,26683,
309.981,µm^2,Surface,1,26686,
215.947,µm^2,Surface,1,26688,
272.822,µm^2,Surface,1,26689,
291.432,µm^2,Surface,1,26690,
244.672,µm^2,Surface,1,26691,
627.296,µm^2,Surface,1,26692,
328.768,µm^2,Surface,1,26694,
287.334,µm^2,Surface,1,26695,
265.779,µm^2,Surface,1,26696,
416.682,µm^2,Surface,1,26697,
165.073,µm^2,Surface,1,26699,
533.642,µm^2,Surface,1,26700,
206.289,µm^2,Surface,1,26701,
833.849,µm^2,Surface,1,26702,
537.236,µm^2,Surface,1,26703,
362.944,µm^2,Surface,1,26704,
186.307,µm^2,Surface,1,26705,
279.271,µm^2,Surface,1,26706,
350.035,µm^2,Surface,1,26707,
307.677,µm^2,Surface,1,26708,
216.654,µm^2,Surface,1,26709,
330.972,µm^2,Surface,1,26710,
742.115,µm^2,Surface,1,26711,
940.587,µm^2,Surface,1,26712,
185.643,µm^2,Surface,1,26713,
185.299,µm^2,Surface,1,26714,
225.599,µm^2,Surface,1,26716,
206.339,µm^2,Surface,1,26717,
207.707,µm^2,Surface,1,26718,
327.282,µm^2,Surface,1,26719,
273.207,µm^2,Surface,1,26720,
339.037,µm^2,Surface,1,26722,
317.274,µm^2,Surface,1,26723,
256.547,µm^2,Surface,1,26724,
336.683,µm^2,Surface,1,26725,
585,µm^2,Surface,1,26726,
285.365,µm^2,Surface,1,26727,
165.677,µm^2,Surface,1,26728,
289.084,µm^2,Surface,1,26729,
257.383,µm^2,Surface,1,26730,
250.219,µm^2,Surface,1,26731,
300.858,µm^2,Surface,1,26732,
456.727,µm^2,Surface,1,26733,
255.432,µm^2,Surface,1,26734,
177.299,µm^2,Surface,1,26735,
302.68,µm^2,Surface,1,26736,
282.845,µm^2,Surface,1,26737,
237.837,µm^2,Surface,1,26739,
250.59,µm^2,Surface,1,26740,
356.825,µm^2,Surface,1,26741,
416.745,µm^2,Surface,1,26742,
288.658,µm^2,Surface,1,26743,
267.77,µm^2,Surface,1,26745,
368.313,µm^2,Surface,1,26746,
249.686,µm^2,Surface,1,26747,
222.01,µm^2,Surface,1,26748,
245.803,µm^2,Surface,1,26749,
375.279,µm^2,Surface,1,26750,
162.82,µm^2,Surface,1,26751,
247.058,µm^2,Surface,1,26752,
225.555,µm^2,Surface,1,26753,
285.951,µm^2,Surface,1,26754,
523.346,µm^2,Surface,1,26755,
366.508,µm^2,Surface,1,26756,
468.041,µm^2,Surface,1,26758,
280.13,µm^2,Surface,1,26759,
571.609,µm^2,Surface,1,26760,
319.368,µm^2,Surface,1,26761,
241.482,µm^2,Surface,1,26762,
224.09,µm^2,Surface,1,26763,
312.439,µm^2,Surface,1,26764,
132.096,µm^2,Surface,1,26765,
251.867,µm^2,Surface,1,26766,
263.845,µm^2,Surface,1,26767,
412.373,µm^2,Surface,1,26768,
299.119,µm^2,Surface,1,26771,
282.929,µm^2,Surface,1,26772,
260.583,µm^2,Surface,1,26773,
283.549,µm^2,Surface,1,26774,
309.704,µm^2,Surface,1,26776,
527.588,µm^2,Surface,1,26777,
380.783,µm^2,Surface,1,26778,
114.714,µm^2,Surface,1,26779,
251.666,µm^2,Surface,1,26780,
391.527,µm^2,Surface,1,26781,
283.25,µm^2,Surface,1,26783,
286.473,µm^2,Surface,1,26784,
261.879,µm^2,Surface,1,26785,
802.939,µm^2,Surface,1,26786,
299.863,µm^2,Surface,1,26787,
384.65,µm^2,Surface,1,26788,
254.406,µm^2,Surface,1,26789,
243.754,µm^2,Surface,1,26790,
265.784,µm^2,Surface,1,26791,
278.223,µm^2,Surface,1,26792,
742.396,µm^2,Surface,1,26793,
117.777,µm^2,Surface,1,26794,
242.693,µm^2,Surface,1,26795,
322.283,µm^2,Surface,1,26796,
353.074,µm^2,Surface,1,26797,
296.635,µm^2,Surface,1,26798,
320.239,µm^2,Surface,1,26799,
277.508,µm^2,Surface,1,26800,
574.297,µm^2,Surface,1,26801,
186.306,µm^2,Surface,1,26802,
163.186,µm^2,Surface,1,26803,
290.279,µm^2,Surface,1,26804,
322.778,µm^2,Surface,1,26805,
378.921,µm^2,Surface,1,26806,
343.051,µm^2,Surface,1,26807,
420.591,µm^2,Surface,1,26808,
282.714,µm^2,Surface,1,26809,
274.666,µm^2,Surface,1,26810,
269.378,µm^2,Surface,1,26811,
279.997,µm^2,Surface,1,26812,
226.486,µm^2,Surface,1,26813,
602.933,µm^2,Surface,1,26814,
262.092,µm^2,Surface,1,26815,
198.656,µm^2,Surface,1,26816,
615.867,µm^2,Surface,1,26817,
565.8,µm^2,Surface,1,26818,
313.562,µm^2,Surface,1,26819,
162.993,µm^2,Surface,1,26820,
620.689,µm^2,Surface,1,26821,
786.852,µm^2,Surface,1,26822,
412.046,µm^2,Surface,1,26823,
211.22,µm^2,Surface,1,26824,
588.74,µm^2,Surface,1,26825,
264.384,µm^2,Surface,1,26826,
241.952,µm^2,Surface,1,26827,
191.231,µm^2,Surface,1,26828,
352.931,µm^2,Surface,1,26829,
295.157,µm^2,Surface,1,26830,
419.537,µm^2,Surface,1,26831,
251.731,µm^2,Surface,1,26833,
244.121,µm^2,Surface,1,26834,
269.874,µm^2,Surface,1,26835,
229.375,µm^2,Surface,1,26836,
218.041,µm^2,Surface,1,26837,
219.757,µm^2,Surface,1,26838,
206.496,µm^2,Surface,1,26839,
324.091,µm^2,Surface,1,26840,
383.357,µm^2,Surface,1,26841,
211.068,µm^2,Surface,1,26843,
418.827,µm^2,Surface,1,26844,
142.598,µm^2,Surface,1,26845,
370.696,µm^2,Surface,1,26846,
216.025,µm^2,Surface,1,26847,
482.738,µm^2,Surface,1,26848,
481.352,µm^2,Surface,1,26849,
218.181,µm^2,Surface,1,26850,
206.384,µm^2,Surface,1,26852,
309.419,µm^2,Surface,1,26853,
312.247,µm^2,Surface,1,26854,
278.772,µm^2,Surface,1,26855,
552.393,µm^2,Surface,1,26856,
208.864,µm^2,Surface,1,26857,
306.902,µm^2,Surface,1,26858,
328.894,µm^2,Surface,1,26859,
419.952,µm^2,Surface,1,26860,
283.01,µm^2,Surface,1,26861,
228.519,µm^2,Surface,1,26862,
233.095,µm^2,Surface,1,26863,
280.01,µm^2,Surface,1,26864,
274.221,µm^2,Surface,1,26865,
724.958,µm^2,Surface,1,26866,
138.475,µm^2,Surface,1,26867,
330.776,µm^2,Surface,1,26869,
310.015,µm^2,Surface,1,26870,
162.976,µm^2,Surface,1,26871,
258.702,µm^2,Surface,1,26872,
957.458,µm^2,Surface,1,26873,
296.215,µm^2,Surface,1,26874,
281.918,µm^2,Surface,1,26875,
559.054,µm^2,Surface,1,26876,
281.392,µm^2,Surface,1,26877,
128.097,µm^2,Surface,1,26878,
283.652,µm^2,Surface,1,26880,
184.086,µm^2,Surface,1,26881,
229.32,µm^2,Surface,1,26882,
186.049,µm^2,Surface,1,26883,
