
Intensity Sum of Square Ch=35 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
1.90203e+11,,Surface,35,Image 1,1,26181,
5.78614e+08,,Surface,35,Image 1,1,26182,
1.81843e+11,,Surface,35,Image 1,1,26183,
6.64531e+10,,Surface,35,Image 1,1,26184,
4.09905e+10,,Surface,35,Image 1,1,26185,
8.55297e+10,,Surface,35,Image 1,1,26186,
9.49087e+10,,Surface,35,Image 1,1,26189,
1.20911e+10,,Surface,35,Image 1,1,26190,
3.91898e+10,,Surface,35,Image 1,1,26192,
8.53269e+10,,Surface,35,Image 1,1,26193,
2.013e+10,,Surface,35,Image 1,1,26194,
2.78231e+10,,Surface,35,Image 1,1,26195,
1.7381e+10,,Surface,35,Image 1,1,26196,
2.21627e+09,,Surface,35,Image 1,1,26197,
1.62872e+10,,Surface,35,Image 1,1,26198,
8.76171e+10,,Surface,35,Image 1,1,26199,
7.25907e+11,,Surface,35,Image 1,1,26200,
3.41845e+10,,Surface,35,Image 1,1,26201,
1.39567e+11,,Surface,35,Image 1,1,26203,
1.13897e+10,,Surface,35,Image 1,1,26204,
9.35713e+10,,Surface,35,Image 1,1,26205,
4.34656e+10,,Surface,35,Image 1,1,26206,
6.46591e+09,,Surface,35,Image 1,1,26207,
8.1944e+10,,Surface,35,Image 1,1,26208,
2.35156e+08,,Surface,35,Image 1,1,26209,
3.4208e+10,,Surface,35,Image 1,1,26211,
7.16348e+09,,Surface,35,Image 1,1,26212,
6.48147e+10,,Surface,35,Image 1,1,26213,
9.45926e+08,,Surface,35,Image 1,1,26214,
4.43855e+10,,Surface,35,Image 1,1,26215,
4.99109e+09,,Surface,35,Image 1,1,26216,
5.1908e+09,,Surface,35,Image 1,1,26217,
7.85176e+10,,Surface,35,Image 1,1,26218,
9.13786e+07,,Surface,35,Image 1,1,26219,
3.2982e+09,,Surface,35,Image 1,1,26220,
5.91257e+10,,Surface,35,Image 1,1,26221,
2.3515e+10,,Surface,35,Image 1,1,26222,
4.75886e+09,,Surface,35,Image 1,1,26225,
5.89151e+10,,Surface,35,Image 1,1,26226,
8.93219e+11,,Surface,35,Image 1,1,26227,
1.15459e+09,,Surface,35,Image 1,1,26228,
1.53245e+11,,Surface,35,Image 1,1,26229,
5.48404e+09,,Surface,35,Image 1,1,26230,
2.04406e+11,,Surface,35,Image 1,1,26231,
7.19409e+10,,Surface,35,Image 1,1,26232,
7.16563e+08,,Surface,35,Image 1,1,26233,
2.71036e+10,,Surface,35,Image 1,1,26235,
2.23567e+10,,Surface,35,Image 1,1,26236,
5.9237e+10,,Surface,35,Image 1,1,26237,
2.81384e+09,,Surface,35,Image 1,1,26238,
1.04411e+10,,Surface,35,Image 1,1,26241,
2.27597e+09,,Surface,35,Image 1,1,26242,
1.58332e+10,,Surface,35,Image 1,1,26245,
2.24644e+10,,Surface,35,Image 1,1,26246,
2.24359e+09,,Surface,35,Image 1,1,26247,
1.75686e+10,,Surface,35,Image 1,1,26248,
3.87387e+09,,Surface,35,Image 1,1,26249,
2.55237e+12,,Surface,35,Image 1,1,26250,
3.89231e+08,,Surface,35,Image 1,1,26251,
1.50342e+11,,Surface,35,Image 1,1,26252,
2.89185e+11,,Surface,35,Image 1,1,26253,
8.74014e+08,,Surface,35,Image 1,1,26254,
2.09302e+09,,Surface,35,Image 1,1,26255,
2.87403e+08,,Surface,35,Image 1,1,26256,
7.5058e+10,,Surface,35,Image 1,1,26258,
6.94012e+11,,Surface,35,Image 1,1,26259,
2.40021e+09,,Surface,35,Image 1,1,26260,
4.64797e+10,,Surface,35,Image 1,1,26261,
