
Intensity Max Ch=14 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
5795,,Surface,14,Image 1,1,26181,
1965,,Surface,14,Image 1,1,26182,
3682,,Surface,14,Image 1,1,26183,
4779,,Surface,14,Image 1,1,26184,
1397,,Surface,14,Image 1,1,26185,
1452,,Surface,14,Image 1,1,26186,
3026,,Surface,14,Image 1,1,26189,
2793,,Surface,14,Image 1,1,26190,
2855,,Surface,14,Image 1,1,26192,
1335,,Surface,14,Image 1,1,26193,
2181,,Surface,14,Image 1,1,26194,
1028,,Surface,14,Image 1,1,26195,
603,,Surface,14,Image 1,1,26196,
1006,,Surface,14,Image 1,1,26197,
1081,,Surface,14,Image 1,1,26198,
4234,,Surface,14,Image 1,1,26199,
1328,,Surface,14,Image 1,1,26200,
495,,Surface,14,Image 1,1,26201,
2013,,Surface,14,Image 1,1,26203,
3983,,Surface,14,Image 1,1,26204,
1079,,Surface,14,Image 1,1,26205,
17933,,Surface,14,Image 1,1,26206,
860,,Surface,14,Image 1,1,26207,
1433,,Surface,14,Image 1,1,26208,
1139,,Surface,14,Image 1,1,26209,
1472,,Surface,14,Image 1,1,26211,
699,,Surface,14,Image 1,1,26212,
7053,,Surface,14,Image 1,1,26213,
873,,Surface,14,Image 1,1,26214,
1416,,Surface,14,Image 1,1,26215,
1456,,Surface,14,Image 1,1,26216,
2197,,Surface,14,Image 1,1,26217,
2613,,Surface,14,Image 1,1,26218,
1204,,Surface,14,Image 1,1,26219,
5609,,Surface,14,Image 1,1,26220,
2165,,Surface,14,Image 1,1,26221,
4653,,Surface,14,Image 1,1,26222,
1400,,Surface,14,Image 1,1,26225,
1021,,Surface,14,Image 1,1,26226,
6041,,Surface,14,Image 1,1,26227,
2130,,Surface,14,Image 1,1,26228,
1826,,Surface,14,Image 1,1,26229,
998,,Surface,14,Image 1,1,26230,
924,,Surface,14,Image 1,1,26231,
1702,,Surface,14,Image 1,1,26232,
1504,,Surface,14,Image 1,1,26233,
4131,,Surface,14,Image 1,1,26235,
1359,,Surface,14,Image 1,1,26236,
1223,,Surface,14,Image 1,1,26237,
2604,,Surface,14,Image 1,1,26238,
2480,,Surface,14,Image 1,1,26241,
2026,,Surface,14,Image 1,1,26242,
1758,,Surface,14,Image 1,1,26245,
4108,,Surface,14,Image 1,1,26246,
3248,,Surface,14,Image 1,1,26247,
1946,,Surface,14,Image 1,1,26248,
1154,,Surface,14,Image 1,1,26249,
1764,,Surface,14,Image 1,1,26250,
610,,Surface,14,Image 1,1,26251,
2406,,Surface,14,Image 1,1,26252,
4667,,Surface,14,Image 1,1,26253,
1094,,Surface,14,Image 1,1,26254,
1818,,Surface,14,Image 1,1,26255,
1806,,Surface,14,Image 1,1,26256,
6652,,Surface,14,Image 1,1,26258,
3489,,Surface,14,Image 1,1,26259,
1169,,Surface,14,Image 1,1,26260,
1136,,Surface,14,Image 1,1,26261,
890,,Surface,14,Image 1,1,26262,
5354,,Surface,14,Image 1,1,26263,
5665,,Surface,14,Image 1,1,26264,
5865,,Surface,14,Image 1,1,26265,
956,,Surface,14,Image 1,1,26266,
1904,,Surface,14,Image 1,1,26267,
1488,,Surface,14,Image 1,1,26268,
615,,Surface,14,Image 1,1,26269,
733,,Surface,14,Image 1,1,26270,
2658,,Surface,14,Image 1,1,26271,
3164,,Surface,14,Image 1,1,26272,
2623,,Surface,14,Image 1,1,26273,
5819,,Surface,14,Image 1,1,26274,
7199,,Surface,14,Image 1,1,26275,
9270,,Surface,14,Image 1,1,26276,
740,,Surface,14,Image 1,1,26277,
5286,,Surface,14,Image 1,1,26279,
6015,,Surface,14,Image 1,1,26280,
3086,,Surface,14,Image 1,1,26281,
915,,Surface,14,Image 1,1,26282,
3040,,Surface,14,Image 1,1,26283,
6827,,Surface,14,Image 1,1,26284,
2825,,Surface,14,Image 1,1,26285,
8749,,Surface,14,Image 1,1,26286,
6266,,Surface,14,Image 1,1,26287,
10157,,Surface,14,Image 1,1,26289,
706,,Surface,14,Image 1,1,26290,
2246,,Surface,14,Image 1,1,26291,
4770,,Surface,14,Image 1,1,26292,
490,,Surface,14,Image 1,1,26294,
1957,,Surface,14,Image 1,1,26295,
1335,,Surface,14,Image 1,1,26296,
5400,,Surface,14,Image 1,1,26297,
6106,,Surface,14,Image 1,1,26298,
12681,,Surface,14,Image 1,1,26299,
7201,,Surface,14,Image 1,1,26301,
13317,,Surface,14,Image 1,1,26304,
1354,,Surface,14,Image 1,1,26305,
5721,,Surface,14,Image 1,1,26307,
2750,,Surface,14,Image 1,1,26308,
6586,,Surface,14,Image 1,1,26309,
9160,,Surface,14,Image 1,1,26310,
2273,,Surface,14,Image 1,1,26311,
4664,,Surface,14,Image 1,1,26312,
1109,,Surface,14,Image 1,1,26313,
1094,,Surface,14,Image 1,1,26315,
4258,,Surface,14,Image 1,1,26317,
1133,,Surface,14,Image 1,1,26318,
1941,,Surface,14,Image 1,1,26319,
6073,,Surface,14,Image 1,1,26320,
1295,,Surface,14,Image 1,1,26321,
12489,,Surface,14,Image 1,1,26322,
5009,,Surface,14,Image 1,1,26323,
5339,,Surface,14,Image 1,1,26324,
1854,,Surface,14,Image 1,1,26326,
5509,,Surface,14,Image 1,1,26327,
2076,,Surface,14,Image 1,1,26328,
4795,,Surface,14,Image 1,1,26329,
1259,,Surface,14,Image 1,1,26330,
1642,,Surface,14,Image 1,1,26331,
1207,,Surface,14,Image 1,1,26332,
3389,,Surface,14,Image 1,1,26334,
2283,,Surface,14,Image 1,1,26336,
2526,,Surface,14,Image 1,1,26338,
3166,,Surface,14,Image 1,1,26339,
2587,,Surface,14,Image 1,1,26340,
2513,,Surface,14,Image 1,1,26342,
1523,,Surface,14,Image 1,1,26343,
1682,,Surface,14,Image 1,1,26344,
3754,,Surface,14,Image 1,1,26345,
2402,,Surface,14,Image 1,1,26348,
1183,,Surface,14,Image 1,1,26349,
2140,,Surface,14,Image 1,1,26350,
1525,,Surface,14,Image 1,1,26351,
1823,,Surface,14,Image 1,1,26352,
495,,Surface,14,Image 1,1,26353,
2589,,Surface,14,Image 1,1,26354,
2909,,Surface,14,Image 1,1,26355,
1601,,Surface,14,Image 1,1,26357,
6393,,Surface,14,Image 1,1,26359,
2181,,Surface,14,Image 1,1,26362,
1140,,Surface,14,Image 1,1,26364,
2248,,Surface,14,Image 1,1,26365,
5115,,Surface,14,Image 1,1,26366,
2175,,Surface,14,Image 1,1,26368,
1097,,Surface,14,Image 1,1,26369,
2356,,Surface,14,Image 1,1,26370,
1508,,Surface,14,Image 1,1,26371,
3233,,Surface,14,Image 1,1,26375,
