
Intensity StdDev Ch=33 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2644.8,,Surface,33,Image 1,1,26181,
1271.81,,Surface,33,Image 1,1,26182,
2102.41,,Surface,33,Image 1,1,26183,
2409.8,,Surface,33,Image 1,1,26184,
1755.97,,Surface,33,Image 1,1,26185,
1560.41,,Surface,33,Image 1,1,26186,
2200.49,,Surface,33,Image 1,1,26189,
2361.14,,Surface,33,Image 1,1,26190,
2736.3,,Surface,33,Image 1,1,26192,
1299.04,,Surface,33,Image 1,1,26193,
2152.07,,Surface,33,Image 1,1,26194,
2484.41,,Surface,33,Image 1,1,26195,
2069.1,,Surface,33,Image 1,1,26196,
1335.09,,Surface,33,Image 1,1,26197,
1596.96,,Surface,33,Image 1,1,26198,
2494.88,,Surface,33,Image 1,1,26199,
2619.54,,Surface,33,Image 1,1,26200,
1006.7,,Surface,33,Image 1,1,26201,
1435.23,,Surface,33,Image 1,1,26203,
2645.16,,Surface,33,Image 1,1,26204,
1520.73,,Surface,33,Image 1,1,26205,
2870.81,,Surface,33,Image 1,1,26206,
1490.43,,Surface,33,Image 1,1,26207,
1644.14,,Surface,33,Image 1,1,26208,
1485.04,,Surface,33,Image 1,1,26209,
1276.94,,Surface,33,Image 1,1,26211,
1525.99,,Surface,33,Image 1,1,26212,
1988.68,,Surface,33,Image 1,1,26213,
1147.26,,Surface,33,Image 1,1,26214,
1586.51,,Surface,33,Image 1,1,26215,
1711.58,,Surface,33,Image 1,1,26216,
1817.57,,Surface,33,Image 1,1,26217,
2039.84,,Surface,33,Image 1,1,26218,
1397.33,,Surface,33,Image 1,1,26219,
2144.54,,Surface,33,Image 1,1,26220,
2084.14,,Surface,33,Image 1,1,26221,
2553.6,,Surface,33,Image 1,1,26222,
1370.7,,Surface,33,Image 1,1,26225,
2384.57,,Surface,33,Image 1,1,26226,
2526.2,,Surface,33,Image 1,1,26227,
1670.07,,Surface,33,Image 1,1,26228,
1720.12,,Surface,33,Image 1,1,26229,
2041.07,,Surface,33,Image 1,1,26230,
2072.81,,Surface,33,Image 1,1,26231,
2669.51,,Surface,33,Image 1,1,26232,
1849.75,,Surface,33,Image 1,1,26233,
2181.98,,Surface,33,Image 1,1,26235,
1747.82,,Surface,33,Image 1,1,26236,
1236.38,,Surface,33,Image 1,1,26237,
1537.93,,Surface,33,Image 1,1,26238,
2539.77,,Surface,33,Image 1,1,26241,
1326.6,,Surface,33,Image 1,1,26242,
1956.68,,Surface,33,Image 1,1,26245,
2086.1,,Surface,33,Image 1,1,26246,
1620.74,,Surface,33,Image 1,1,26247,
1960.32,,Surface,33,Image 1,1,26248,
585.99,,Surface,33,Image 1,1,26249,
2241.67,,Surface,33,Image 1,1,26250,
1406.87,,Surface,33,Image 1,1,26251,
2197.2,,Surface,33,Image 1,1,26252,
3152.21,,Surface,33,Image 1,1,26253,
1661.07,,Surface,33,Image 1,1,26254,
1275.49,,Surface,33,Image 1,1,26255,
1468.1,,Surface,33,Image 1,1,26256,
1435.74,,Surface,33,Image 1,1,26258,
2247.94,,Surface,33,Image 1,1,26259,
1313.99,,Surface,33,Image 1,1,26260,
2333.58,,Surface,33,Image 1,1,26261,
1260.41,,Surface,33,Image 1,1,26262,
1119.34,,Surface,33,Image 1,1,26263,
2078.45,,Surface,33,Image 1,1,26264,
1689.53,,Surface,33,Image 1,1,26265,
1425.64,,Surface,33,Image 1,1,26266,
1777.97,,Surface,33,Image 1,1,26267,
1907.54,,Surface,33,Image 1,1,26268,
1374.74,,Surface,33,Image 1,1,26269,
1355.05,,Surface,33,Image 1,1,26270,
1672.48,,Surface,33,Image 1,1,26271,
1138.63,,Surface,33,Image 1,1,26272,
2282.4,,Surface,33,Image 1,1,26273,
2205.94,,Surface,33,Image 1,1,26274,
1765.35,,Surface,33,Image 1,1,26275,
1302.61,,Surface,33,Image 1,1,26276,
295.341,,Surface,33,Image 1,1,26277,
2974.04,,Surface,33,Image 1,1,26279,
1624.12,,Surface,33,Image 1,1,26280,
1732.85,,Surface,33,Image 1,1,26281,
1207.42,,Surface,33,Image 1,1,26282,
1443.62,,Surface,33,Image 1,1,26283,
1058.51,,Surface,33,Image 1,1,26284,
1963.66,,Surface,33,Image 1,1,26285,
2075.98,,Surface,33,Image 1,1,26286,
1566.87,,Surface,33,Image 1,1,26287,
2217.74,,Surface,33,Image 1,1,26289,
2805.88,,Surface,33,Image 1,1,26290,
1530.06,,Surface,33,Image 1,1,26291,
2495.55,,Surface,33,Image 1,1,26292,
591.045,,Surface,33,Image 1,1,26294,
2252.5,,Surface,33,Image 1,1,26295,
2053.28,,Surface,33,Image 1,1,26296,
2286.5,,Surface,33,Image 1,1,26297,
1645,,Surface,33,Image 1,1,26298,
1344.27,,Surface,33,Image 1,1,26299,
1958.28,,Surface,33,Image 1,1,26301,
1807.49,,Surface,33,Image 1,1,26304,
1255.05,,Surface,33,Image 1,1,26305,
1283.9,,Surface,33,Image 1,1,26307,
1153.14,,Surface,33,Image 1,1,26308,
1117.36,,Surface,33,Image 1,1,26309,
1691.25,,Surface,33,Image 1,1,26310,
1841.56,,Surface,33,Image 1,1,26311,
1035.38,,Surface,33,Image 1,1,26312,
2522.7,,Surface,33,Image 1,1,26313,
1180.44,,Surface,33,Image 1,1,26315,
2335.26,,Surface,33,Image 1,1,26317,
2230.51,,Surface,33,Image 1,1,26318,
1992.66,,Surface,33,Image 1,1,26319,
