
Intensity Sum of Square Ch=19 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
6.18806e+12,,Surface,19,Image 1,1,26181,
1.53733e+09,,Surface,19,Image 1,1,26182,
2.29525e+11,,Surface,19,Image 1,1,26183,
5.62326e+11,,Surface,19,Image 1,1,26184,
1.25173e+10,,Surface,19,Image 1,1,26185,
3.24051e+10,,Surface,19,Image 1,1,26186,
3.86357e+10,,Surface,19,Image 1,1,26189,
1.96336e+11,,Surface,19,Image 1,1,26190,
3.00143e+11,,Surface,19,Image 1,1,26192,
1.24116e+10,,Surface,19,Image 1,1,26193,
5.99552e+10,,Surface,19,Image 1,1,26194,
1.10504e+10,,Surface,19,Image 1,1,26195,
2.05153e+08,,Surface,19,Image 1,1,26196,
3.361e+09,,Surface,19,Image 1,1,26197,
5.58856e+09,,Surface,19,Image 1,1,26198,
9.90874e+10,,Surface,19,Image 1,1,26199,
4.28035e+09,,Surface,19,Image 1,1,26200,
2.25861e+08,,Surface,19,Image 1,1,26201,
3.5009e+11,,Surface,19,Image 1,1,26203,
3.71561e+11,,Surface,19,Image 1,1,26204,
4.26914e+09,,Surface,19,Image 1,1,26205,
2.03367e+13,,Surface,19,Image 1,1,26206,
4.70607e+08,,Surface,19,Image 1,1,26207,
1.46221e+10,,Surface,19,Image 1,1,26208,
1.67904e+10,,Surface,19,Image 1,1,26209,
2.85401e+09,,Surface,19,Image 1,1,26211,
2.99808e+09,,Surface,19,Image 1,1,26212,
1.09209e+11,,Surface,19,Image 1,1,26213,
5.01114e+08,,Surface,19,Image 1,1,26214,
3.8334e+09,,Surface,19,Image 1,1,26215,
4.0749e+10,,Surface,19,Image 1,1,26216,
5.20058e+10,,Surface,19,Image 1,1,26217,
1.32685e+10,,Surface,19,Image 1,1,26218,
1.06965e+09,,Surface,19,Image 1,1,26219,
2.12154e+12,,Surface,19,Image 1,1,26220,
6.20071e+10,,Surface,19,Image 1,1,26221,
4.88132e+10,,Surface,19,Image 1,1,26222,
1.49283e+09,,Surface,19,Image 1,1,26225,
4.77182e+09,,Surface,19,Image 1,1,26226,
6.91683e+10,,Surface,19,Image 1,1,26227,
2.31466e+11,,Surface,19,Image 1,1,26228,
2.54708e+10,,Surface,19,Image 1,1,26229,
1.60409e+10,,Surface,19,Image 1,1,26230,
1.5637e+10,,Surface,19,Image 1,1,26231,
7.89675e+09,,Surface,19,Image 1,1,26232,
3.89334e+09,,Surface,19,Image 1,1,26233,
6.98175e+11,,Surface,19,Image 1,1,26235,
1.66627e+09,,Surface,19,Image 1,1,26236,
1.00135e+09,,Surface,19,Image 1,1,26237,
9.49734e+10,,Surface,19,Image 1,1,26238,
9.41161e+10,,Surface,19,Image 1,1,26241,
1.98016e+10,,Surface,19,Image 1,1,26242,
8.73766e+10,,Surface,19,Image 1,1,26245,
2.31187e+11,,Surface,19,Image 1,1,26246,
3.65097e+10,,Surface,19,Image 1,1,26247,
2.54022e+10,,Surface,19,Image 1,1,26248,
2.76987e+09,,Surface,19,Image 1,1,26249,
6.59407e+10,,Surface,19,Image 1,1,26250,
4.12898e+08,,Surface,19,Image 1,1,26251,
8.8527e+09,,Surface,19,Image 1,1,26252,
8.31681e+11,,Surface,19,Image 1,1,26253,
2.45701e+09,,Surface,19,Image 1,1,26254,
1.02346e+10,,Surface,19,Image 1,1,26255,
8.85685e+09,,Surface,19,Image 1,1,26256,
1.0924e+12,,Surface,19,Image 1,1,26258,
9.93635e+10,,Surface,19,Image 1,1,26259,
3.59183e+09,,Surface,19,Image 1,1,26260,
2.04431e+09,,Surface,19,Image 1,1,26261,
9.46875e+08,,Surface,19,Image 1,1,26262,
1.73696e+11,,Surface,19,Image 1,1,26263,
1.19374e+11,,Surface,19,Image 1,1,26264,
1.02047e+12,,Surface,19,Image 1,1,26265,
2.74482e+08,,Surface,19,Image 1,1,26266,
2.37333e+10,,Surface,19,Image 1,1,26267,
3.05792e+10,,Surface,19,Image 1,1,26268,
4.35379e+08,,Surface,19,Image 1,1,26269,
