
Intensity StdDev Ch=21 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
2249.2,,Surface,21,Image 1,1,26181,
1145.15,,Surface,21,Image 1,1,26182,
1911.24,,Surface,21,Image 1,1,26183,
2119.02,,Surface,21,Image 1,1,26184,
1515.13,,Surface,21,Image 1,1,26185,
1427.34,,Surface,21,Image 1,1,26186,
1958.99,,Surface,21,Image 1,1,26189,
2034.37,,Surface,21,Image 1,1,26190,
2480.83,,Surface,21,Image 1,1,26192,
1101.11,,Surface,21,Image 1,1,26193,
1802.18,,Surface,21,Image 1,1,26194,
2115.21,,Surface,21,Image 1,1,26195,
1774.79,,Surface,21,Image 1,1,26196,
1149.69,,Surface,21,Image 1,1,26197,
1353.97,,Surface,21,Image 1,1,26198,
2220.41,,Surface,21,Image 1,1,26199,
2067.8,,Surface,21,Image 1,1,26200,
796.657,,Surface,21,Image 1,1,26201,
1350.81,,Surface,21,Image 1,1,26203,
2202.34,,Surface,21,Image 1,1,26204,
1291.69,,Surface,21,Image 1,1,26205,
2620.86,,Surface,21,Image 1,1,26206,
1358.29,,Surface,21,Image 1,1,26207,
1549.58,,Surface,21,Image 1,1,26208,
1324.95,,Surface,21,Image 1,1,26209,
1132.6,,Surface,21,Image 1,1,26211,
1325.74,,Surface,21,Image 1,1,26212,
1696.76,,Surface,21,Image 1,1,26213,
949.083,,Surface,21,Image 1,1,26214,
1363.98,,Surface,21,Image 1,1,26215,
1518.17,,Surface,21,Image 1,1,26216,
1454.31,,Surface,21,Image 1,1,26217,
1609.01,,Surface,21,Image 1,1,26218,
1327.5,,Surface,21,Image 1,1,26219,
1943.73,,Surface,21,Image 1,1,26220,
1902.27,,Surface,21,Image 1,1,26221,
2199.52,,Surface,21,Image 1,1,26222,
1253.51,,Surface,21,Image 1,1,26225,
1702.48,,Surface,21,Image 1,1,26226,
2105.95,,Surface,21,Image 1,1,26227,
1457.62,,Surface,21,Image 1,1,26228,
1444.4,,Surface,21,Image 1,1,26229,
1372.98,,Surface,21,Image 1,1,26230,
1783.15,,Surface,21,Image 1,1,26231,
2299.98,,Surface,21,Image 1,1,26232,
1656.18,,Surface,21,Image 1,1,26233,
1955.25,,Surface,21,Image 1,1,26235,
1404.21,,Surface,21,Image 1,1,26236,
1048.54,,Surface,21,Image 1,1,26237,
1453.9,,Surface,21,Image 1,1,26238,
2209.64,,Surface,21,Image 1,1,26241,
1195.71,,Surface,21,Image 1,1,26242,
1662.55,,Surface,21,Image 1,1,26245,
2006.05,,Surface,21,Image 1,1,26246,
1455.52,,Surface,21,Image 1,1,26247,
1768.17,,Surface,21,Image 1,1,26248,
430.641,,Surface,21,Image 1,1,26249,
