
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
656,,Surface,3,Image 1,1,26181,
378,,Surface,3,Image 1,1,26182,
616,,Surface,3,Image 1,1,26183,
560,,Surface,3,Image 1,1,26184,
442,,Surface,3,Image 1,1,26185,
532,,Surface,3,Image 1,1,26186,
648,,Surface,3,Image 1,1,26189,
508,,Surface,3,Image 1,1,26190,
636,,Surface,3,Image 1,1,26192,
628,,Surface,3,Image 1,1,26193,
548,,Surface,3,Image 1,1,26194,
1416,,Surface,3,Image 1,1,26195,
1172,,Surface,3,Image 1,1,26196,
388,,Surface,3,Image 1,1,26197,
468,,Surface,3,Image 1,1,26198,
540,,Surface,3,Image 1,1,26199,
1616,,Surface,3,Image 1,1,26200,
377,,Surface,3,Image 1,1,26201,
494,,Surface,3,Image 1,1,26203,
524,,Surface,3,Image 1,1,26204,
740,,Surface,3,Image 1,1,26205,
504,,Surface,3,Image 1,1,26206,
756,,Surface,3,Image 1,1,26207,
1228,,Surface,3,Image 1,1,26208,
381,,Surface,3,Image 1,1,26209,
386,,Surface,3,Image 1,1,26211,
812,,Surface,3,Image 1,1,26212,
592,,Surface,3,Image 1,1,26213,
401,,Surface,3,Image 1,1,26214,
996,,Surface,3,Image 1,1,26215,
498,,Surface,3,Image 1,1,26216,
398,,Surface,3,Image 1,1,26217,
456,,Surface,3,Image 1,1,26218,
405,,Surface,3,Image 1,1,26219,
472,,Surface,3,Image 1,1,26220,
484,,Surface,3,Image 1,1,26221,
1040,,Surface,3,Image 1,1,26222,
700,,Surface,3,Image 1,1,26225,
444,,Surface,3,Image 1,1,26226,
600,,Surface,3,Image 1,1,26227,
536,,Surface,3,Image 1,1,26228,
434,,Surface,3,Image 1,1,26229,
556,,Surface,3,Image 1,1,26230,
616,,Surface,3,Image 1,1,26231,
2256,,Surface,3,Image 1,1,26232,
410,,Surface,3,Image 1,1,26233,
752,,Surface,3,Image 1,1,26235,
398,,Surface,3,Image 1,1,26236,
522,,Surface,3,Image 1,1,26237,
394,,Surface,3,Image 1,1,26238,
452,,Surface,3,Image 1,1,26241,
377,,Surface,3,Image 1,1,26242,
580,,Surface,3,Image 1,1,26245,
500,,Surface,3,Image 1,1,26246,
460,,Surface,3,Image 1,1,26247,
596,,Surface,3,Image 1,1,26248,
904,,Surface,3,Image 1,1,26249,
584,,Surface,3,Image 1,1,26250,
366.5,,Surface,3,Image 1,1,26251,
1496,,Surface,3,Image 1,1,26252,
568,,Surface,3,Image 1,1,26253,
402,,Surface,3,Image 1,1,26254,
444,,Surface,3,Image 1,1,26255,
378.5,,Surface,3,Image 1,1,26256,
460,,Surface,3,Image 1,1,26258,
484,,Surface,3,Image 1,1,26259,
377,,Surface,3,Image 1,1,26260,
1048,,Surface,3,Image 1,1,26261,
404,,Surface,3,Image 1,1,26262,
