
Intensity Mean Ch=22 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
472.258,,Surface,22,Image 1,1,26181,
262.775,,Surface,22,Image 1,1,26182,
3119.04,,Surface,22,Image 1,1,26183,
144.668,,Surface,22,Image 1,1,26184,
252.22,,Surface,22,Image 1,1,26185,
380.942,,Surface,22,Image 1,1,26186,
761.592,,Surface,22,Image 1,1,26189,
802.857,,Surface,22,Image 1,1,26190,
118.766,,Surface,22,Image 1,1,26192,
990.006,,Surface,22,Image 1,1,26193,
1067.04,,Surface,22,Image 1,1,26194,
2382.45,,Surface,22,Image 1,1,26195,
558.832,,Surface,22,Image 1,1,26196,
155.267,,Surface,22,Image 1,1,26197,
1047.02,,Surface,22,Image 1,1,26198,
516.271,,Surface,22,Image 1,1,26199,
2883.1,,Surface,22,Image 1,1,26200,
67.7224,,Surface,22,Image 1,1,26201,
61.77,,Surface,22,Image 1,1,26203,
553.285,,Surface,22,Image 1,1,26204,
1676.88,,Surface,22,Image 1,1,26205,
306.206,,Surface,22,Image 1,1,26206,
885.574,,Surface,22,Image 1,1,26207,
2434.09,,Surface,22,Image 1,1,26208,
103.929,,Surface,22,Image 1,1,26209,
202.844,,Surface,22,Image 1,1,26211,
1205.89,,Surface,22,Image 1,1,26212,
1355.16,,Surface,22,Image 1,1,26213,
379.628,,Surface,22,Image 1,1,26214,
1842.71,,Surface,22,Image 1,1,26215,
194.664,,Surface,22,Image 1,1,26216,
292.19,,Surface,22,Image 1,1,26217,
674.818,,Surface,22,Image 1,1,26218,
161.622,,Surface,22,Image 1,1,26219,
667.192,,Surface,22,Image 1,1,26220,
570.674,,Surface,22,Image 1,1,26221,
2302.63,,Surface,22,Image 1,1,26222,
1179.72,,Surface,22,Image 1,1,26225,
677.103,,Surface,22,Image 1,1,26226,
452.409,,Surface,22,Image 1,1,26227,
92.6998,,Surface,22,Image 1,1,26228,
371.915,,Surface,22,Image 1,1,26229,
352.529,,Surface,22,Image 1,1,26230,
1214.7,,Surface,22,Image 1,1,26231,
1891.72,,Surface,22,Image 1,1,26232,
406.441,,Surface,22,Image 1,1,26233,
1025.08,,Surface,22,Image 1,1,26235,
55.9193,,Surface,22,Image 1,1,26236,
583.121,,Surface,22,Image 1,1,26237,
797.389,,Surface,22,Image 1,1,26238,
721.765,,Surface,22,Image 1,1,26241,
109.135,,Surface,22,Image 1,1,26242,
111.196,,Surface,22,Image 1,1,26245,
446.168,,Surface,22,Image 1,1,26246,
695.563,,Surface,22,Image 1,1,26247,
757.725,,Surface,22,Image 1,1,26248,
1.30277,,Surface,22,Image 1,1,26249,
226.832,,Surface,22,Image 1,1,26250,
78.7355,,Surface,22,Image 1,1,26251,
3434.41,,Surface,22,Image 1,1,26252,
598.064,,Surface,22,Image 1,1,26253,
255.999,,Surface,22,Image 1,1,26254,
151.985,,Surface,22,Image 1,1,26255,
151.932,,Surface,22,Image 1,1,26256,
820.409,,Surface,22,Image 1,1,26258,
35.8892,,Surface,22,Image 1,1,26259,
248.147,,Surface,22,Image 1,1,26260,
1061.17,,Surface,22,Image 1,1,26261,
164.981,,Surface,22,Image 1,1,26262,
220.636,,Surface,22,Image 1,1,26263,
901.793,,Surface,22,Image 1,1,26264,
354.358,,Surface,22,Image 1,1,26265,
124.107,,Surface,22,Image 1,1,26266,
55.1579,,Surface,22,Image 1,1,26267,
140.276,,Surface,22,Image 1,1,26268,
113.418,,Surface,22,Image 1,1,26269,
407.004,,Surface,22,Image 1,1,26270,
44.221,,Surface,22,Image 1,1,26271,
67.4185,,Surface,22,Image 1,1,26272,
952.77,,Surface,22,Image 1,1,26273,
156.161,,Surface,22,Image 1,1,26274,
401.273,,Surface,22,Image 1,1,26275,
134.633,,Surface,22,Image 1,1,26276,
363.342,,Surface,22,Image 1,1,26277,
84.5398,,Surface,22,Image 1,1,26279,
891.711,,Surface,22,Image 1,1,26280,
84.4884,,Surface,22,Image 1,1,26281,
2174.81,,Surface,22,Image 1,1,26282,
402.359,,Surface,22,Image 1,1,26283,
93.4859,,Surface,22,Image 1,1,26284,
1131.68,,Surface,22,Image 1,1,26285,
340.928,,Surface,22,Image 1,1,26286,
472.165,,Surface,22,Image 1,1,26287,
177.233,,Surface,22,Image 1,1,26289,
39.9681,,Surface,22,Image 1,1,26290,
20.3903,,Surface,22,Image 1,1,26291,
272.185,,Surface,22,Image 1,1,26292,
361.835,,Surface,22,Image 1,1,26294,
1461.13,,Surface,22,Image 1,1,26295,
198.96,,Surface,22,Image 1,1,26296,
1494.07,,Surface,22,Image 1,1,26297,
58.7081,,Surface,22,Image 1,1,26298,
293.06,,Surface,22,Image 1,1,26299,
341.408,,Surface,22,Image 1,1,26301,
610.036,,Surface,22,Image 1,1,26304,
30.2233,,Surface,22,Image 1,1,26305,
116.257,,Surface,22,Image 1,1,26307,
2023.25,,Surface,22,Image 1,1,26308,
462.698,,Surface,22,Image 1,1,26309,
456.351,,Surface,22,Image 1,1,26310,
2028.97,,Surface,22,Image 1,1,26311,
123.973,,Surface,22,Image 1,1,26312,
3215.66,,Surface,22,Image 1,1,26313,
78.6501,,Surface,22,Image 1,1,26315,
656.275,,Surface,22,Image 1,1,26317,
