
Intensity Sum of Square Ch=8 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
5.19963e+11,,Surface,8,Image 1,1,26181,
2.03566e+10,,Surface,8,Image 1,1,26182,
4.41488e+11,,Surface,8,Image 1,1,26183,
3.55205e+11,,Surface,8,Image 1,1,26184,
9.9785e+10,,Surface,8,Image 1,1,26185,
1.30259e+11,,Surface,8,Image 1,1,26186,
1.94477e+11,,Surface,8,Image 1,1,26189,
1.00068e+11,,Surface,8,Image 1,1,26190,
9.17658e+11,,Surface,8,Image 1,1,26192,
3.01292e+10,,Surface,8,Image 1,1,26193,
7.77333e+10,,Surface,8,Image 1,1,26194,
2.95214e+11,,Surface,8,Image 1,1,26195,
8.32208e+10,,Surface,8,Image 1,1,26196,
2.23946e+10,,Surface,8,Image 1,1,26197,
2.86853e+10,,Surface,8,Image 1,1,26198,
2.95778e+11,,Surface,8,Image 1,1,26199,
2.31409e+11,,Surface,8,Image 1,1,26200,
5.99987e+09,,Surface,8,Image 1,1,26201,
1.90138e+11,,Surface,8,Image 1,1,26203,
1.42185e+11,,Surface,8,Image 1,1,26204,
1.84754e+10,,Surface,8,Image 1,1,26205,
2.20977e+11,,Surface,8,Image 1,1,26206,
3.76547e+10,,Surface,8,Image 1,1,26207,
6.213e+10,,Surface,8,Image 1,1,26208,
1.4414e+10,,Surface,8,Image 1,1,26209,
2.03605e+10,,Surface,8,Image 1,1,26211,
2.61051e+10,,Surface,8,Image 1,1,26212,
1.94612e+11,,Surface,8,Image 1,1,26213,
2.39586e+10,,Surface,8,Image 1,1,26214,
5.98095e+10,,Surface,8,Image 1,1,26215,
9.25202e+10,,Surface,8,Image 1,1,26216,
4.83995e+10,,Surface,8,Image 1,1,26217,
1.39558e+11,,Surface,8,Image 1,1,26218,
2.13644e+10,,Surface,8,Image 1,1,26219,
2.01403e+11,,Surface,8,Image 1,1,26220,
2.23911e+11,,Surface,8,Image 1,1,26221,
1.51302e+11,,Surface,8,Image 1,1,26222,
2.07136e+10,,Surface,8,Image 1,1,26225,
8.20763e+10,,Surface,8,Image 1,1,26226,
4.76688e+11,,Surface,8,Image 1,1,26227,
1.24421e+11,,Surface,8,Image 1,1,26228,
7.83044e+10,,Surface,8,Image 1,1,26229,
8.93013e+10,,Surface,8,Image 1,1,26230,
2.2076e+11,,Surface,8,Image 1,1,26231,
3.29937e+11,,Surface,8,Image 1,1,26232,
4.60967e+10,,Surface,8,Image 1,1,26233,
3.71787e+11,,Surface,8,Image 1,1,26235,
3.785e+11,,Surface,8,Image 1,1,26236,
1.76833e+10,,Surface,8,Image 1,1,26237,
1.79037e+10,,Surface,8,Image 1,1,26238,
4.5873e+10,,Surface,8,Image 1,1,26241,
6.98794e+09,,Surface,8,Image 1,1,26242,
3.11293e+11,,Surface,8,Image 1,1,26245,
6.88078e+10,,Surface,8,Image 1,1,26246,
3.98911e+10,,Surface,8,Image 1,1,26247,
1.08477e+11,,Surface,8,Image 1,1,26248,
1.33503e+12,,Surface,8,Image 1,1,26249,
6.0674e+11,,Surface,8,Image 1,1,26250,
