
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
96.9526,µm,Surface,Image 1,1,26793,
91.0028,µm,Surface,Image 1,1,26794,
48.4276,µm,Surface,Image 1,1,26795,
91.17,µm,Surface,Image 1,1,26796,
114.48,µm,Surface,Image 1,1,26797,
38.2313,µm,Surface,Image 1,1,26798,
72.2473,µm,Surface,Image 1,1,26799,
57.9888,µm,Surface,Image 1,1,26800,
111.464,µm,Surface,Image 1,1,26801,
75.2217,µm,Surface,Image 1,1,26802,
61.4425,µm,Surface,Image 1,1,26803,
108.568,µm,Surface,Image 1,1,26804,
18.8882,µm,Surface,Image 1,1,26805,
45.6625,µm,Surface,Image 1,1,26806,
8.0282,µm,Surface,Image 1,1,26807,
59.6718,µm,Surface,Image 1,1,26808,
20.8708,µm,Surface,Image 1,1,26809,
92.5822,µm,Surface,Image 1,1,26810,
50.4343,µm,Surface,Image 1,1,26811,
17.487,µm,Surface,Image 1,1,26812,
55.8671,µm,Surface,Image 1,1,26813,
103.368,µm,Surface,Image 1,1,26814,
50.5392,µm,Surface,Image 1,1,26815,
97.6598,µm,Surface,Image 1,1,26816,
54.6103,µm,Surface,Image 1,1,26817,
72.1426,µm,Surface,Image 1,1,26818,
111.732,µm,Surface,Image 1,1,26819,
32.0925,µm,Surface,Image 1,1,26820,
6.27008,µm,Surface,Image 1,1,26821,
56.8486,µm,Surface,Image 1,1,26822,
10.9941,µm,Surface,Image 1,1,26823,
113.143,µm,Surface,Image 1,1,26824,
132.492,µm,Surface,Image 1,1,26825,
58.5335,µm,Surface,Image 1,1,26826,
19.8886,µm,Surface,Image 1,1,26827,
10.7675,µm,Surface,Image 1,1,26828,
45.4568,µm,Surface,Image 1,1,26829,
18.0921,µm,Surface,Image 1,1,26830,
76.0982,µm,Surface,Image 1,1,26831,
55.4633,µm,Surface,Image 1,1,26833,
69.387,µm,Surface,Image 1,1,26834,
3.05511,µm,Surface,Image 1,1,26835,
38.7476,µm,Surface,Image 1,1,26836,
34.2073,µm,Surface,Image 1,1,26837,
4.28308,µm,Surface,Image 1,1,26838,
29.7637,µm,Surface,Image 1,1,26839,
63.1053,µm,Surface,Image 1,1,26840,
50.6247,µm,Surface,Image 1,1,26841,
49.8719,µm,Surface,Image 1,1,26843,
139.684,µm,Surface,Image 1,1,26844,
122.731,µm,Surface,Image 1,1,26845,
138.25,µm,Surface,Image 1,1,26846,
62.5068,µm,Surface,Image 1,1,26847,
69.4378,µm,Surface,Image 1,1,26848,
51.2923,µm,Surface,Image 1,1,26849,
114.632,µm,Surface,Image 1,1,26850,
115.479,µm,Surface,Image 1,1,26852,
88.1083,µm,Surface,Image 1,1,26853,
140.905,µm,Surface,Image 1,1,26854,
102.848,µm,Surface,Image 1,1,26855,
142.556,µm,Surface,Image 1,1,26856,
125.889,µm,Surface,Image 1,1,26857,
114.114,µm,Surface,Image 1,1,26858,
143.338,µm,Surface,Image 1,1,26859,
102.834,µm,Surface,Image 1,1,26860,
72.4721,µm,Surface,Image 1,1,26861,
69.36,µm,Surface,Image 1,1,26862,
80.6392,µm,Surface,Image 1,1,26863,
119,µm,Surface,Image 1,1,26864,
141.84,µm,Surface,Image 1,1,26865,
95.8167,µm,Surface,Image 1,1,26866,
101.275,µm,Surface,Image 1,1,26867,
125.821,µm,Surface,Image 1,1,26869,
85.6028,µm,Surface,Image 1,1,26870,
80.0806,µm,Surface,Image 1,1,26871,
66.1196,µm,Surface,Image 1,1,26872,
102.216,µm,Surface,Image 1,1,26873,
127.591,µm,Surface,Image 1,1,26874,
114.098,µm,Surface,Image 1,1,26875,
123.663,µm,Surface,Image 1,1,26876,
47.5259,µm,Surface,Image 1,1,26877,
34.0342,µm,Surface,Image 1,1,26878,
129.863,µm,Surface,Image 1,1,26880,
49.8357,µm,Surface,Image 1,1,26881,
93.8575,µm,Surface,Image 1,1,26882,
24.5465,µm,Surface,Image 1,1,26883,
16.095,µm,Surface,Image 1,1,26884,
36.3561,µm,Surface,Image 1,1,26885,
74.688,µm,Surface,Image 1,1,26886,
85.0922,µm,Surface,Image 1,1,26888,
25.0424,µm,Surface,Image 1,1,26889,
102.382,µm,Surface,Image 1,1,26890,
85.5818,µm,Surface,Image 1,1,26891,
92.5601,µm,Surface,Image 1,1,26892,
124.355,µm,Surface,Image 1,1,26893,
56.4376,µm,Surface,Image 1,1,26894,
