
Intensity Sum of Square Ch=21 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
6.54709e+12,,Surface,21,Image 1,1,26181,
4.22962e+11,,Surface,21,Image 1,1,26182,
7.88817e+12,,Surface,21,Image 1,1,26183,
4.64312e+12,,Surface,21,Image 1,1,26184,
1.97915e+12,,Surface,21,Image 1,1,26185,
1.33266e+12,,Surface,21,Image 1,1,26186,
2.48495e+12,,Surface,21,Image 1,1,26189,
2.87387e+12,,Surface,21,Image 1,1,26190,
5.06776e+12,,Surface,21,Image 1,1,26192,
1.25697e+12,,Surface,21,Image 1,1,26193,
2.49359e+12,,Surface,21,Image 1,1,26194,
3.42821e+12,,Surface,21,Image 1,1,26195,
1.38161e+12,,Surface,21,Image 1,1,26196,
1.15608e+12,,Surface,21,Image 1,1,26197,
9.28835e+11,,Surface,21,Image 1,1,26198,
4.93561e+12,,Surface,21,Image 1,1,26199,
3.24173e+12,,Surface,21,Image 1,1,26200,
4.54398e+11,,Surface,21,Image 1,1,26201,
1.46487e+12,,Surface,21,Image 1,1,26203,
3.80845e+12,,Surface,21,Image 1,1,26204,
9.40644e+11,,Surface,21,Image 1,1,26205,
9.8479e+12,,Surface,21,Image 1,1,26206,
1.06659e+12,,Surface,21,Image 1,1,26207,
7.5355e+11,,Surface,21,Image 1,1,26208,
1.28925e+12,,Surface,21,Image 1,1,26209,
8.44233e+11,,Surface,21,Image 1,1,26211,
6.00805e+11,,Surface,21,Image 1,1,26212,
1.93766e+12,,Surface,21,Image 1,1,26213,
5.50161e+11,,Surface,21,Image 1,1,26214,
1.54041e+12,,Surface,21,Image 1,1,26215,
1.64756e+12,,Surface,21,Image 1,1,26216,
2.21422e+12,,Surface,21,Image 1,1,26217,
3.40748e+12,,Surface,21,Image 1,1,26218,
6.70869e+11,,Surface,21,Image 1,1,26219,
7.20565e+12,,Surface,21,Image 1,1,26220,
5.46159e+12,,Surface,21,Image 1,1,26221,
3.07078e+12,,Surface,21,Image 1,1,26222,
4.07983e+11,,Surface,21,Image 1,1,26225,
2.22152e+12,,Surface,21,Image 1,1,26226,
8.81392e+12,,Surface,21,Image 1,1,26227,
1.29446e+12,,Surface,21,Image 1,1,26228,
2.83755e+12,,Surface,21,Image 1,1,26229,
4.84828e+11,,Surface,21,Image 1,1,26230,
2.00008e+12,,Surface,21,Image 1,1,26231,
3.31027e+12,,Surface,21,Image 1,1,26232,
1.14522e+12,,Surface,21,Image 1,1,26233,
4.31936e+12,,Surface,21,Image 1,1,26235,
4.02771e+12,,Surface,21,Image 1,1,26236,
4.96941e+11,,Surface,21,Image 1,1,26237,
1.1716e+12,,Surface,21,Image 1,1,26238,
2.66466e+12,,Surface,21,Image 1,1,26241,
9.84582e+11,,Surface,21,Image 1,1,26242,
1.65129e+12,,Surface,21,Image 1,1,26245,
2.65637e+12,,Surface,21,Image 1,1,26246,
1.32584e+12,,Surface,21,Image 1,1,26247,
2.3349e+12,,Surface,21,Image 1,1,26248,
2.26368e+11,,Surface,21,Image 1,1,26249,
2.49575e+12,,Surface,21,Image 1,1,26250,
5.28877e+11,,Surface,21,Image 1,1,26251,
2.8584e+12,,Surface,21,Image 1,1,26252,
4.73047e+12,,Surface,21,Image 1,1,26253,
1.35017e+12,,Surface,21,Image 1,1,26254,
7.39424e+11,,Surface,21,Image 1,1,26255,
5.46035e+11,,Surface,21,Image 1,1,26256,
1.56745e+12,,Surface,21,Image 1,1,26258,
6.64693e+12,,Surface,21,Image 1,1,26259,
8.73809e+11,,Surface,21,Image 1,1,26260,
1.5922e+12,,Surface,21,Image 1,1,26261,
7.92393e+11,,Surface,21,Image 1,1,26262,
4.9521e+11,,Surface,21,Image 1,1,26263,
2.7187e+12,,Surface,21,Image 1,1,26264,
3.08477e+12,,Surface,21,Image 1,1,26265,
8.54835e+11,,Surface,21,Image 1,1,26266,
3.30619e+12,,Surface,21,Image 1,1,26267,
2.14183e+12,,Surface,21,Image 1,1,26268,
5.42497e+11,,Surface,21,Image 1,1,26269,
5.61951e+11,,Surface,21,Image 1,1,26270,
6.02876e+11,,Surface,21,Image 1,1,26271,
4.37285e+11,,Surface,21,Image 1,1,26272,
5.31232e+12,,Surface,21,Image 1,1,26273,
2.6744e+12,,Surface,21,Image 1,1,26274,
3.17272e+12,,Surface,21,Image 1,1,26275,
3.92281e+11,,Surface,21,Image 1,1,26276,
1.63561e+10,,Surface,21,Image 1,1,26277,
7.75624e+12,,Surface,21,Image 1,1,26279,
2.97607e+12,,Surface,21,Image 1,1,26280,
1.47211e+12,,Surface,21,Image 1,1,26281,
9.70742e+11,,Surface,21,Image 1,1,26282,
2.16458e+12,,Surface,21,Image 1,1,26283,
5.63781e+11,,Surface,21,Image 1,1,26284,
6.36417e+12,,Surface,21,Image 1,1,26285,
1.04437e+13,,Surface,21,Image 1,1,26286,
1.45974e+12,,Surface,21,Image 1,1,26287,
2.69305e+12,,Surface,21,Image 1,1,26289,
3.55157e+12,,Surface,21,Image 1,1,26290,
1.06733e+12,,Surface,21,Image 1,1,26291,
2.31296e+12,,Surface,21,Image 1,1,26292,
1.06493e+11,,Surface,21,Image 1,1,26294,
3.18001e+12,,Surface,21,Image 1,1,26295,
1.46142e+12,,Surface,21,Image 1,1,26296,
2.03442e+12,,Surface,21,Image 1,1,26297,
1.57336e+12,,Surface,21,Image 1,1,26298,
9.46893e+11,,Surface,21,Image 1,1,26299,
2.19225e+12,,Surface,21,Image 1,1,26301,
2.69926e+12,,Surface,21,Image 1,1,26304,
8.10806e+11,,Surface,21,Image 1,1,26305,
8.61428e+11,,Surface,21,Image 1,1,26307,
8.21773e+11,,Surface,21,Image 1,1,26308,
9.75762e+11,,Surface,21,Image 1,1,26309,
3.73377e+12,,Surface,21,Image 1,1,26310,
2.14797e+12,,Surface,21,Image 1,1,26311,
3.81657e+11,,Surface,21,Image 1,1,26312,
3.58559e+12,,Surface,21,Image 1,1,26313,
5.11529e+11,,Surface,21,Image 1,1,26315,
7.39017e+12,,Surface,21,Image 1,1,26317,
2.82186e+12,,Surface,21,Image 1,1,26318,
7.64841e+12,,Surface,21,Image 1,1,26319,
1.93346e+12,,Surface,21,Image 1,1,26320,
7.26485e+11,,Surface,21,Image 1,1,26321,
2.50386e+12,,Surface,21,Image 1,1,26322,
1.66108e+12,,Surface,21,Image 1,1,26323,
1.56941e+12,,Surface,21,Image 1,1,26324,
4.41902e+12,,Surface,21,Image 1,1,26326,
4.9279e+11,,Surface,21,Image 1,1,26327,
2.11529e+12,,Surface,21,Image 1,1,26328,
9.66926e+11,,Surface,21,Image 1,1,26329,
1.06196e+12,,Surface,21,Image 1,1,26330,
1.42765e+12,,Surface,21,Image 1,1,26331,
2.48631e+11,,Surface,21,Image 1,1,26332,
2.02619e+12,,Surface,21,Image 1,1,26334,
5.65584e+12,,Surface,21,Image 1,1,26336,
3.72175e+12,,Surface,21,Image 1,1,26338,
9.93495e+11,,Surface,21,Image 1,1,26339,
1.08161e+12,,Surface,21,Image 1,1,26340,
7.38237e+11,,Surface,21,Image 1,1,26342,
2.21562e+12,,Surface,21,Image 1,1,26343,
1.86755e+12,,Surface,21,Image 1,1,26344,
7.05324e+11,,Surface,21,Image 1,1,26345,
7.30723e+11,,Surface,21,Image 1,1,26348,
2.35176e+12,,Surface,21,Image 1,1,26349,
4.2705e+11,,Surface,21,Image 1,1,26350,
3.79141e+12,,Surface,21,Image 1,1,26351,
7.86113e+10,,Surface,21,Image 1,1,26352,
2.43133e+11,,Surface,21,Image 1,1,26353,
1.41087e+11,,Surface,21,Image 1,1,26354,
1.52188e+11,,Surface,21,Image 1,1,26355,
4.39263e+12,,Surface,21,Image 1,1,26357,
2.57927e+12,,Surface,21,Image 1,1,26359,
1.91634e+12,,Surface,21,Image 1,1,26362,
3.89542e+12,,Surface,21,Image 1,1,26364,
1.09393e+12,,Surface,21,Image 1,1,26365,
3.08068e+12,,Surface,21,Image 1,1,26366,
2.18236e+12,,Surface,21,Image 1,1,26368,
1.1058e+12,,Surface,21,Image 1,1,26369,
2.1077e+12,,Surface,21,Image 1,1,26370,
1.26404e+12,,Surface,21,Image 1,1,26371,
6.06979e+11,,Surface,21,Image 1,1,26375,
1.20291e+12,,Surface,21,Image 1,1,26382,
1.50019e+13,,Surface,21,Image 1,1,26383,
1.37146e+12,,Surface,21,Image 1,1,26384,
8.37782e+11,,Surface,21,Image 1,1,26385,
3.50405e+12,,Surface,21,Image 1,1,26386,
4.00456e+12,,Surface,21,Image 1,1,26387,
1.667e+12,,Surface,21,Image 1,1,26388,
5.87683e+12,,Surface,21,Image 1,1,26389,
1.05802e+12,,Surface,21,Image 1,1,26390,
9.69556e+11,,Surface,21,Image 1,1,26391,
5.33515e+11,,Surface,21,Image 1,1,26392,
5.83753e+12,,Surface,21,Image 1,1,26393,
1.12223e+13,,Surface,21,Image 1,1,26394,
2.12648e+12,,Surface,21,Image 1,1,26395,
6.9025e+11,,Surface,21,Image 1,1,26396,
7.26695e+12,,Surface,21,Image 1,1,26397,
1.97748e+12,,Surface,21,Image 1,1,26398,
3.8995e+12,,Surface,21,Image 1,1,26399,
3.19332e+12,,Surface,21,Image 1,1,26401,
1.43104e+12,,Surface,21,Image 1,1,26402,
3.16681e+12,,Surface,21,Image 1,1,26404,
1.07792e+12,,Surface,21,Image 1,1,26406,
3.4591e+12,,Surface,21,Image 1,1,26407,
4.84866e+12,,Surface,21,Image 1,1,26408,
3.13441e+12,,Surface,21,Image 1,1,26409,
7.34913e+11,,Surface,21,Image 1,1,26410,
1.17637e+12,,Surface,21,Image 1,1,26411,
2.21385e+12,,Surface,21,Image 1,1,26412,
2.21554e+12,,Surface,21,Image 1,1,26413,
4.20013e+12,,Surface,21,Image 1,1,26414,
2.31855e+12,,Surface,21,Image 1,1,26415,
3.03301e+12,,Surface,21,Image 1,1,26417,
8.4577e+11,,Surface,21,Image 1,1,26418,
1.19051e+13,,Surface,21,Image 1,1,26419,
8.95257e+11,,Surface,21,Image 1,1,26420,
2.86836e+12,,Surface,21,Image 1,1,26421,
4.38221e+12,,Surface,21,Image 1,1,26423,
2.39285e+11,,Surface,21,Image 1,1,26425,
3.30554e+12,,Surface,21,Image 1,1,26426,
3.23828e+12,,Surface,21,Image 1,1,26427,
3.32872e+12,,Surface,21,Image 1,1,26428,
2.19642e+12,,Surface,21,Image 1,1,26429,
5.79263e+11,,Surface,21,Image 1,1,26430,
