
Intensity Sum Ch=35 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
4.04345e+07,,Surface,35,Image 1,1,26181,
1.44506e+06,,Surface,35,Image 1,1,26182,
6.01084e+07,,Surface,35,Image 1,1,26183,
2.08501e+07,,Surface,35,Image 1,1,26184,
1.80994e+07,,Surface,35,Image 1,1,26185,
1.77666e+07,,Surface,35,Image 1,1,26186,
2.38176e+07,,Surface,35,Image 1,1,26189,
4.56847e+06,,Surface,35,Image 1,1,26190,
1.71362e+07,,Surface,35,Image 1,1,26192,
2.64717e+07,,Surface,35,Image 1,1,26193,
1.27562e+07,,Surface,35,Image 1,1,26194,
2.18009e+07,,Surface,35,Image 1,1,26195,
9.16294e+06,,Surface,35,Image 1,1,26196,
2.2949e+06,,Surface,35,Image 1,1,26197,
7.63753e+06,,Surface,35,Image 1,1,26198,
1.83771e+07,,Surface,35,Image 1,1,26199,
1.19279e+08,,Surface,35,Image 1,1,26200,
6.23894e+06,,Surface,35,Image 1,1,26201,
3.03538e+07,,Surface,35,Image 1,1,26203,
5.8144e+06,,Surface,35,Image 1,1,26204,
2.52962e+07,,Surface,35,Image 1,1,26205,
1.67044e+07,,Surface,35,Image 1,1,26206,
8.23258e+06,,Surface,35,Image 1,1,26207,
2.17989e+07,,Surface,35,Image 1,1,26208,
599667,,Surface,35,Image 1,1,26209,
2.21287e+07,,Surface,35,Image 1,1,26211,
5.89917e+06,,Surface,35,Image 1,1,26212,
2.86797e+07,,Surface,35,Image 1,1,26213,
1.33417e+06,,Surface,35,Image 1,1,26214,
2.93404e+07,,Surface,35,Image 1,1,26215,
3.35093e+06,,Surface,35,Image 1,1,26216,
3.53419e+06,,Surface,35,Image 1,1,26217,
2.46889e+07,,Surface,35,Image 1,1,26218,
450390,,Surface,35,Image 1,1,26219,
5.18903e+06,,Surface,35,Image 1,1,26220,
2.12561e+07,,Surface,35,Image 1,1,26221,
1.77628e+07,,Surface,35,Image 1,1,26222,
5.99866e+06,,Surface,35,Image 1,1,26225,
2.99858e+07,,Surface,35,Image 1,1,26226,
1.21372e+08,,Surface,35,Image 1,1,26227,
2.79476e+06,,Surface,35,Image 1,1,26228,
1.88356e+07,,Surface,35,Image 1,1,26229,
4.0143e+06,,Surface,35,Image 1,1,26230,
4.10744e+07,,Surface,35,Image 1,1,26231,
4.74303e+07,,Surface,35,Image 1,1,26232,
1.23547e+06,,Surface,35,Image 1,1,26233,
2.04696e+07,,Surface,35,Image 1,1,26235,
1.52106e+07,,Surface,35,Image 1,1,26236,
2.18906e+07,,Surface,35,Image 1,1,26237,
1.77018e+06,,Surface,35,Image 1,1,26238,
6.05615e+06,,Surface,35,Image 1,1,26241,
1.32269e+06,,Surface,35,Image 1,1,26242,
1.01096e+07,,Surface,35,Image 1,1,26245,
8.16705e+06,,Surface,35,Image 1,1,26246,
1.81607e+06,,Surface,35,Image 1,1,26247,
1.25559e+07,,Surface,35,Image 1,1,26248,
3.34129e+06,,Surface,35,Image 1,1,26249,
2.54248e+08,,Surface,35,Image 1,1,26250,
1.16046e+06,,Surface,35,Image 1,1,26251,
4.13251e+07,,Surface,35,Image 1,1,26252,
2.97835e+07,,Surface,35,Image 1,1,26253,
1.38615e+06,,Surface,35,Image 1,1,26254,
2.73974e+06,,Surface,35,Image 1,1,26255,
542511,,Surface,35,Image 1,1,26256,
2.66649e+07,,Surface,35,Image 1,1,26258,
1.00148e+08,,Surface,35,Image 1,1,26259,
2.47257e+06,,Surface,35,Image 1,1,26260,
1.96887e+07,,Surface,35,Image 1,1,26261,
5.34709e+06,,Surface,35,Image 1,1,26262,
5.23859e+06,,Surface,35,Image 1,1,26263,
5.04183e+07,,Surface,35,Image 1,1,26264,
8.88056e+06,,Surface,35,Image 1,1,26265,
1.48801e+07,,Surface,35,Image 1,1,26266,
4.9191e+07,,Surface,35,Image 1,1,26267,
3.16538e+06,,Surface,35,Image 1,1,26268,
5.61773e+06,,Surface,35,Image 1,1,26269,
6.37612e+06,,Surface,35,Image 1,1,26270,
1.77968e+06,,Surface,35,Image 1,1,26271,
310406,,Surface,35,Image 1,1,26272,
4.87855e+07,,Surface,35,Image 1,1,26273,
6.00504e+07,,Surface,35,Image 1,1,26274,
5.05208e+07,,Surface,35,Image 1,1,26275,
2.55002e+07,,Surface,35,Image 1,1,26276,
1.80153e+07,,Surface,35,Image 1,1,26277,
1.1137e+08,,Surface,35,Image 1,1,26279,
3.9476e+07,,Surface,35,Image 1,1,26280,
2.09524e+07,,Surface,35,Image 1,1,26281,
3.21439e+07,,Surface,35,Image 1,1,26282,
1.45461e+07,,Surface,35,Image 1,1,26283,
2.19143e+06,,Surface,35,Image 1,1,26284,
4.23432e+07,,Surface,35,Image 1,1,26285,
2.54039e+07,,Surface,35,Image 1,1,26286,
3.73379e+07,,Surface,35,Image 1,1,26287,
5.48844e+07,,Surface,35,Image 1,1,26289,
3.61809e+07,,Surface,35,Image 1,1,26290,
2.43378e+06,,Surface,35,Image 1,1,26291,
1.22857e+07,,Surface,35,Image 1,1,26292,
3.20061e+06,,Surface,35,Image 1,1,26294,
4.11017e+06,,Surface,35,Image 1,1,26295,
9.12284e+06,,Surface,35,Image 1,1,26296,
2.48808e+07,,Surface,35,Image 1,1,26297,
2.42317e+07,,Surface,35,Image 1,1,26298,
7.43474e+06,,Surface,35,Image 1,1,26299,
1.84818e+07,,Surface,35,Image 1,1,26301,
2.61862e+07,,Surface,35,Image 1,1,26304,
2.83539e+06,,Surface,35,Image 1,1,26305,
2.07053e+06,,Surface,35,Image 1,1,26307,
4.02781e+07,,Surface,35,Image 1,1,26308,
5.19536e+07,,Surface,35,Image 1,1,26309,
1.66143e+07,,Surface,35,Image 1,1,26310,
4.72458e+07,,Surface,35,Image 1,1,26311,
2.69774e+07,,Surface,35,Image 1,1,26312,
3.41105e+07,,Surface,35,Image 1,1,26313,
703229,,Surface,35,Image 1,1,26315,
5.80024e+07,,Surface,35,Image 1,1,26317,
1.61588e+07,,Surface,35,Image 1,1,26318,
7.61718e+07,,Surface,35,Image 1,1,26319,
1.02618e+07,,Surface,35,Image 1,1,26320,
1.07871e+07,,Surface,35,Image 1,1,26321,
1.16541e+08,,Surface,35,Image 1,1,26322,
2.79457e+07,,Surface,35,Image 1,1,26323,
2.79888e+07,,Surface,35,Image 1,1,26324,
9.39868e+06,,Surface,35,Image 1,1,26326,
1.03552e+07,,Surface,35,Image 1,1,26327,
4.96014e+07,,Surface,35,Image 1,1,26328,
5.02172e+06,,Surface,35,Image 1,1,26329,
1.15741e+07,,Surface,35,Image 1,1,26330,
2.27516e+06,,Surface,35,Image 1,1,26331,
2.33853e+06,,Surface,35,Image 1,1,26332,
1.67485e+07,,Surface,35,Image 1,1,26334,
8.42958e+06,,Surface,35,Image 1,1,26336,
4.52923e+07,,Surface,35,Image 1,1,26338,
3.17069e+06,,Surface,35,Image 1,1,26339,
2.64933e+06,,Surface,35,Image 1,1,26340,
6.04958e+06,,Surface,35,Image 1,1,26342,
2.91534e+07,,Surface,35,Image 1,1,26343,
7.2084e+06,,Surface,35,Image 1,1,26344,
2.44432e+07,,Surface,35,Image 1,1,26345,
2.00328e+07,,Surface,35,Image 1,1,26348,
1.48875e+07,,Surface,35,Image 1,1,26349,
2.33655e+06,,Surface,35,Image 1,1,26350,
1.17068e+07,,Surface,35,Image 1,1,26351,
2.6692e+07,,Surface,35,Image 1,1,26352,
533280,,Surface,35,Image 1,1,26353,
692100,,Surface,35,Image 1,1,26354,
644611,,Surface,35,Image 1,1,26355,
4.55433e+06,,Surface,35,Image 1,1,26357,
1.21635e+07,,Surface,35,Image 1,1,26359,
2.74728e+07,,Surface,35,Image 1,1,26362,
1.12948e+07,,Surface,35,Image 1,1,26364,
1.06473e+07,,Surface,35,Image 1,1,26365,
7.98628e+06,,Surface,35,Image 1,1,26366,
2.14269e+07,,Surface,35,Image 1,1,26368,
6.87311e+06,,Surface,35,Image 1,1,26369,
1.34379e+07,,Surface,35,Image 1,1,26370,
3.22052e+07,,Surface,35,Image 1,1,26371,
2.20099e+06,,Surface,35,Image 1,1,26375,
1.59952e+07,,Surface,35,Image 1,1,26382,
4.57994e+07,,Surface,35,Image 1,1,26383,
1.2898e+07,,Surface,35,Image 1,1,26384,
9.07217e+06,,Surface,35,Image 1,1,26385,
6.82232e+07,,Surface,35,Image 1,1,26386,
4.94008e+06,,Surface,35,Image 1,1,26387,
