
Intensity Mean Ch=39 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
39.118,,Surface,39,Image 1,1,26181,
12.9653,,Surface,39,Image 1,1,26182,
38.9506,,Surface,39,Image 1,1,26183,
72.8969,,Surface,39,Image 1,1,26184,
18.7652,,Surface,39,Image 1,1,26185,
39.801,,Surface,39,Image 1,1,26186,
52.0443,,Surface,39,Image 1,1,26189,
34.2965,,Surface,39,Image 1,1,26190,
87.8732,,Surface,39,Image 1,1,26192,
11.4871,,Surface,39,Image 1,1,26193,
29.6437,,Surface,39,Image 1,1,26194,
54.0726,,Surface,39,Image 1,1,26195,
17.9926,,Surface,39,Image 1,1,26196,
10.8482,,Surface,39,Image 1,1,26197,
16.513,,Surface,39,Image 1,1,26198,
58.3984,,Surface,39,Image 1,1,26199,
50.884,,Surface,39,Image 1,1,26200,
8.04169,,Surface,39,Image 1,1,26201,
30.5246,,Surface,39,Image 1,1,26203,
49.0052,,Surface,39,Image 1,1,26204,
15.8024,,Surface,39,Image 1,1,26205,
44.7388,,Surface,39,Image 1,1,26206,
14.0704,,Surface,39,Image 1,1,26207,
20.8178,,Surface,39,Image 1,1,26208,
11.6875,,Surface,39,Image 1,1,26209,
17.0403,,Surface,39,Image 1,1,26211,
21.1749,,Surface,39,Image 1,1,26212,
45.1666,,Surface,39,Image 1,1,26213,
7.96875,,Surface,39,Image 1,1,26214,
15.5347,,Surface,39,Image 1,1,26215,
27.5406,,Surface,39,Image 1,1,26216,
15.1745,,Surface,39,Image 1,1,26217,
18.6363,,Surface,39,Image 1,1,26218,
10.8131,,Surface,39,Image 1,1,26219,
24.193,,Surface,39,Image 1,1,26220,
28.622,,Surface,39,Image 1,1,26221,
40.0619,,Surface,39,Image 1,1,26222,
17.8074,,Surface,39,Image 1,1,26225,
28.6128,,Surface,39,Image 1,1,26226,
57.8177,,Surface,39,Image 1,1,26227,
41.3919,,Surface,39,Image 1,1,26228,
17.2262,,Surface,39,Image 1,1,26229,
45.4818,,Surface,39,Image 1,1,26230,
57.1036,,Surface,39,Image 1,1,26231,
59.7118,,Surface,39,Image 1,1,26232,
18.0736,,Surface,39,Image 1,1,26233,
53.4504,,Surface,39,Image 1,1,26235,
69.771,,Surface,39,Image 1,1,26236,
16.8169,,Surface,39,Image 1,1,26237,
12.2678,,Surface,39,Image 1,1,26238,
24.0574,,Surface,39,Image 1,1,26241,
9.78689,,Surface,39,Image 1,1,26242,
43.5994,,Surface,39,Image 1,1,26245,
34.9599,,Surface,39,Image 1,1,26246,
23.7521,,Surface,39,Image 1,1,26247,
29.4279,,Surface,39,Image 1,1,26248,
415.545,,Surface,39,Image 1,1,26249,
46.6574,,Surface,39,Image 1,1,26250,
10.1565,,Surface,39,Image 1,1,26251,
44.8565,,Surface,39,Image 1,1,26252,
57.1941,,Surface,39,Image 1,1,26253,
13.5131,,Surface,39,Image 1,1,26254,
15.0705,,Surface,39,Image 1,1,26255,
13.1284,,Surface,39,Image 1,1,26256,
13.9719,,Surface,39,Image 1,1,26258,
38.2126,,Surface,39,Image 1,1,26259,
12.2178,,Surface,39,Image 1,1,26260,
32.749,,Surface,39,Image 1,1,26261,
13.0941,,Surface,39,Image 1,1,26262,
11.4875,,Surface,39,Image 1,1,26263,
47.947,,Surface,39,Image 1,1,26264,
16.6075,,Surface,39,Image 1,1,26265,
12.292,,Surface,39,Image 1,1,26266,
52.0338,,Surface,39,Image 1,1,26267,
27.8191,,Surface,39,Image 1,1,26268,
14.48,,Surface,39,Image 1,1,26269,
13.822,,Surface,39,Image 1,1,26270,
19.0945,,Surface,39,Image 1,1,26271,
7.32057,,Surface,39,Image 1,1,26272,
56.7197,,Surface,39,Image 1,1,26273,
39.2093,,Surface,39,Image 1,1,26274,
51.6023,,Surface,39,Image 1,1,26275,
41.1372,,Surface,39,Image 1,1,26276,
197.978,,Surface,39,Image 1,1,26277,
30.1805,,Surface,39,Image 1,1,26279,
24.3389,,Surface,39,Image 1,1,26280,
18.7702,,Surface,39,Image 1,1,26281,
15.4425,,Surface,39,Image 1,1,26282,
19.9032,,Surface,39,Image 1,1,26283,
9.1414,,Surface,39,Image 1,1,26284,
26.0001,,Surface,39,Image 1,1,26285,
19.791,,Surface,39,Image 1,1,26286,
21.9594,,Surface,39,Image 1,1,26287,
46.5339,,Surface,39,Image 1,1,26289,
51.9846,,Surface,39,Image 1,1,26290,
12.9954,,Surface,39,Image 1,1,26291,
61.7701,,Surface,39,Image 1,1,26292,
7.02389,,Surface,39,Image 1,1,26294,
42.6867,,Surface,39,Image 1,1,26295,
50.1648,,Surface,39,Image 1,1,26296,
51.7747,,Surface,39,Image 1,1,26297,
19.5167,,Surface,39,Image 1,1,26298,
26.3004,,Surface,39,Image 1,1,26299,
51.8314,,Surface,39,Image 1,1,26301,
28.639,,Surface,39,Image 1,1,26304,
12.5716,,Surface,39,Image 1,1,26305,
8.95457,,Surface,39,Image 1,1,26307,
15.6589,,Surface,39,Image 1,1,26308,
12.4376,,Surface,39,Image 1,1,26309,
17.9041,,Surface,39,Image 1,1,26310,
42.9236,,Surface,39,Image 1,1,26311,
28.0479,,Surface,39,Image 1,1,26312,
38.4296,,Surface,39,Image 1,1,26313,
8.62854,,Surface,39,Image 1,1,26315,
41.5415,,Surface,39,Image 1,1,26317,
41.424,,Surface,39,Image 1,1,26318,
37.1706,,Surface,39,Image 1,1,26319,
42.159,,Surface,39,Image 1,1,26320,
11.2339,,Surface,39,Image 1,1,26321,
26.5643,,Surface,39,Image 1,1,26322,
15.9021,,Surface,39,Image 1,1,26323,
23.647,,Surface,39,Image 1,1,26324,
37.4275,,Surface,39,Image 1,1,26326,
17.1779,,Surface,39,Image 1,1,26327,
44.2846,,Surface,39,Image 1,1,26328,
8.55231,,Surface,39,Image 1,1,26329,
12.8196,,Surface,39,Image 1,1,26330,
15.1936,,Surface,39,Image 1,1,26331,
4.93271,,Surface,39,Image 1,1,26332,
11.3232,,Surface,39,Image 1,1,26334,
15.3714,,Surface,39,Image 1,1,26336,
39.6358,,Surface,39,Image 1,1,26338,
10.1746,,Surface,39,Image 1,1,26339,
11.7885,,Surface,39,Image 1,1,26340,
8.22391,,Surface,39,Image 1,1,26342,
43.1053,,Surface,39,Image 1,1,26343,
20.4634,,Surface,39,Image 1,1,26344,
15.7982,,Surface,39,Image 1,1,26345,
35.4991,,Surface,39,Image 1,1,26348,
29.0218,,Surface,39,Image 1,1,26349,
14.8339,,Surface,39,Image 1,1,26350,
32.2014,,Surface,39,Image 1,1,26351,
6.74608,,Surface,39,Image 1,1,26352,
10.2536,,Surface,39,Image 1,1,26353,
5.85409,,Surface,39,Image 1,1,26354,
6.18249,,Surface,39,Image 1,1,26355,
25.3348,,Surface,39,Image 1,1,26357,
21.1537,,Surface,39,Image 1,1,26359,
47.4985,,Surface,39,Image 1,1,26362,
28.9107,,Surface,39,Image 1,1,26364,
21.9991,,Surface,39,Image 1,1,26365,
16.9794,,Surface,39,Image 1,1,26366,
37.1249,,Surface,39,Image 1,1,26368,
17.2844,,Surface,39,Image 1,1,26369,
39.8455,,Surface,39,Image 1,1,26370,
32.1564,,Surface,39,Image 1,1,26371,
9.26869,,Surface,39,Image 1,1,26375,
54.8186,,Surface,39,Image 1,1,26382,
53.5559,,Surface,39,Image 1,1,26383,
3.87014,,Surface,39,Image 1,1,26384,
20.7463,,Surface,39,Image 1,1,26385,
37.12,,Surface,39,Image 1,1,26386,
22.1785,,Surface,39,Image 1,1,26387,
19.134,,Surface,39,Image 1,1,26388,
58.0616,,Surface,39,Image 1,1,26389,
21.2943,,Surface,39,Image 1,1,26390,
36.5538,,Surface,39,Image 1,1,26391,
16.4452,,Surface,39,Image 1,1,26392,
55.4359,,Surface,39,Image 1,1,26393,
72.9255,,Surface,39,Image 1,1,26394,
16.59,,Surface,39,Image 1,1,26395,
9.58999,,Surface,39,Image 1,1,26396,
82.1999,,Surface,39,Image 1,1,26397,
37.5168,,Surface,39,Image 1,1,26398,
21.1651,,Surface,39,Image 1,1,26399,
