
Intensity Median Ch=19 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
1880,,Surface,19,Image 1,1,26181,
0.5,,Surface,19,Image 1,1,26182,
14,,Surface,19,Image 1,1,26183,
346,,Surface,19,Image 1,1,26184,
1,,Surface,19,Image 1,1,26185,
10,,Surface,19,Image 1,1,26186,
2,,Surface,19,Image 1,1,26189,
286,,Surface,19,Image 1,1,26190,
372,,Surface,19,Image 1,1,26192,
1,,Surface,19,Image 1,1,26193,
118,,Surface,19,Image 1,1,26194,
1,,Surface,19,Image 1,1,26195,
0.5,,Surface,19,Image 1,1,26196,
0.5,,Surface,19,Image 1,1,26197,
1,,Surface,19,Image 1,1,26198,
146,,Surface,19,Image 1,1,26199,
0.5,,Surface,19,Image 1,1,26200,
0.5,,Surface,19,Image 1,1,26201,
356,,Surface,19,Image 1,1,26203,
324,,Surface,19,Image 1,1,26204,
1,,Surface,19,Image 1,1,26205,
592,,Surface,19,Image 1,1,26206,
0.5,,Surface,19,Image 1,1,26207,
1,,Surface,19,Image 1,1,26208,
1,,Surface,19,Image 1,1,26209,
1,,Surface,19,Image 1,1,26211,
0.5,,Surface,19,Image 1,1,26212,
104,,Surface,19,Image 1,1,26213,
0.5,,Surface,19,Image 1,1,26214,
0.5,,Surface,19,Image 1,1,26215,
123,,Surface,19,Image 1,1,26216,
1,,Surface,19,Image 1,1,26217,
1,,Surface,19,Image 1,1,26218,
0.5,,Surface,19,Image 1,1,26219,
1252,,Surface,19,Image 1,1,26220,
1,,Surface,19,Image 1,1,26221,
4,,Surface,19,Image 1,1,26222,
0.5,,Surface,19,Image 1,1,26225,
1,,Surface,19,Image 1,1,26226,
2,,Surface,19,Image 1,1,26227,
410,,Surface,19,Image 1,1,26228,
2,,Surface,19,Image 1,1,26229,
23,,Surface,19,Image 1,1,26230,
1,,Surface,19,Image 1,1,26231,
1,,Surface,19,Image 1,1,26232,
0.5,,Surface,19,Image 1,1,26233,
508,,Surface,19,Image 1,1,26235,
0.5,,Surface,19,Image 1,1,26236,
0.25,,Surface,19,Image 1,1,26237,
322,,Surface,19,Image 1,1,26238,
343,,Surface,19,Image 1,1,26241,
1,,Surface,19,Image 1,1,26242,
106,,Surface,19,Image 1,1,26245,
220,,Surface,19,Image 1,1,26246,
71,,Surface,19,Image 1,1,26247,
2,,Surface,19,Image 1,1,26248,
0.5,,Surface,19,Image 1,1,26249,
163,,Surface,19,Image 1,1,26250,
0.5,,Surface,19,Image 1,1,26251,
2,,Surface,19,Image 1,1,26252,
1052,,Surface,19,Image 1,1,26253,
0.5,,Surface,19,Image 1,1,26254,
7,,Surface,19,Image 1,1,26255,
22,,Surface,19,Image 1,1,26256,
4,,Surface,19,Image 1,1,26258,
108,,Surface,19,Image 1,1,26259,
0.5,,Surface,19,Image 1,1,26260,
0.5,,Surface,19,Image 1,1,26261,
0.5,,Surface,19,Image 1,1,26262,
4,,Surface,19,Image 1,1,26263,
132,,Surface,19,Image 1,1,26264,
956,,Surface,19,Image 1,1,26265,
0.5,,Surface,19,Image 1,1,26266,
4,,Surface,19,Image 1,1,26267,
41,,Surface,19,Image 1,1,26268,
0.25,,Surface,19,Image 1,1,26269,
1,,Surface,19,Image 1,1,26270,
142,,Surface,19,Image 1,1,26271,
434,,Surface,19,Image 1,1,26272,
4,,Surface,19,Image 1,1,26273,
516,,Surface,19,Image 1,1,26274,
492,,Surface,19,Image 1,1,26275,
4168,,Surface,19,Image 1,1,26276,
0.5,,Surface,19,Image 1,1,26277,
492,,Surface,19,Image 1,1,26279,
84,,Surface,19,Image 1,1,26280,
626,,Surface,19,Image 1,1,26281,
1,,Surface,19,Image 1,1,26282,
166,,Surface,19,Image 1,1,26283,
3172,,Surface,19,Image 1,1,26284,
2,,Surface,19,Image 1,1,26285,
268,,Surface,19,Image 1,1,26286,
2588,,Surface,19,Image 1,1,26287,
840,,Surface,19,Image 1,1,26289,
0.5,,Surface,19,Image 1,1,26290,
62,,Surface,19,Image 1,1,26291,
122,,Surface,19,Image 1,1,26292,
0.25,,Surface,19,Image 1,1,26294,
87,,Surface,19,Image 1,1,26295,
46,,Surface,19,Image 1,1,26296,
2,,Surface,19,Image 1,1,26297,
1108,,Surface,19,Image 1,1,26298,
4248,,Surface,19,Image 1,1,26299,
164,,Surface,19,Image 1,1,26301,
120,,Surface,19,Image 1,1,26304,
1,,Surface,19,Image 1,1,26305,
1580,,Surface,19,Image 1,1,26307,
2,,Surface,19,Image 1,1,26308,
3124,,Surface,19,Image 1,1,26309,
424,,Surface,19,Image 1,1,26310,
2,,Surface,19,Image 1,1,26311,
780,,Surface,19,Image 1,1,26312,
2,,Surface,19,Image 1,1,26313,
1,,Surface,19,Image 1,1,26315,
292,,Surface,19,Image 1,1,26317,
15,,Surface,19,Image 1,1,26318,
34,,Surface,19,Image 1,1,26319,
372,,Surface,19,Image 1,1,26320,
1,,Surface,19,Image 1,1,26321,
3256,,Surface,19,Image 1,1,26322,
228,,Surface,19,Image 1,1,26323,
1368,,Surface,19,Image 1,1,26324,
164,,Surface,19,Image 1,1,26326,
620,,Surface,19,Image 1,1,26327,
49,,Surface,19,Image 1,1,26328,
68,,Surface,19,Image 1,1,26329,
0.5,,Surface,19,Image 1,1,26330,
1,,Surface,19,Image 1,1,26331,
1,,Surface,19,Image 1,1,26332,
222,,Surface,19,Image 1,1,26334,
106,,Surface,19,Image 1,1,26336,
114,,Surface,19,Image 1,1,26338,
76,,Surface,19,Image 1,1,26339,
0.5,,Surface,19,Image 1,1,26340,
2,,Surface,19,Image 1,1,26342,
1,,Surface,19,Image 1,1,26343,
83,,Surface,19,Image 1,1,26344,
402,,Surface,19,Image 1,1,26345,
218,,Surface,19,Image 1,1,26348,
1,,Surface,19,Image 1,1,26349,
1,,Surface,19,Image 1,1,26350,
1,,Surface,19,Image 1,1,26351,
353,,Surface,19,Image 1,1,26352,
0.125,,Surface,19,Image 1,1,26353,
513,,Surface,19,Image 1,1,26354,
530,,Surface,19,Image 1,1,26355,
1,,Surface,19,Image 1,1,26357,
4,,Surface,19,Image 1,1,26359,
0.5,,Surface,19,Image 1,1,26362,
1,,Surface,19,Image 1,1,26364,
1,,Surface,19,Image 1,1,26365,
1348,,Surface,19,Image 1,1,26366,
244,,Surface,19,Image 1,1,26368,
1,,Surface,19,Image 1,1,26369,
188,,Surface,19,Image 1,1,26370,
1,,Surface,19,Image 1,1,26371,
2,,Surface,19,Image 1,1,26375,
90,,Surface,19,Image 1,1,26382,
284,,Surface,19,Image 1,1,26383,
4392,,Surface,19,Image 1,1,26384,
0.25,,Surface,19,Image 1,1,26385,
2,,Surface,19,Image 1,1,26386,
0.5,,Surface,19,Image 1,1,26387,
0.5,,Surface,19,Image 1,1,26388,
2,,Surface,19,Image 1,1,26389,
2,,Surface,19,Image 1,1,26390,
28,,Surface,19,Image 1,1,26391,
0.25,,Surface,19,Image 1,1,26392,
4,,Surface,19,Image 1,1,26393,
36,,Surface,19,Image 1,1,26394,
134,,Surface,19,Image 1,1,26395,
1,,Surface,19,Image 1,1,26396,
1,,Surface,19,Image 1,1,26397,
2,,Surface,19,Image 1,1,26398,
81,,Surface,19,Image 1,1,26399,
52,,Surface,19,Image 1,1,26401,
1,,Surface,19,Image 1,1,26402,
1,,Surface,19,Image 1,1,26404,
0.5,,Surface,19,Image 1,1,26406,
1,,Surface,19,Image 1,1,26407,
0.5,,Surface,19,Image 1,1,26408,
1,,Surface,19,Image 1,1,26409,
0.5,,Surface,19,Image 1,1,26410,
1,,Surface,19,Image 1,1,26411,
0.5,,Surface,19,Image 1,1,26412,
0.5,,Surface,19,Image 1,1,26413,
7,,Surface,19,Image 1,1,26414,
54,,Surface,19,Image 1,1,26415,
0.5,,Surface,19,Image 1,1,26417,
0.25,,Surface,19,Image 1,1,26418,
252,,Surface,19,Image 1,1,26419,
2,,Surface,19,Image 1,1,26420,
148,,Surface,19,Image 1,1,26421,
1224,,Surface,19,Image 1,1,26423,
0.5,,Surface,19,Image 1,1,26425,
836,,Surface,19,Image 1,1,26426,
2,,Surface,19,Image 1,1,26427,
8,,Surface,19,Image 1,1,26428,
0.5,,Surface,19,Image 1,1,26429,
0.5,,Surface,19,Image 1,1,26430,
1,,Surface,19,Image 1,1,26431,
2,,Surface,19,Image 1,1,26432,
1436,,Surface,19,Image 1,1,26433,
1188,,Surface,19,Image 1,1,26434,
62,,Surface,19,Image 1,1,26435,
2,,Surface,19,Image 1,1,26436,
1,,Surface,19,Image 1,1,26437,
1,,Surface,19,Image 1,1,26438,
1848,,Surface,19,Image 1,1,26439,
4,,Surface,19,Image 1,1,26440,
2,,Surface,19,Image 1,1,26441,
2,,Surface,19,Image 1,1,26442,
26,,Surface,19,Image 1,1,26443,
1,,Surface,19,Image 1,1,26444,
1,,Surface,19,Image 1,1,26446,
2376,,Surface,19,Image 1,1,26448,
2,,Surface,19,Image 1,1,26451,
508,,Surface,19,Image 1,1,26452,
0.5,,Surface,19,Image 1,1,26453,
2040,,Surface,19,Image 1,1,26456,
564,,Surface,19,Image 1,1,26457,
0.5,,Surface,19,Image 1,1,26458,
1,,Surface,19,Image 1,1,26459,
1,,Surface,19,Image 1,1,26460,
49,,Surface,19,Image 1,1,26461,
0.25,,Surface,19,Image 1,1,26462,
0.5,,Surface,19,Image 1,1,26463,
4,,Surface,19,Image 1,1,26464,
0.5,,Surface,19,Image 1,1,26465,
134,,Surface,19,Image 1,1,26466,
1,,Surface,19,Image 1,1,26467,
652,,Surface,19,Image 1,1,26468,
1,,Surface,19,Image 1,1,26469,
676,,Surface,19,Image 1,1,26471,
29,,Surface,19,Image 1,1,26472,
1,,Surface,19,Image 1,1,26473,
2,,Surface,19,Image 1,1,26474,
1,,Surface,19,Image 1,1,26475,
1,,Surface,19,Image 1,1,26476,
0.5,,Surface,19,Image 1,1,26477,
2,,Surface,19,Image 1,1,26478,
0.5,,Surface,19,Image 1,1,26480,
2,,Surface,19,Image 1,1,26481,
0.5,,Surface,19,Image 1,1,26482,
28,,Surface,19,Image 1,1,26483,
162,,Surface,19,Image 1,1,26484,
0.5,,Surface,19,Image 1,1,26485,
0.5,,Surface,19,Image 1,1,26486,
178,,Surface,19,Image 1,1,26487,
102,,Surface,19,Image 1,1,26488,
