
Intensity Mean Ch=32 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
35.2727,,Surface,32,Image 1,1,0,
85.0786,,Surface,32,Image 1,1,1,
25.2762,,Surface,32,Image 1,1,2,
2.40751,,Surface,32,Image 1,1,3,
33.0918,,Surface,32,Image 1,1,4,
131.732,,Surface,32,Image 1,1,5,
52.3647,,Surface,32,Image 1,1,6,
248.46,,Surface,32,Image 1,1,7,
40.2946,,Surface,32,Image 1,1,8,
34.877,,Surface,32,Image 1,1,9,
380.8,,Surface,32,Image 1,1,10,
315.389,,Surface,32,Image 1,1,11,
199.528,,Surface,32,Image 1,1,12,
93.9888,,Surface,32,Image 1,1,13,
54.5786,,Surface,32,Image 1,1,14,
389.907,,Surface,32,Image 1,1,15,
