
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
3.99695,µm,Surface,Image 1,1,0,
4.66302,µm,Surface,Image 1,1,1,
2.43213,µm,Surface,Image 1,1,2,
2.62885,µm,Surface,Image 1,1,3,
5.22766,µm,Surface,Image 1,1,4,
6.44592,µm,Surface,Image 1,1,5,
5.8299,µm,Surface,Image 1,1,6,
7.02435,µm,Surface,Image 1,1,7,
2.84058,µm,Surface,Image 1,1,8,
4.34845,µm,Surface,Image 1,1,9,
7.56689,µm,Surface,Image 1,1,10,
3.59131,µm,Surface,Image 1,1,11,
0.132385,µm,Surface,Image 1,1,12,
7.04694,µm,Surface,Image 1,1,13,
5.13727,µm,Surface,Image 1,1,14,
5.72772,µm,Surface,Image 1,1,15,
