
Intensity Min Ch=4 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
575,,Surface,4,Image 1,1,0,
639,,Surface,4,Image 1,1,1,
459,,Surface,4,Image 1,1,2,
697,,Surface,4,Image 1,1,3,
543,,Surface,4,Image 1,1,4,
481,,Surface,4,Image 1,1,5,
538,,Surface,4,Image 1,1,6,
533,,Surface,4,Image 1,1,7,
468,,Surface,4,Image 1,1,8,
540,,Surface,4,Image 1,1,9,
523,,Surface,4,Image 1,1,10,
487,,Surface,4,Image 1,1,11,
437,,Surface,4,Image 1,1,12,
597,,Surface,4,Image 1,1,13,
552,,Surface,4,Image 1,1,14,
490,,Surface,4,Image 1,1,15,
