
Intensity Min Ch=2 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
637,,Surface,2,Image 1,1,0,
731,,Surface,2,Image 1,1,1,
242,,Surface,2,Image 1,1,2,
318,,Surface,2,Image 1,1,3,
460,,Surface,2,Image 1,1,4,
400,,Surface,2,Image 1,1,5,
286,,Surface,2,Image 1,1,6,
453,,Surface,2,Image 1,1,7,
118,,Surface,2,Image 1,1,8,
406,,Surface,2,Image 1,1,9,
368,,Surface,2,Image 1,1,10,
157,,Surface,2,Image 1,1,11,
146,,Surface,2,Image 1,1,12,
523,,Surface,2,Image 1,1,13,
632,,Surface,2,Image 1,1,14,
350,,Surface,2,Image 1,1,15,
