
Intensity Sum Ch=29 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3905,,Surface,29,Image 1,1,0,
12057,,Surface,29,Image 1,1,1,
49151,,Surface,29,Image 1,1,2,
728342,,Surface,29,Image 1,1,3,
19983,,Surface,29,Image 1,1,4,
33270,,Surface,29,Image 1,1,5,
42066,,Surface,29,Image 1,1,6,
19808,,Surface,29,Image 1,1,7,
1.77391e+06,,Surface,29,Image 1,1,8,
32130,,Surface,29,Image 1,1,9,
12404,,Surface,29,Image 1,1,10,
1.22936e+06,,Surface,29,Image 1,1,11,
1.59313e+06,,Surface,29,Image 1,1,12,
12019,,Surface,29,Image 1,1,13,
11903,,Surface,29,Image 1,1,14,
56577,,Surface,29,Image 1,1,15,
