
Intensity StdDev Ch=8 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
529.709,,Surface,8,Image 1,1,0,
645.761,,Surface,8,Image 1,1,1,
293.724,,Surface,8,Image 1,1,2,
100.738,,Surface,8,Image 1,1,3,
786.042,,Surface,8,Image 1,1,4,
340.251,,Surface,8,Image 1,1,5,
217.238,,Surface,8,Image 1,1,6,
789.875,,Surface,8,Image 1,1,7,
748.027,,Surface,8,Image 1,1,8,
493.176,,Surface,8,Image 1,1,9,
867.433,,Surface,8,Image 1,1,10,
362.241,,Surface,8,Image 1,1,11,
398.972,,Surface,8,Image 1,1,12,
1113.61,,Surface,8,Image 1,1,13,
665.285,,Surface,8,Image 1,1,14,
608.189,,Surface,8,Image 1,1,15,
