
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-0.945,1.53003,µm^3,Cumulative Volume,Image 1,1,,
-0.675,6.32346,µm^3,Cumulative Volume,Image 1,1,,
-0.405,17.7956,µm^3,Cumulative Volume,Image 1,1,,
-0.135,41.0498,µm^3,Cumulative Volume,Image 1,1,,
0.135,79.5982,µm^3,Cumulative Volume,Image 1,1,,
0.405,132.419,µm^3,Cumulative Volume,Image 1,1,,
0.675,199.047,µm^3,Cumulative Volume,Image 1,1,,
0.945,278.177,µm^3,Cumulative Volume,Image 1,1,,
1.215,369.755,µm^3,Cumulative Volume,Image 1,1,,
1.485,474.323,µm^3,Cumulative Volume,Image 1,1,,
1.755,591.595,µm^3,Cumulative Volume,Image 1,1,,
2.025,721.436,µm^3,Cumulative Volume,Image 1,1,,
2.295,864.005,µm^3,Cumulative Volume,Image 1,1,,
2.565,1019.04,µm^3,Cumulative Volume,Image 1,1,,
2.835,1186.35,µm^3,Cumulative Volume,Image 1,1,,
3.105,1365.49,µm^3,Cumulative Volume,Image 1,1,,
3.375,1556.14,µm^3,Cumulative Volume,Image 1,1,,
3.645,1756.64,µm^3,Cumulative Volume,Image 1,1,,
3.915,1967.23,µm^3,Cumulative Volume,Image 1,1,,
4.185,2187.49,µm^3,Cumulative Volume,Image 1,1,,
4.455,2416.56,µm^3,Cumulative Volume,Image 1,1,,
4.725,2652.1,µm^3,Cumulative Volume,Image 1,1,,
4.995,2894.14,µm^3,Cumulative Volume,Image 1,1,,
5.265,3142.99,µm^3,Cumulative Volume,Image 1,1,,
5.535,3398.46,µm^3,Cumulative Volume,Image 1,1,,
5.805,3660.48,µm^3,Cumulative Volume,Image 1,1,,
6.075,3928.51,µm^3,Cumulative Volume,Image 1,1,,
6.345,4202.99,µm^3,Cumulative Volume,Image 1,1,,
6.615,4483.92,µm^3,Cumulative Volume,Image 1,1,,
6.885,4768.51,µm^3,Cumulative Volume,Image 1,1,,
7.155,5056.6,µm^3,Cumulative Volume,Image 1,1,,
7.425,5347.77,µm^3,Cumulative Volume,Image 1,1,,
7.695,5642.39,µm^3,Cumulative Volume,Image 1,1,,
7.965,5939.87,µm^3,Cumulative Volume,Image 1,1,,
8.235,6240.05,µm^3,Cumulative Volume,Image 1,1,,
8.505,6539.56,µm^3,Cumulative Volume,Image 1,1,,
8.775,6840.05,µm^3,Cumulative Volume,Image 1,1,,
9.045,7138.58,µm^3,Cumulative Volume,Image 1,1,,
9.315,7430.67,µm^3,Cumulative Volume,Image 1,1,,
9.585,7716.98,µm^3,Cumulative Volume,Image 1,1,,
9.855,7995.17,µm^3,Cumulative Volume,Image 1,1,,
10.125,8266.86,µm^3,Cumulative Volume,Image 1,1,,
10.395,8530.63,µm^3,Cumulative Volume,Image 1,1,,
10.665,8787.66,µm^3,Cumulative Volume,Image 1,1,,
10.935,9036.25,µm^3,Cumulative Volume,Image 1,1,,
11.205,9277.47,µm^3,Cumulative Volume,Image 1,1,,
11.475,9509.43,µm^3,Cumulative Volume,Image 1,1,,
11.745,9730.47,µm^3,Cumulative Volume,Image 1,1,,
12.015,9941.96,µm^3,Cumulative Volume,Image 1,1,,
12.285,10142.9,µm^3,Cumulative Volume,Image 1,1,,
12.555,10334.8,µm^3,Cumulative Volume,Image 1,1,,
12.825,10516.4,µm^3,Cumulative Volume,Image 1,1,,
13.095,10688.9,µm^3,Cumulative Volume,Image 1,1,,
13.365,10851,µm^3,Cumulative Volume,Image 1,1,,
13.635,11001.2,µm^3,Cumulative Volume,Image 1,1,,
13.905,11140.8,µm^3,Cumulative Volume,Image 1,1,,
14.175,11269.6,µm^3,Cumulative Volume,Image 1,1,,
14.445,11388.7,µm^3,Cumulative Volume,Image 1,1,,
14.715,11497.6,µm^3,Cumulative Volume,Image 1,1,,
14.985,11597.5,µm^3,Cumulative Volume,Image 1,1,,
15.255,11688.3,µm^3,Cumulative Volume,Image 1,1,,
15.525,11771.6,µm^3,Cumulative Volume,Image 1,1,,
15.795,11847.7,µm^3,Cumulative Volume,Image 1,1,,
16.065,11916.9,µm^3,Cumulative Volume,Image 1,1,,
16.335,11981.1,µm^3,Cumulative Volume,Image 1,1,,
16.605,12039.4,µm^3,Cumulative Volume,Image 1,1,,
16.875,12093,µm^3,Cumulative Volume,Image 1,1,,
17.145,12143,µm^3,Cumulative Volume,Image 1,1,,
17.415,12189.9,µm^3,Cumulative Volume,Image 1,1,,
17.685,12232.8,µm^3,Cumulative Volume,Image 1,1,,
17.955,12272.5,µm^3,Cumulative Volume,Image 1,1,,
18.225,12309.3,µm^3,Cumulative Volume,Image 1,1,,
18.495,12342.6,µm^3,Cumulative Volume,Image 1,1,,
18.765,12372.7,µm^3,Cumulative Volume,Image 1,1,,
19.035,12399.8,µm^3,Cumulative Volume,Image 1,1,,
