
Intensity Max Ch=32 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
542,,Surface,32,Image 1,1,0,
1371,,Surface,32,Image 1,1,1,
1290,,Surface,32,Image 1,1,2,
383,,Surface,32,Image 1,1,3,
539,,Surface,32,Image 1,1,4,
1411,,Surface,32,Image 1,1,5,
943,,Surface,32,Image 1,1,6,
1721,,Surface,32,Image 1,1,7,
951,,Surface,32,Image 1,1,8,
688,,Surface,32,Image 1,1,9,
2341,,Surface,32,Image 1,1,10,
2534,,Surface,32,Image 1,1,11,
2430,,Surface,32,Image 1,1,12,
955,,Surface,32,Image 1,1,13,
620,,Surface,32,Image 1,1,14,
3259,,Surface,32,Image 1,1,15,
