
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
331.845,609.273,20.3087,µm,Surface,Position,1,0,
332.28,608.642,19.9054,µm,Surface,Position,1,1,
330.814,610.278,21.1978,µm,Surface,Position,1,2,
342.683,600.184,9.97471,µm,Surface,Position,1,3,
332.778,607.937,18.9551,µm,Surface,Position,1,4,
334.216,606.789,17.0587,µm,Surface,Position,1,5,
333.586,607.37,17.9462,µm,Surface,Position,1,6,
334.801,606.106,16.0833,µm,Surface,Position,1,7,
341.937,600.641,9.94356,µm,Surface,Position,1,8,
339.872,602.043,10.5716,µm,Surface,Position,1,9,
335.458,605.297,14.6887,µm,Surface,Position,1,10,
340.923,601.391,10.1866,µm,Surface,Position,1,11,
327.942,612.051,24.87,µm,Surface,Position,1,12,
336.089,604.742,13.6525,µm,Surface,Position,1,13,
338.524,602.797,10.9891,µm,Surface,Position,1,14,
337.155,603.703,12.0141,µm,Surface,Position,1,15,
