
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
82,,Surface,1,Image 1,1,0,
297,,Surface,1,Image 1,1,1,
127,,Surface,1,Image 1,1,2,
1289,,Surface,1,Image 1,1,3,
296,,Surface,1,Image 1,1,4,
181,,Surface,1,Image 1,1,5,
266,,Surface,1,Image 1,1,6,
258,,Surface,1,Image 1,1,7,
401,,Surface,1,Image 1,1,8,
248,,Surface,1,Image 1,1,9,
224,,Surface,1,Image 1,1,10,
417,,Surface,1,Image 1,1,11,
33,,Surface,1,Image 1,1,12,
286,,Surface,1,Image 1,1,13,
307,,Surface,1,Image 1,1,14,
148,,Surface,1,Image 1,1,15,
