
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.135,38.5484,µm^3,Cumulative Volume Outside,Image 1,1,,
0.405,91.3692,µm^3,Cumulative Volume Outside,Image 1,1,,
0.675,157.997,µm^3,Cumulative Volume Outside,Image 1,1,,
0.945,237.127,µm^3,Cumulative Volume Outside,Image 1,1,,
1.215,328.705,µm^3,Cumulative Volume Outside,Image 1,1,,
1.485,433.273,µm^3,Cumulative Volume Outside,Image 1,1,,
1.755,550.545,µm^3,Cumulative Volume Outside,Image 1,1,,
2.025,680.386,µm^3,Cumulative Volume Outside,Image 1,1,,
2.295,822.955,µm^3,Cumulative Volume Outside,Image 1,1,,
2.565,977.995,µm^3,Cumulative Volume Outside,Image 1,1,,
2.835,1145.3,µm^3,Cumulative Volume Outside,Image 1,1,,
3.105,1324.44,µm^3,Cumulative Volume Outside,Image 1,1,,
3.375,1515.09,µm^3,Cumulative Volume Outside,Image 1,1,,
3.645,1715.59,µm^3,Cumulative Volume Outside,Image 1,1,,
3.915,1926.18,µm^3,Cumulative Volume Outside,Image 1,1,,
4.185,2146.44,µm^3,Cumulative Volume Outside,Image 1,1,,
4.455,2375.51,µm^3,Cumulative Volume Outside,Image 1,1,,
4.725,2611.05,µm^3,Cumulative Volume Outside,Image 1,1,,
4.995,2853.09,µm^3,Cumulative Volume Outside,Image 1,1,,
5.265,3101.95,µm^3,Cumulative Volume Outside,Image 1,1,,
5.535,3357.41,µm^3,Cumulative Volume Outside,Image 1,1,,
5.805,3619.43,µm^3,Cumulative Volume Outside,Image 1,1,,
6.075,3887.46,µm^3,Cumulative Volume Outside,Image 1,1,,
6.345,4161.94,µm^3,Cumulative Volume Outside,Image 1,1,,
6.615,4442.87,µm^3,Cumulative Volume Outside,Image 1,1,,
6.885,4727.46,µm^3,Cumulative Volume Outside,Image 1,1,,
7.155,5015.55,µm^3,Cumulative Volume Outside,Image 1,1,,
7.425,5306.72,µm^3,Cumulative Volume Outside,Image 1,1,,
7.695,5601.34,µm^3,Cumulative Volume Outside,Image 1,1,,
7.965,5898.82,µm^3,Cumulative Volume Outside,Image 1,1,,
8.235,6199,µm^3,Cumulative Volume Outside,Image 1,1,,
8.505,6498.51,µm^3,Cumulative Volume Outside,Image 1,1,,
8.775,6799,µm^3,Cumulative Volume Outside,Image 1,1,,
9.045,7097.54,µm^3,Cumulative Volume Outside,Image 1,1,,
9.315,7389.62,µm^3,Cumulative Volume Outside,Image 1,1,,
9.585,7675.93,µm^3,Cumulative Volume Outside,Image 1,1,,
9.855,7954.12,µm^3,Cumulative Volume Outside,Image 1,1,,
10.125,8225.81,µm^3,Cumulative Volume Outside,Image 1,1,,
10.395,8489.58,µm^3,Cumulative Volume Outside,Image 1,1,,
10.665,8746.61,µm^3,Cumulative Volume Outside,Image 1,1,,
10.935,8995.2,µm^3,Cumulative Volume Outside,Image 1,1,,
11.205,9236.42,µm^3,Cumulative Volume Outside,Image 1,1,,
11.475,9468.38,µm^3,Cumulative Volume Outside,Image 1,1,,
11.745,9689.42,µm^3,Cumulative Volume Outside,Image 1,1,,
12.015,9900.91,µm^3,Cumulative Volume Outside,Image 1,1,,
12.285,10101.9,µm^3,Cumulative Volume Outside,Image 1,1,,
12.555,10293.8,µm^3,Cumulative Volume Outside,Image 1,1,,
12.825,10475.4,µm^3,Cumulative Volume Outside,Image 1,1,,
13.095,10647.9,µm^3,Cumulative Volume Outside,Image 1,1,,
13.365,10809.9,µm^3,Cumulative Volume Outside,Image 1,1,,
13.635,10960.1,µm^3,Cumulative Volume Outside,Image 1,1,,
13.905,11099.7,µm^3,Cumulative Volume Outside,Image 1,1,,
14.175,11228.5,µm^3,Cumulative Volume Outside,Image 1,1,,
14.445,11347.7,µm^3,Cumulative Volume Outside,Image 1,1,,
14.715,11456.6,µm^3,Cumulative Volume Outside,Image 1,1,,
14.985,11556.4,µm^3,Cumulative Volume Outside,Image 1,1,,
15.255,11647.3,µm^3,Cumulative Volume Outside,Image 1,1,,
15.525,11730.6,µm^3,Cumulative Volume Outside,Image 1,1,,
15.795,11806.7,µm^3,Cumulative Volume Outside,Image 1,1,,
16.065,11875.9,µm^3,Cumulative Volume Outside,Image 1,1,,
16.335,11940,µm^3,Cumulative Volume Outside,Image 1,1,,
16.605,11998.4,µm^3,Cumulative Volume Outside,Image 1,1,,
16.875,12052,µm^3,Cumulative Volume Outside,Image 1,1,,
17.145,12101.9,µm^3,Cumulative Volume Outside,Image 1,1,,
17.415,12148.8,µm^3,Cumulative Volume Outside,Image 1,1,,
17.685,12191.8,µm^3,Cumulative Volume Outside,Image 1,1,,
17.955,12231.4,µm^3,Cumulative Volume Outside,Image 1,1,,
18.225,12268.3,µm^3,Cumulative Volume Outside,Image 1,1,,
18.495,12301.6,µm^3,Cumulative Volume Outside,Image 1,1,,
18.765,12331.6,µm^3,Cumulative Volume Outside,Image 1,1,,
19.035,12358.8,µm^3,Cumulative Volume Outside,Image 1,1,,
