
Intensity Sum Ch=8 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
69459,,Surface,8,Image 1,1,0,
76421,,Surface,8,Image 1,1,1,
158410,,Surface,8,Image 1,1,2,
6114,,Surface,8,Image 1,1,3,
294387,,Surface,8,Image 1,1,4,
64959,,Surface,8,Image 1,1,5,
74823,,Surface,8,Image 1,1,6,
174541,,Surface,8,Image 1,1,7,
94009,,Surface,8,Image 1,1,8,
87786,,Surface,8,Image 1,1,9,
367562,,Surface,8,Image 1,1,10,
118875,,Surface,8,Image 1,1,11,
1.89997e+06,,Surface,8,Image 1,1,12,
246073,,Surface,8,Image 1,1,13,
128901,,Surface,8,Image 1,1,14,
249734,,Surface,8,Image 1,1,15,
