
Intensity Min Ch=10 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
46,,Surface,10,Image 1,1,0,
334,,Surface,10,Image 1,1,1,
0,,Surface,10,Image 1,1,2,
0,,Surface,10,Image 1,1,3,
434,,Surface,10,Image 1,1,4,
0,,Surface,10,Image 1,1,5,
0,,Surface,10,Image 1,1,6,
119,,Surface,10,Image 1,1,7,
0,,Surface,10,Image 1,1,8,
0,,Surface,10,Image 1,1,9,
0,,Surface,10,Image 1,1,10,
0,,Surface,10,Image 1,1,11,
0,,Surface,10,Image 1,1,12,
0,,Surface,10,Image 1,1,13,
0,,Surface,10,Image 1,1,14,
0,,Surface,10,Image 1,1,15,
