
Intensity Sum of Square Ch=25 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
1.1044e+06,,Surface,25,Image 1,1,0,
1.23193e+06,,Surface,25,Image 1,1,1,
3.39627e+06,,Surface,25,Image 1,1,2,
5.19279e+08,,Surface,25,Image 1,1,3,
5.63553e+06,,Surface,25,Image 1,1,4,
2.00252e+06,,Surface,25,Image 1,1,5,
1.60398e+07,,Surface,25,Image 1,1,6,
911618,,Surface,25,Image 1,1,7,
1.36246e+08,,Surface,25,Image 1,1,8,
9.25653e+06,,Surface,25,Image 1,1,9,
5.1444e+06,,Surface,25,Image 1,1,10,
4.09572e+07,,Surface,25,Image 1,1,11,
3.30933e+09,,Surface,25,Image 1,1,12,
5.09188e+06,,Surface,25,Image 1,1,13,
5.10146e+06,,Surface,25,Image 1,1,14,
8.64404e+06,,Surface,25,Image 1,1,15,
