
Position X
 ==================== 
Position X,Unit,Category,Collection,Time,ID,
331.845,µm,Surface,Position,1,0,
332.28,µm,Surface,Position,1,1,
330.814,µm,Surface,Position,1,2,
342.683,µm,Surface,Position,1,3,
332.778,µm,Surface,Position,1,4,
334.216,µm,Surface,Position,1,5,
333.586,µm,Surface,Position,1,6,
334.801,µm,Surface,Position,1,7,
341.937,µm,Surface,Position,1,8,
339.872,µm,Surface,Position,1,9,
335.458,µm,Surface,Position,1,10,
340.923,µm,Surface,Position,1,11,
327.942,µm,Surface,Position,1,12,
336.089,µm,Surface,Position,1,13,
338.524,µm,Surface,Position,1,14,
337.155,µm,Surface,Position,1,15,
