
Intensity Min Ch=3 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,ID,
228,,Surface,3,Image 1,1,0,
214,,Surface,3,Image 1,1,1,
203,,Surface,3,Image 1,1,2,
271,,Surface,3,Image 1,1,3,
183,,Surface,3,Image 1,1,4,
162,,Surface,3,Image 1,1,5,
187,,Surface,3,Image 1,1,6,
202,,Surface,3,Image 1,1,7,
213,,Surface,3,Image 1,1,8,
133,,Surface,3,Image 1,1,9,
153,,Surface,3,Image 1,1,10,
150,,Surface,3,Image 1,1,11,
139,,Surface,3,Image 1,1,12,
254,,Surface,3,Image 1,1,13,
231,,Surface,3,Image 1,1,14,
193,,Surface,3,Image 1,1,15,
