
Intensity Mean Ch=13 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.132576,,Surface,13,Image 1,1,0,
7.63929,,Surface,13,Image 1,1,1,
11.1319,,Surface,13,Image 1,1,2,
259.697,,Surface,13,Image 1,1,3,
22.5532,,Surface,13,Image 1,1,4,
8.82527,,Surface,13,Image 1,1,5,
16.908,,Surface,13,Image 1,1,6,
23.9041,,Surface,13,Image 1,1,7,
0,,Surface,13,Image 1,1,8,
5.9375,,Surface,13,Image 1,1,9,
10.1093,,Surface,13,Image 1,1,10,
1.6344,,Surface,13,Image 1,1,11,
299.221,,Surface,13,Image 1,1,12,
20.6614,,Surface,13,Image 1,1,13,
8.35153,,Surface,13,Image 1,1,14,
7.81849,,Surface,13,Image 1,1,15,
