
Position Z
 ==================== 
Position Z,Unit,Category,Collection,Time,ID,
20.3087,µm,Surface,Position,1,0,
19.9054,µm,Surface,Position,1,1,
21.1978,µm,Surface,Position,1,2,
9.97471,µm,Surface,Position,1,3,
18.9551,µm,Surface,Position,1,4,
17.0587,µm,Surface,Position,1,5,
17.9462,µm,Surface,Position,1,6,
16.0833,µm,Surface,Position,1,7,
9.94356,µm,Surface,Position,1,8,
10.5716,µm,Surface,Position,1,9,
14.6887,µm,Surface,Position,1,10,
10.1866,µm,Surface,Position,1,11,
24.87,µm,Surface,Position,1,12,
13.6525,µm,Surface,Position,1,13,
10.9891,µm,Surface,Position,1,14,
12.0141,µm,Surface,Position,1,15,
