
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.134,13.4309,µm^3,Cumulative Volume Outside,Image 1,1,,
0.402,31.8463,µm^3,Cumulative Volume Outside,Image 1,1,,
0.67,55.2806,µm^3,Cumulative Volume Outside,Image 1,1,,
0.938,83.5414,µm^3,Cumulative Volume Outside,Image 1,1,,
1.206,116.466,µm^3,Cumulative Volume Outside,Image 1,1,,
1.474,154.197,µm^3,Cumulative Volume Outside,Image 1,1,,
1.742,196.971,µm^3,Cumulative Volume Outside,Image 1,1,,
2.01,245.161,µm^3,Cumulative Volume Outside,Image 1,1,,
2.278,298.796,µm^3,Cumulative Volume Outside,Image 1,1,,
2.546,358.01,µm^3,Cumulative Volume Outside,Image 1,1,,
2.814,423.06,µm^3,Cumulative Volume Outside,Image 1,1,,
3.082,494.117,µm^3,Cumulative Volume Outside,Image 1,1,,
3.35,571.546,µm^3,Cumulative Volume Outside,Image 1,1,,
3.618,654.862,µm^3,Cumulative Volume Outside,Image 1,1,,
3.886,742.247,µm^3,Cumulative Volume Outside,Image 1,1,,
4.154,833.076,µm^3,Cumulative Volume Outside,Image 1,1,,
4.422,927.781,µm^3,Cumulative Volume Outside,Image 1,1,,
4.69,1026.56,µm^3,Cumulative Volume Outside,Image 1,1,,
4.958,1130.25,µm^3,Cumulative Volume Outside,Image 1,1,,
5.226,1238.64,µm^3,Cumulative Volume Outside,Image 1,1,,
5.494,1351.67,µm^3,Cumulative Volume Outside,Image 1,1,,
5.762,1470.1,µm^3,Cumulative Volume Outside,Image 1,1,,
6.03,1593.38,µm^3,Cumulative Volume Outside,Image 1,1,,
6.298,1721.85,µm^3,Cumulative Volume Outside,Image 1,1,,
6.566,1853.84,µm^3,Cumulative Volume Outside,Image 1,1,,
6.834,1987.49,µm^3,Cumulative Volume Outside,Image 1,1,,
7.102,2123.16,µm^3,Cumulative Volume Outside,Image 1,1,,
7.37,2260.66,µm^3,Cumulative Volume Outside,Image 1,1,,
7.638,2399.92,µm^3,Cumulative Volume Outside,Image 1,1,,
7.906,2541.74,µm^3,Cumulative Volume Outside,Image 1,1,,
8.174,2685.35,µm^3,Cumulative Volume Outside,Image 1,1,,
8.442,2831.68,µm^3,Cumulative Volume Outside,Image 1,1,,
8.71,2981.26,µm^3,Cumulative Volume Outside,Image 1,1,,
8.978,3132.48,µm^3,Cumulative Volume Outside,Image 1,1,,
9.246,3285.79,µm^3,Cumulative Volume Outside,Image 1,1,,
9.514,3441.87,µm^3,Cumulative Volume Outside,Image 1,1,,
9.782,3600.26,µm^3,Cumulative Volume Outside,Image 1,1,,
10.05,3756.77,µm^3,Cumulative Volume Outside,Image 1,1,,
10.318,3910.23,µm^3,Cumulative Volume Outside,Image 1,1,,
10.586,4061,µm^3,Cumulative Volume Outside,Image 1,1,,
10.854,4207.88,µm^3,Cumulative Volume Outside,Image 1,1,,
11.122,4352.13,µm^3,Cumulative Volume Outside,Image 1,1,,
11.39,4494.61,µm^3,Cumulative Volume Outside,Image 1,1,,
11.658,4633.54,µm^3,Cumulative Volume Outside,Image 1,1,,
11.926,4769.27,µm^3,Cumulative Volume Outside,Image 1,1,,
12.194,4902.57,µm^3,Cumulative Volume Outside,Image 1,1,,
12.462,5033.28,µm^3,Cumulative Volume Outside,Image 1,1,,
12.73,5158.38,µm^3,Cumulative Volume Outside,Image 1,1,,
12.998,5276.53,µm^3,Cumulative Volume Outside,Image 1,1,,
13.266,5387.45,µm^3,Cumulative Volume Outside,Image 1,1,,
13.534,5490.14,µm^3,Cumulative Volume Outside,Image 1,1,,
13.802,5586.11,µm^3,Cumulative Volume Outside,Image 1,1,,
14.07,5676.93,µm^3,Cumulative Volume Outside,Image 1,1,,
14.338,5762.55,µm^3,Cumulative Volume Outside,Image 1,1,,
14.606,5844.15,µm^3,Cumulative Volume Outside,Image 1,1,,
14.874,5922.85,µm^3,Cumulative Volume Outside,Image 1,1,,
15.142,5998.03,µm^3,Cumulative Volume Outside,Image 1,1,,
15.41,6070.1,µm^3,Cumulative Volume Outside,Image 1,1,,
15.678,6139.88,µm^3,Cumulative Volume Outside,Image 1,1,,
15.946,6207.65,µm^3,Cumulative Volume Outside,Image 1,1,,
16.214,6272.35,µm^3,Cumulative Volume Outside,Image 1,1,,
16.482,6334.62,µm^3,Cumulative Volume Outside,Image 1,1,,
16.75,6395.36,µm^3,Cumulative Volume Outside,Image 1,1,,
17.018,6455.23,µm^3,Cumulative Volume Outside,Image 1,1,,
17.286,6514.87,µm^3,Cumulative Volume Outside,Image 1,1,,
17.554,6574.73,µm^3,Cumulative Volume Outside,Image 1,1,,
17.822,6633.6,µm^3,Cumulative Volume Outside,Image 1,1,,
18.09,6691.82,µm^3,Cumulative Volume Outside,Image 1,1,,
18.358,6749.88,µm^3,Cumulative Volume Outside,Image 1,1,,
18.626,6808.09,µm^3,Cumulative Volume Outside,Image 1,1,,
18.894,6866.39,µm^3,Cumulative Volume Outside,Image 1,1,,
19.162,6925.06,µm^3,Cumulative Volume Outside,Image 1,1,,
19.43,6984.22,µm^3,Cumulative Volume Outside,Image 1,1,,
19.698,7042,µm^3,Cumulative Volume Outside,Image 1,1,,
19.966,7097.44,µm^3,Cumulative Volume Outside,Image 1,1,,
20.234,7148.35,µm^3,Cumulative Volume Outside,Image 1,1,,
20.502,7192.75,µm^3,Cumulative Volume Outside,Image 1,1,,
20.77,7230.13,µm^3,Cumulative Volume Outside,Image 1,1,,
21.038,7260.98,µm^3,Cumulative Volume Outside,Image 1,1,,
