
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
234.2,605.39,21.2161,µm,Surface,Position,1,0,
234.975,605.79,20.6683,µm,Surface,Position,1,1,
236.346,606.428,19.0904,µm,Surface,Position,1,2,
232.892,604.396,21.3244,µm,Surface,Position,1,3,
231.554,603.743,20.3642,µm,Surface,Position,1,4,
230.238,603.36,20.4386,µm,Surface,Position,1,5,
228.745,603.172,19.9914,µm,Surface,Position,1,6,
228.081,602.123,19.1448,µm,Surface,Position,1,7,
227.79,600.45,17.9521,µm,Surface,Position,1,8,
228.704,599.276,15.78,µm,Surface,Position,1,9,
