
Cumulative Volume Inside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Inside,Unit,Collection,Image,Time,ID,
-1.206,0.439776,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.938,2.0433,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.67,6.95311,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.402,18.7817,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.134,40.49,µm^3,Cumulative Volume Inside,Image 1,1,,
