
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-1.206,0.439776,µm^3,Cumulative Volume,Image 1,1,,
-0.938,2.0433,µm^3,Cumulative Volume,Image 1,1,,
-0.67,6.95311,µm^3,Cumulative Volume,Image 1,1,,
-0.402,18.7817,µm^3,Cumulative Volume,Image 1,1,,
-0.134,40.49,µm^3,Cumulative Volume,Image 1,1,,
0.134,74.4838,µm^3,Cumulative Volume,Image 1,1,,
0.402,120.131,µm^3,Cumulative Volume,Image 1,1,,
0.67,177.656,µm^3,Cumulative Volume,Image 1,1,,
0.938,247.345,µm^3,Cumulative Volume,Image 1,1,,
1.206,329.022,µm^3,Cumulative Volume,Image 1,1,,
1.474,423.217,µm^3,Cumulative Volume,Image 1,1,,
1.742,530.612,µm^3,Cumulative Volume,Image 1,1,,
2.01,651.364,µm^3,Cumulative Volume,Image 1,1,,
2.278,784.239,µm^3,Cumulative Volume,Image 1,1,,
2.546,928.564,µm^3,Cumulative Volume,Image 1,1,,
2.814,1084.17,µm^3,Cumulative Volume,Image 1,1,,
3.082,1251.32,µm^3,Cumulative Volume,Image 1,1,,
3.35,1431.08,µm^3,Cumulative Volume,Image 1,1,,
3.618,1623.95,µm^3,Cumulative Volume,Image 1,1,,
3.886,1828.9,µm^3,Cumulative Volume,Image 1,1,,
4.154,2045.79,µm^3,Cumulative Volume,Image 1,1,,
4.422,2275.69,µm^3,Cumulative Volume,Image 1,1,,
4.69,2518.55,µm^3,Cumulative Volume,Image 1,1,,
4.958,2775.56,µm^3,Cumulative Volume,Image 1,1,,
5.226,3045.88,µm^3,Cumulative Volume,Image 1,1,,
5.494,3328.69,µm^3,Cumulative Volume,Image 1,1,,
5.762,3625.54,µm^3,Cumulative Volume,Image 1,1,,
6.03,3935.1,µm^3,Cumulative Volume,Image 1,1,,
6.298,4259.47,µm^3,Cumulative Volume,Image 1,1,,
6.566,4597.27,µm^3,Cumulative Volume,Image 1,1,,
6.834,4946.73,µm^3,Cumulative Volume,Image 1,1,,
7.102,5308.41,µm^3,Cumulative Volume,Image 1,1,,
7.37,5680.84,µm^3,Cumulative Volume,Image 1,1,,
7.638,6061.81,µm^3,Cumulative Volume,Image 1,1,,
7.906,6449.89,µm^3,Cumulative Volume,Image 1,1,,
8.174,6840.08,µm^3,Cumulative Volume,Image 1,1,,
8.442,7233.84,µm^3,Cumulative Volume,Image 1,1,,
8.71,7632.89,µm^3,Cumulative Volume,Image 1,1,,
8.978,8033.07,µm^3,Cumulative Volume,Image 1,1,,
9.246,8435.49,µm^3,Cumulative Volume,Image 1,1,,
9.514,8841.85,µm^3,Cumulative Volume,Image 1,1,,
9.782,9251.35,µm^3,Cumulative Volume,Image 1,1,,
10.05,9657,µm^3,Cumulative Volume,Image 1,1,,
10.318,10059.9,µm^3,Cumulative Volume,Image 1,1,,
10.586,10462.1,µm^3,Cumulative Volume,Image 1,1,,
10.854,10859.4,µm^3,Cumulative Volume,Image 1,1,,
11.122,11253.7,µm^3,Cumulative Volume,Image 1,1,,
11.39,11646.9,µm^3,Cumulative Volume,Image 1,1,,
11.658,12034,µm^3,Cumulative Volume,Image 1,1,,
11.926,12415.8,µm^3,Cumulative Volume,Image 1,1,,
12.194,12794.8,µm^3,Cumulative Volume,Image 1,1,,
12.462,13172.5,µm^3,Cumulative Volume,Image 1,1,,
12.73,13544,µm^3,Cumulative Volume,Image 1,1,,
12.998,13909.1,µm^3,Cumulative Volume,Image 1,1,,
13.266,14266.7,µm^3,Cumulative Volume,Image 1,1,,
13.534,14609.9,µm^3,Cumulative Volume,Image 1,1,,
13.802,14938.2,µm^3,Cumulative Volume,Image 1,1,,
14.07,15252.3,µm^3,Cumulative Volume,Image 1,1,,
14.338,15548.6,µm^3,Cumulative Volume,Image 1,1,,
14.606,15828.4,µm^3,Cumulative Volume,Image 1,1,,
14.874,16093.1,µm^3,Cumulative Volume,Image 1,1,,
15.142,16339.3,µm^3,Cumulative Volume,Image 1,1,,
15.41,16567.9,µm^3,Cumulative Volume,Image 1,1,,
15.678,16781.1,µm^3,Cumulative Volume,Image 1,1,,
15.946,16980.1,µm^3,Cumulative Volume,Image 1,1,,
16.214,17161.9,µm^3,Cumulative Volume,Image 1,1,,
16.482,17327.7,µm^3,Cumulative Volume,Image 1,1,,
16.75,17478.5,µm^3,Cumulative Volume,Image 1,1,,
17.018,17615.2,µm^3,Cumulative Volume,Image 1,1,,
17.286,17738.1,µm^3,Cumulative Volume,Image 1,1,,
17.554,17847.7,µm^3,Cumulative Volume,Image 1,1,,
17.822,17942.1,µm^3,Cumulative Volume,Image 1,1,,
18.09,18023.2,µm^3,Cumulative Volume,Image 1,1,,
18.358,18092.7,µm^3,Cumulative Volume,Image 1,1,,
18.626,18151.9,µm^3,Cumulative Volume,Image 1,1,,
18.894,18201.8,µm^3,Cumulative Volume,Image 1,1,,
