
Volume Outside Img=1
 ==================== 
Distance to Surface,Volume Outside,Unit,Collection,Image,Time,ID,
0.134,33.9938,µm^3,Volume Outside,Image 1,1,,
0.402,45.6473,µm^3,Volume Outside,Image 1,1,,
0.67,57.5249,µm^3,Volume Outside,Image 1,1,,
0.938,69.6891,µm^3,Volume Outside,Image 1,1,,
1.206,81.677,µm^3,Volume Outside,Image 1,1,,
1.474,94.1953,µm^3,Volume Outside,Image 1,1,,
1.742,107.395,µm^3,Volume Outside,Image 1,1,,
2.01,120.752,µm^3,Volume Outside,Image 1,1,,
2.278,132.875,µm^3,Volume Outside,Image 1,1,,
2.546,144.325,µm^3,Volume Outside,Image 1,1,,
2.814,155.602,µm^3,Volume Outside,Image 1,1,,
3.082,167.153,µm^3,Volume Outside,Image 1,1,,
3.35,179.762,µm^3,Volume Outside,Image 1,1,,
3.618,192.869,µm^3,Volume Outside,Image 1,1,,
3.886,204.953,µm^3,Volume Outside,Image 1,1,,
4.154,216.89,µm^3,Volume Outside,Image 1,1,,
4.422,229.899,µm^3,Volume Outside,Image 1,1,,
4.69,242.863,µm^3,Volume Outside,Image 1,1,,
4.958,257.008,µm^3,Volume Outside,Image 1,1,,
5.226,270.314,µm^3,Volume Outside,Image 1,1,,
5.494,282.81,µm^3,Volume Outside,Image 1,1,,
5.762,296.857,µm^3,Volume Outside,Image 1,1,,
6.03,309.558,µm^3,Volume Outside,Image 1,1,,
6.298,324.372,µm^3,Volume Outside,Image 1,1,,
6.566,337.802,µm^3,Volume Outside,Image 1,1,,
6.834,349.451,µm^3,Volume Outside,Image 1,1,,
7.102,361.682,µm^3,Volume Outside,Image 1,1,,
7.37,372.436,µm^3,Volume Outside,Image 1,1,,
7.638,380.962,µm^3,Volume Outside,Image 1,1,,
7.906,388.083,µm^3,Volume Outside,Image 1,1,,
8.174,390.193,µm^3,Volume Outside,Image 1,1,,
8.442,393.756,µm^3,Volume Outside,Image 1,1,,
8.71,399.053,µm^3,Volume Outside,Image 1,1,,
8.978,400.181,µm^3,Volume Outside,Image 1,1,,
9.246,402.416,µm^3,Volume Outside,Image 1,1,,
9.514,406.359,µm^3,Volume Outside,Image 1,1,,
9.782,409.505,µm^3,Volume Outside,Image 1,1,,
10.05,405.65,µm^3,Volume Outside,Image 1,1,,
10.318,402.926,µm^3,Volume Outside,Image 1,1,,
10.586,402.136,µm^3,Volume Outside,Image 1,1,,
10.854,397.306,µm^3,Volume Outside,Image 1,1,,
11.122,394.328,µm^3,Volume Outside,Image 1,1,,
11.39,393.248,µm^3,Volume Outside,Image 1,1,,
11.658,387.074,µm^3,Volume Outside,Image 1,1,,
11.926,381.817,µm^3,Volume Outside,Image 1,1,,
12.194,378.953,µm^3,Volume Outside,Image 1,1,,
12.462,377.675,µm^3,Volume Outside,Image 1,1,,
12.73,371.56,µm^3,Volume Outside,Image 1,1,,
12.998,365.026,µm^3,Volume Outside,Image 1,1,,
13.266,357.607,µm^3,Volume Outside,Image 1,1,,
13.534,343.205,µm^3,Volume Outside,Image 1,1,,
13.802,328.384,µm^3,Volume Outside,Image 1,1,,
14.07,314.075,µm^3,Volume Outside,Image 1,1,,
14.338,296.243,µm^3,Volume Outside,Image 1,1,,
14.606,279.864,µm^3,Volume Outside,Image 1,1,,
14.874,264.653,µm^3,Volume Outside,Image 1,1,,
15.142,246.266,µm^3,Volume Outside,Image 1,1,,
15.41,228.554,µm^3,Volume Outside,Image 1,1,,
15.678,213.18,µm^3,Volume Outside,Image 1,1,,
15.946,199.026,µm^3,Volume Outside,Image 1,1,,
16.214,181.774,µm^3,Volume Outside,Image 1,1,,
16.482,165.794,µm^3,Volume Outside,Image 1,1,,
16.75,150.869,µm^3,Volume Outside,Image 1,1,,
17.018,136.639,µm^3,Volume Outside,Image 1,1,,
17.286,122.93,µm^3,Volume Outside,Image 1,1,,
17.554,109.551,µm^3,Volume Outside,Image 1,1,,
17.822,94.466,µm^3,Volume Outside,Image 1,1,,
18.09,81.1,µm^3,Volume Outside,Image 1,1,,
18.358,69.4601,µm^3,Volume Outside,Image 1,1,,
18.626,59.1664,µm^3,Volume Outside,Image 1,1,,
18.894,49.9776,µm^3,Volume Outside,Image 1,1,,
