
Volume Inside Img=1
 ==================== 
Distance to Surface,Volume Inside,Unit,Collection,Image,Time,ID,
-1.206,0.439776,µm^3,Volume Inside,Image 1,1,,
-0.938,1.60353,µm^3,Volume Inside,Image 1,1,,
-0.67,4.90981,µm^3,Volume Inside,Image 1,1,,
-0.402,11.8286,µm^3,Volume Inside,Image 1,1,,
-0.134,21.7083,µm^3,Volume Inside,Image 1,1,,
