
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.134,6.92127,µm^3,Cumulative Volume Outside,Image 1,1,,
0.402,16.9871,µm^3,Cumulative Volume Outside,Image 1,1,,
0.67,30.6716,µm^3,Cumulative Volume Outside,Image 1,1,,
0.938,48.4807,µm^3,Cumulative Volume Outside,Image 1,1,,
1.206,70.7647,µm^3,Cumulative Volume Outside,Image 1,1,,
1.474,98.0394,µm^3,Cumulative Volume Outside,Image 1,1,,
1.742,130.961,µm^3,Cumulative Volume Outside,Image 1,1,,
2.01,170.067,µm^3,Cumulative Volume Outside,Image 1,1,,
2.278,215.647,µm^3,Cumulative Volume Outside,Image 1,1,,
2.546,268.105,µm^3,Cumulative Volume Outside,Image 1,1,,
2.814,327.919,µm^3,Cumulative Volume Outside,Image 1,1,,
3.082,395.558,µm^3,Cumulative Volume Outside,Image 1,1,,
3.35,471.961,µm^3,Cumulative Volume Outside,Image 1,1,,
3.618,557.755,µm^3,Cumulative Volume Outside,Image 1,1,,
3.886,652.822,µm^3,Cumulative Volume Outside,Image 1,1,,
4.154,757.368,µm^3,Cumulative Volume Outside,Image 1,1,,
4.422,872.277,µm^3,Cumulative Volume Outside,Image 1,1,,
4.69,997.94,µm^3,Cumulative Volume Outside,Image 1,1,,
4.958,1135.43,µm^3,Cumulative Volume Outside,Image 1,1,,
5.226,1284.74,µm^3,Cumulative Volume Outside,Image 1,1,,
5.494,1445.82,µm^3,Cumulative Volume Outside,Image 1,1,,
5.762,1619.95,µm^3,Cumulative Volume Outside,Image 1,1,,
6.03,1806.8,µm^3,Cumulative Volume Outside,Image 1,1,,
6.298,2008.08,µm^3,Cumulative Volume Outside,Image 1,1,,
6.566,2223.47,µm^3,Cumulative Volume Outside,Image 1,1,,
6.834,2452.39,µm^3,Cumulative Volume Outside,Image 1,1,,
7.102,2695.36,µm^3,Cumulative Volume Outside,Image 1,1,,
7.37,2950.93,µm^3,Cumulative Volume Outside,Image 1,1,,
7.638,3218.22,µm^3,Cumulative Volume Outside,Image 1,1,,
7.906,3498.49,µm^3,Cumulative Volume Outside,Image 1,1,,
8.174,3789.7,µm^3,Cumulative Volume Outside,Image 1,1,,
8.442,4092.58,µm^3,Cumulative Volume Outside,Image 1,1,,
8.71,4406.31,µm^3,Cumulative Volume Outside,Image 1,1,,
8.978,4725.26,µm^3,Cumulative Volume Outside,Image 1,1,,
9.246,5047.53,µm^3,Cumulative Volume Outside,Image 1,1,,
9.514,5372.73,µm^3,Cumulative Volume Outside,Image 1,1,,
9.782,5699.68,µm^3,Cumulative Volume Outside,Image 1,1,,
10.05,6022.51,µm^3,Cumulative Volume Outside,Image 1,1,,
10.318,6342.11,µm^3,Cumulative Volume Outside,Image 1,1,,
10.586,6659.86,µm^3,Cumulative Volume Outside,Image 1,1,,
10.854,6972.13,µm^3,Cumulative Volume Outside,Image 1,1,,
11.122,7280.3,µm^3,Cumulative Volume Outside,Image 1,1,,
11.39,7585.63,µm^3,Cumulative Volume Outside,Image 1,1,,
11.658,7883.96,µm^3,Cumulative Volume Outside,Image 1,1,,
11.926,8175.82,µm^3,Cumulative Volume Outside,Image 1,1,,
