
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-0.67,0.610051,µm^3,Cumulative Volume,Image 1,1,,
-0.402,2.45123,µm^3,Cumulative Volume,Image 1,1,,
-0.134,6.46802,µm^3,Cumulative Volume,Image 1,1,,
0.134,13.3893,µm^3,Cumulative Volume,Image 1,1,,
0.402,23.4551,µm^3,Cumulative Volume,Image 1,1,,
0.67,37.1396,µm^3,Cumulative Volume,Image 1,1,,
0.938,54.9487,µm^3,Cumulative Volume,Image 1,1,,
1.206,77.2328,µm^3,Cumulative Volume,Image 1,1,,
1.474,104.507,µm^3,Cumulative Volume,Image 1,1,,
1.742,137.429,µm^3,Cumulative Volume,Image 1,1,,
2.01,176.535,µm^3,Cumulative Volume,Image 1,1,,
2.278,222.115,µm^3,Cumulative Volume,Image 1,1,,
2.546,274.573,µm^3,Cumulative Volume,Image 1,1,,
2.814,334.387,µm^3,Cumulative Volume,Image 1,1,,
3.082,402.026,µm^3,Cumulative Volume,Image 1,1,,
3.35,478.429,µm^3,Cumulative Volume,Image 1,1,,
3.618,564.223,µm^3,Cumulative Volume,Image 1,1,,
3.886,659.29,µm^3,Cumulative Volume,Image 1,1,,
4.154,763.836,µm^3,Cumulative Volume,Image 1,1,,
4.422,878.745,µm^3,Cumulative Volume,Image 1,1,,
4.69,1004.41,µm^3,Cumulative Volume,Image 1,1,,
4.958,1141.9,µm^3,Cumulative Volume,Image 1,1,,
5.226,1291.21,µm^3,Cumulative Volume,Image 1,1,,
5.494,1452.28,µm^3,Cumulative Volume,Image 1,1,,
5.762,1626.42,µm^3,Cumulative Volume,Image 1,1,,
6.03,1813.27,µm^3,Cumulative Volume,Image 1,1,,
6.298,2014.54,µm^3,Cumulative Volume,Image 1,1,,
6.566,2229.94,µm^3,Cumulative Volume,Image 1,1,,
6.834,2458.86,µm^3,Cumulative Volume,Image 1,1,,
7.102,2701.83,µm^3,Cumulative Volume,Image 1,1,,
7.37,2957.4,µm^3,Cumulative Volume,Image 1,1,,
7.638,3224.69,µm^3,Cumulative Volume,Image 1,1,,
7.906,3504.96,µm^3,Cumulative Volume,Image 1,1,,
8.174,3796.16,µm^3,Cumulative Volume,Image 1,1,,
8.442,4099.05,µm^3,Cumulative Volume,Image 1,1,,
8.71,4412.78,µm^3,Cumulative Volume,Image 1,1,,
8.978,4731.73,µm^3,Cumulative Volume,Image 1,1,,
9.246,5053.99,µm^3,Cumulative Volume,Image 1,1,,
9.514,5379.2,µm^3,Cumulative Volume,Image 1,1,,
9.782,5706.15,µm^3,Cumulative Volume,Image 1,1,,
10.05,6028.98,µm^3,Cumulative Volume,Image 1,1,,
10.318,6348.58,µm^3,Cumulative Volume,Image 1,1,,
10.586,6666.33,µm^3,Cumulative Volume,Image 1,1,,
10.854,6978.6,µm^3,Cumulative Volume,Image 1,1,,
11.122,7286.77,µm^3,Cumulative Volume,Image 1,1,,
11.39,7592.1,µm^3,Cumulative Volume,Image 1,1,,
11.658,7890.43,µm^3,Cumulative Volume,Image 1,1,,
11.926,8182.29,µm^3,Cumulative Volume,Image 1,1,,
12.194,8469.25,µm^3,Cumulative Volume,Image 1,1,,
12.462,8752.08,µm^3,Cumulative Volume,Image 1,1,,
12.73,9026.56,µm^3,Cumulative Volume,Image 1,1,,
12.998,9291.9,µm^3,Cumulative Volume,Image 1,1,,
13.266,9547.58,µm^3,Cumulative Volume,Image 1,1,,
13.534,9790.37,µm^3,Cumulative Volume,Image 1,1,,
13.802,10022.1,µm^3,Cumulative Volume,Image 1,1,,
14.07,10244.5,µm^3,Cumulative Volume,Image 1,1,,
14.338,10456,µm^3,Cumulative Volume,Image 1,1,,
14.606,10658.1,µm^3,Cumulative Volume,Image 1,1,,
14.874,10852.6,µm^3,Cumulative Volume,Image 1,1,,
15.142,11037.8,µm^3,Cumulative Volume,Image 1,1,,
15.41,11214.7,µm^3,Cumulative Volume,Image 1,1,,
15.678,11385.4,µm^3,Cumulative Volume,Image 1,1,,
15.946,11551.1,µm^3,Cumulative Volume,Image 1,1,,
16.214,11709.5,µm^3,Cumulative Volume,Image 1,1,,
16.482,11862.2,µm^3,Cumulative Volume,Image 1,1,,
16.75,12010.5,µm^3,Cumulative Volume,Image 1,1,,
17.018,12155.5,µm^3,Cumulative Volume,Image 1,1,,
17.286,12298.9,µm^3,Cumulative Volume,Image 1,1,,
17.554,12441.5,µm^3,Cumulative Volume,Image 1,1,,
17.822,12580.5,µm^3,Cumulative Volume,Image 1,1,,
18.09,12716.8,µm^3,Cumulative Volume,Image 1,1,,
18.358,12851.8,µm^3,Cumulative Volume,Image 1,1,,
18.626,12986.1,µm^3,Cumulative Volume,Image 1,1,,
18.894,13120,µm^3,Cumulative Volume,Image 1,1,,
19.162,13254.4,µm^3,Cumulative Volume,Image 1,1,,
19.43,13389.8,µm^3,Cumulative Volume,Image 1,1,,
19.698,13522.9,µm^3,Cumulative Volume,Image 1,1,,
19.966,13654.3,µm^3,Cumulative Volume,Image 1,1,,
20.234,13784.8,µm^3,Cumulative Volume,Image 1,1,,
20.502,13915.2,µm^3,Cumulative Volume,Image 1,1,,
20.77,14046,µm^3,Cumulative Volume,Image 1,1,,
21.038,14177.8,µm^3,Cumulative Volume,Image 1,1,,
21.306,14307.7,µm^3,Cumulative Volume,Image 1,1,,
21.574,14436.1,µm^3,Cumulative Volume,Image 1,1,,
21.842,14563.8,µm^3,Cumulative Volume,Image 1,1,,
22.11,14691.3,µm^3,Cumulative Volume,Image 1,1,,
22.378,14819.1,µm^3,Cumulative Volume,Image 1,1,,
22.646,14947.3,µm^3,Cumulative Volume,Image 1,1,,
22.914,15074.7,µm^3,Cumulative Volume,Image 1,1,,
23.182,15194.8,µm^3,Cumulative Volume,Image 1,1,,
23.45,15303.9,µm^3,Cumulative Volume,Image 1,1,,
23.718,15401.1,µm^3,Cumulative Volume,Image 1,1,,
23.986,15486.3,µm^3,Cumulative Volume,Image 1,1,,
24.254,15559.8,µm^3,Cumulative Volume,Image 1,1,,
24.522,15622.6,µm^3,Cumulative Volume,Image 1,1,,
24.79,15675.5,µm^3,Cumulative Volume,Image 1,1,,
