
Cumulative Volume Inside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Inside,Unit,Collection,Image,Time,ID,
-1.4795,0.3185,µm^3,Cumulative Volume Inside,Image 1,1,,
-1.2105,1.36955,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.9415,4.04985,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.6725,9.50479,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.4035,19.3697,µm^3,Cumulative Volume Inside,Image 1,1,,
-0.1345,35.4626,µm^3,Cumulative Volume Inside,Image 1,1,,
