
Cumulative Volume Img=1
 ==================== 
Distance to Surface,Cumulative Volume,Unit,Collection,Image,Time,ID,
-1.4795,0.3185,µm^3,Cumulative Volume,Image 1,1,,
-1.2105,1.36955,µm^3,Cumulative Volume,Image 1,1,,
-0.9415,4.04985,µm^3,Cumulative Volume,Image 1,1,,
-0.6725,9.50479,µm^3,Cumulative Volume,Image 1,1,,
-0.4035,19.3697,µm^3,Cumulative Volume,Image 1,1,,
-0.1345,35.4626,µm^3,Cumulative Volume,Image 1,1,,
0.1345,59.1504,µm^3,Cumulative Volume,Image 1,1,,
0.4035,88.7403,µm^3,Cumulative Volume,Image 1,1,,
0.6725,123.766,µm^3,Cumulative Volume,Image 1,1,,
0.9415,164.572,µm^3,Cumulative Volume,Image 1,1,,
1.2105,211.748,µm^3,Cumulative Volume,Image 1,1,,
1.4795,265.98,µm^3,Cumulative Volume,Image 1,1,,
1.7485,327.777,µm^3,Cumulative Volume,Image 1,1,,
2.0175,397.306,µm^3,Cumulative Volume,Image 1,1,,
2.2865,473.942,µm^3,Cumulative Volume,Image 1,1,,
2.5555,557.764,µm^3,Cumulative Volume,Image 1,1,,
2.8245,647.982,µm^3,Cumulative Volume,Image 1,1,,
3.0935,743.537,µm^3,Cumulative Volume,Image 1,1,,
3.3625,844.097,µm^3,Cumulative Volume,Image 1,1,,
3.6315,949.763,µm^3,Cumulative Volume,Image 1,1,,
3.9005,1060.21,µm^3,Cumulative Volume,Image 1,1,,
4.1695,1175.68,µm^3,Cumulative Volume,Image 1,1,,
4.4385,1296.11,µm^3,Cumulative Volume,Image 1,1,,
4.7075,1421.41,µm^3,Cumulative Volume,Image 1,1,,
4.9765,1551.55,µm^3,Cumulative Volume,Image 1,1,,
5.2455,1685.85,µm^3,Cumulative Volume,Image 1,1,,
5.5145,1823.35,µm^3,Cumulative Volume,Image 1,1,,
5.7835,1962.63,µm^3,Cumulative Volume,Image 1,1,,
6.0525,2102.82,µm^3,Cumulative Volume,Image 1,1,,
6.3215,2244.47,µm^3,Cumulative Volume,Image 1,1,,
6.5905,2387.86,µm^3,Cumulative Volume,Image 1,1,,
6.8595,2533.41,µm^3,Cumulative Volume,Image 1,1,,
7.1285,2681.39,µm^3,Cumulative Volume,Image 1,1,,
7.3975,2831.71,µm^3,Cumulative Volume,Image 1,1,,
7.6665,2983.95,µm^3,Cumulative Volume,Image 1,1,,
7.9355,3137.53,µm^3,Cumulative Volume,Image 1,1,,
8.2045,3292.31,µm^3,Cumulative Volume,Image 1,1,,
8.4735,3444.89,µm^3,Cumulative Volume,Image 1,1,,
8.7425,3594.25,µm^3,Cumulative Volume,Image 1,1,,
9.0115,3738.71,µm^3,Cumulative Volume,Image 1,1,,
9.2805,3879.12,µm^3,Cumulative Volume,Image 1,1,,
9.5495,4015.07,µm^3,Cumulative Volume,Image 1,1,,
9.8185,4147.73,µm^3,Cumulative Volume,Image 1,1,,
10.0875,4278.13,µm^3,Cumulative Volume,Image 1,1,,
10.3565,4405.73,µm^3,Cumulative Volume,Image 1,1,,
10.6255,4531.6,µm^3,Cumulative Volume,Image 1,1,,
10.8945,4655.22,µm^3,Cumulative Volume,Image 1,1,,
11.1635,4777.5,µm^3,Cumulative Volume,Image 1,1,,
11.4325,4897.82,µm^3,Cumulative Volume,Image 1,1,,
11.7015,5017.17,µm^3,Cumulative Volume,Image 1,1,,
11.9705,5134.83,µm^3,Cumulative Volume,Image 1,1,,
12.2395,5251.64,µm^3,Cumulative Volume,Image 1,1,,
12.5085,5368.37,µm^3,Cumulative Volume,Image 1,1,,
12.7775,5484.08,µm^3,Cumulative Volume,Image 1,1,,
13.0465,5599.49,µm^3,Cumulative Volume,Image 1,1,,
13.3155,5714.01,µm^3,Cumulative Volume,Image 1,1,,
13.5845,5828.17,µm^3,Cumulative Volume,Image 1,1,,
13.8535,5941.2,µm^3,Cumulative Volume,Image 1,1,,
14.1225,6053.94,µm^3,Cumulative Volume,Image 1,1,,
14.3915,6166.97,µm^3,Cumulative Volume,Image 1,1,,
14.6605,6278.4,µm^3,Cumulative Volume,Image 1,1,,
14.9295,6386.64,µm^3,Cumulative Volume,Image 1,1,,
15.1985,6487.65,µm^3,Cumulative Volume,Image 1,1,,
15.4675,6578.85,µm^3,Cumulative Volume,Image 1,1,,
15.7365,6657.29,µm^3,Cumulative Volume,Image 1,1,,
16.0055,6723.25,µm^3,Cumulative Volume,Image 1,1,,
16.2745,6778.08,µm^3,Cumulative Volume,Image 1,1,,
16.5435,6821.29,µm^3,Cumulative Volume,Image 1,1,,
