
Cumulative Volume Outside Img=1
 ==================== 
Distance to Surface,Cumulative Volume Outside,Unit,Collection,Image,Time,ID,
0.1345,23.6879,µm^3,Cumulative Volume Outside,Image 1,1,,
0.4035,53.2778,µm^3,Cumulative Volume Outside,Image 1,1,,
0.6725,88.303,µm^3,Cumulative Volume Outside,Image 1,1,,
0.9415,129.109,µm^3,Cumulative Volume Outside,Image 1,1,,
1.2105,176.285,µm^3,Cumulative Volume Outside,Image 1,1,,
1.4795,230.517,µm^3,Cumulative Volume Outside,Image 1,1,,
1.7485,292.315,µm^3,Cumulative Volume Outside,Image 1,1,,
2.0175,361.843,µm^3,Cumulative Volume Outside,Image 1,1,,
2.2865,438.479,µm^3,Cumulative Volume Outside,Image 1,1,,
2.5555,522.301,µm^3,Cumulative Volume Outside,Image 1,1,,
2.8245,612.519,µm^3,Cumulative Volume Outside,Image 1,1,,
3.0935,708.074,µm^3,Cumulative Volume Outside,Image 1,1,,
3.3625,808.634,µm^3,Cumulative Volume Outside,Image 1,1,,
3.6315,914.301,µm^3,Cumulative Volume Outside,Image 1,1,,
3.9005,1024.74,µm^3,Cumulative Volume Outside,Image 1,1,,
4.1695,1140.22,µm^3,Cumulative Volume Outside,Image 1,1,,
4.4385,1260.65,µm^3,Cumulative Volume Outside,Image 1,1,,
4.7075,1385.95,µm^3,Cumulative Volume Outside,Image 1,1,,
4.9765,1516.09,µm^3,Cumulative Volume Outside,Image 1,1,,
5.2455,1650.39,µm^3,Cumulative Volume Outside,Image 1,1,,
5.5145,1787.89,µm^3,Cumulative Volume Outside,Image 1,1,,
5.7835,1927.17,µm^3,Cumulative Volume Outside,Image 1,1,,
6.0525,2067.36,µm^3,Cumulative Volume Outside,Image 1,1,,
6.3215,2209,µm^3,Cumulative Volume Outside,Image 1,1,,
6.5905,2352.39,µm^3,Cumulative Volume Outside,Image 1,1,,
6.8595,2497.94,µm^3,Cumulative Volume Outside,Image 1,1,,
7.1285,2645.93,µm^3,Cumulative Volume Outside,Image 1,1,,
7.3975,2796.25,µm^3,Cumulative Volume Outside,Image 1,1,,
7.6665,2948.49,µm^3,Cumulative Volume Outside,Image 1,1,,
7.9355,3102.07,µm^3,Cumulative Volume Outside,Image 1,1,,
8.2045,3256.85,µm^3,Cumulative Volume Outside,Image 1,1,,
8.4735,3409.43,µm^3,Cumulative Volume Outside,Image 1,1,,
8.7425,3558.79,µm^3,Cumulative Volume Outside,Image 1,1,,
9.0115,3703.25,µm^3,Cumulative Volume Outside,Image 1,1,,
9.2805,3843.66,µm^3,Cumulative Volume Outside,Image 1,1,,
9.5495,3979.6,µm^3,Cumulative Volume Outside,Image 1,1,,
9.8185,4112.27,µm^3,Cumulative Volume Outside,Image 1,1,,
10.0875,4242.67,µm^3,Cumulative Volume Outside,Image 1,1,,
10.3565,4370.26,µm^3,Cumulative Volume Outside,Image 1,1,,
10.6255,4496.14,µm^3,Cumulative Volume Outside,Image 1,1,,
10.8945,4619.76,µm^3,Cumulative Volume Outside,Image 1,1,,
11.1635,4742.04,µm^3,Cumulative Volume Outside,Image 1,1,,
11.4325,4862.35,µm^3,Cumulative Volume Outside,Image 1,1,,
11.7015,4981.71,µm^3,Cumulative Volume Outside,Image 1,1,,
11.9705,5099.36,µm^3,Cumulative Volume Outside,Image 1,1,,
12.2395,5216.18,µm^3,Cumulative Volume Outside,Image 1,1,,
12.5085,5332.91,µm^3,Cumulative Volume Outside,Image 1,1,,
12.7775,5448.62,µm^3,Cumulative Volume Outside,Image 1,1,,
13.0465,5564.03,µm^3,Cumulative Volume Outside,Image 1,1,,
13.3155,5678.55,µm^3,Cumulative Volume Outside,Image 1,1,,
13.5845,5792.71,µm^3,Cumulative Volume Outside,Image 1,1,,
13.8535,5905.74,µm^3,Cumulative Volume Outside,Image 1,1,,
14.1225,6018.48,µm^3,Cumulative Volume Outside,Image 1,1,,
14.3915,6131.51,µm^3,Cumulative Volume Outside,Image 1,1,,
14.6605,6242.93,µm^3,Cumulative Volume Outside,Image 1,1,,
14.9295,6351.18,µm^3,Cumulative Volume Outside,Image 1,1,,
15.1985,6452.18,µm^3,Cumulative Volume Outside,Image 1,1,,
15.4675,6543.38,µm^3,Cumulative Volume Outside,Image 1,1,,
15.7365,6621.83,µm^3,Cumulative Volume Outside,Image 1,1,,
16.0055,6687.79,µm^3,Cumulative Volume Outside,Image 1,1,,
16.2745,6742.61,µm^3,Cumulative Volume Outside,Image 1,1,,
16.5435,6785.83,µm^3,Cumulative Volume Outside,Image 1,1,,
