
Volume Inside Img=1
 ==================== 
Distance to Surface,Volume Inside,Unit,Collection,Image,Time,ID,
-1.4795,0.3185,µm^3,Volume Inside,Image 1,1,,
-1.2105,1.05105,µm^3,Volume Inside,Image 1,1,,
-0.9415,2.6803,µm^3,Volume Inside,Image 1,1,,
-0.6725,5.45493,µm^3,Volume Inside,Image 1,1,,
-0.4035,9.86494,µm^3,Volume Inside,Image 1,1,,
-0.1345,16.0928,µm^3,Volume Inside,Image 1,1,,
