
Intensity Sum Ch=38 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2032,,Surface,38,Image 1,1,4,
8421,,Surface,38,Image 1,1,5,
8655,,Surface,38,Image 1,1,11,
2792,,Surface,38,Image 1,1,14,
5971,,Surface,38,Image 1,1,20,
5280,,Surface,38,Image 1,1,21,
9280,,Surface,38,Image 1,1,27,
8181,,Surface,38,Image 1,1,32,
424,,Surface,38,Image 1,1,34,
1788,,Surface,38,Image 1,1,38,
19829,,Surface,38,Image 1,1,40,
2226,,Surface,38,Image 1,1,41,
11673,,Surface,38,Image 1,1,45,
2402,,Surface,38,Image 1,1,50,
1.64272e+06,,Surface,38,Image 1,1,53,
121,,Surface,38,Image 1,1,55,
9549,,Surface,38,Image 1,1,57,
4.16885e+07,,Surface,38,Image 1,1,58,
3514,,Surface,38,Image 1,1,59,
1323,,Surface,38,Image 1,1,62,
2013,,Surface,38,Image 1,1,65,
17731,,Surface,38,Image 1,1,70,
3509,,Surface,38,Image 1,1,81,
1,,Surface,38,Image 1,1,83,
2754,,Surface,38,Image 1,1,84,
2671,,Surface,38,Image 1,1,90,
3149,,Surface,38,Image 1,1,94,
2456,,Surface,38,Image 1,1,95,
2748,,Surface,38,Image 1,1,96,
76618,,Surface,38,Image 1,1,98,
1.46591e+07,,Surface,38,Image 1,1,100,
33998,,Surface,38,Image 1,1,102,
8244,,Surface,38,Image 1,1,104,
81,,Surface,38,Image 1,1,112,
5814,,Surface,38,Image 1,1,113,
4706,,Surface,38,Image 1,1,114,
1364,,Surface,38,Image 1,1,118,
227,,Surface,38,Image 1,1,121,
2779,,Surface,38,Image 1,1,124,
1761,,Surface,38,Image 1,1,137,
4182,,Surface,38,Image 1,1,138,
51029,,Surface,38,Image 1,1,141,
1215,,Surface,38,Image 1,1,145,
12874,,Surface,38,Image 1,1,149,
670,,Surface,38,Image 1,1,150,
4440,,Surface,38,Image 1,1,154,
463,,Surface,38,Image 1,1,155,
10518,,Surface,38,Image 1,1,166,
153,,Surface,38,Image 1,1,171,
9128,,Surface,38,Image 1,1,173,
7937,,Surface,38,Image 1,1,174,
237,,Surface,38,Image 1,1,176,
1292,,Surface,38,Image 1,1,177,
7410,,Surface,38,Image 1,1,190,
12924,,Surface,38,Image 1,1,192,
0,,Surface,38,Image 1,1,193,
14,,Surface,38,Image 1,1,205,
4743,,Surface,38,Image 1,1,206,
0,,Surface,38,Image 1,1,209,
3203,,Surface,38,Image 1,1,210,
5761,,Surface,38,Image 1,1,212,
0,,Surface,38,Image 1,1,225,
1410,,Surface,38,Image 1,1,235,
4.00935e+07,,Surface,38,Image 1,1,237,
2765,,Surface,38,Image 1,1,239,
6.79035e+06,,Surface,38,Image 1,1,245,
3452,,Surface,38,Image 1,1,248,
36842,,Surface,38,Image 1,1,251,
38793,,Surface,38,Image 1,1,256,
346,,Surface,38,Image 1,1,258,
789,,Surface,38,Image 1,1,259,
947,,Surface,38,Image 1,1,260,
4451,,Surface,38,Image 1,1,262,
53600,,Surface,38,Image 1,1,263,
423,,Surface,38,Image 1,1,269,
1.16343e+07,,Surface,38,Image 1,1,271,
58624,,Surface,38,Image 1,1,278,
61217,,Surface,38,Image 1,1,280,
20448,,Surface,38,Image 1,1,289,
21422,,Surface,38,Image 1,1,292,
54068,,Surface,38,Image 1,1,294,
3773,,Surface,38,Image 1,1,295,
419,,Surface,38,Image 1,1,297,
2362,,Surface,38,Image 1,1,298,
2653,,Surface,38,Image 1,1,312,
4335,,Surface,38,Image 1,1,318,
2083,,Surface,38,Image 1,1,326,
1057,,Surface,38,Image 1,1,332,
20274,,Surface,38,Image 1,1,339,
3497,,Surface,38,Image 1,1,343,
128858,,Surface,38,Image 1,1,346,
6300,,Surface,38,Image 1,1,348,
1524,,Surface,38,Image 1,1,356,
533,,Surface,38,Image 1,1,357,
20335,,Surface,38,Image 1,1,359,
493641,,Surface,38,Image 1,1,361,
5665,,Surface,38,Image 1,1,365,
3061,,Surface,38,Image 1,1,370,
7112,,Surface,38,Image 1,1,376,
213,,Surface,38,Image 1,1,377,
9870,,Surface,38,Image 1,1,382,
4648,,Surface,38,Image 1,1,384,
4495,,Surface,38,Image 1,1,388,
505,,Surface,38,Image 1,1,389,
3086,,Surface,38,Image 1,1,390,
5978,,Surface,38,Image 1,1,401,
296,,Surface,38,Image 1,1,406,
2173,,Surface,38,Image 1,1,409,
6306,,Surface,38,Image 1,1,410,
63519,,Surface,38,Image 1,1,411,
484,,Surface,38,Image 1,1,412,
10604,,Surface,38,Image 1,1,418,
1640,,Surface,38,Image 1,1,424,
62,,Surface,38,Image 1,1,426,
5368,,Surface,38,Image 1,1,433,
2454,,Surface,38,Image 1,1,439,
22,,Surface,38,Image 1,1,449,
54120,,Surface,38,Image 1,1,452,
22893,,Surface,38,Image 1,1,453,
116700,,Surface,38,Image 1,1,456,
2855,,Surface,38,Image 1,1,457,
33774,,Surface,38,Image 1,1,458,
108040,,Surface,38,Image 1,1,459,
114983,,Surface,38,Image 1,1,465,
130,,Surface,38,Image 1,1,466,
8578,,Surface,38,Image 1,1,470,
46490,,Surface,38,Image 1,1,474,
3457,,Surface,38,Image 1,1,479,
139,,Surface,38,Image 1,1,481,
4749,,Surface,38,Image 1,1,482,
1369,,Surface,38,Image 1,1,485,
3016,,Surface,38,Image 1,1,489,
79803,,Surface,38,Image 1,1,492,
1157,,Surface,38,Image 1,1,497,
160,,Surface,38,Image 1,1,498,
1712,,Surface,38,Image 1,1,503,
2209,,Surface,38,Image 1,1,504,
5700,,Surface,38,Image 1,1,505,
2465,,Surface,38,Image 1,1,507,
26899,,Surface,38,Image 1,1,508,
2162,,Surface,38,Image 1,1,524,
24757,,Surface,38,Image 1,1,530,
278,,Surface,38,Image 1,1,532,
4264,,Surface,38,Image 1,1,533,
31144,,Surface,38,Image 1,1,537,
2755,,Surface,38,Image 1,1,540,
2.66326e+06,,Surface,38,Image 1,1,541,
5047,,Surface,38,Image 1,1,542,
87636,,Surface,38,Image 1,1,544,
4472,,Surface,38,Image 1,1,547,
3882,,Surface,38,Image 1,1,549,
2.52154e+07,,Surface,38,Image 1,1,550,
1355,,Surface,38,Image 1,1,551,
4247,,Surface,38,Image 1,1,558,
1223,,Surface,38,Image 1,1,561,
7895,,Surface,38,Image 1,1,571,
14059,,Surface,38,Image 1,1,572,
51192,,Surface,38,Image 1,1,573,
2291,,Surface,38,Image 1,1,576,
3798,,Surface,38,Image 1,1,581,
832,,Surface,38,Image 1,1,588,
63129,,Surface,38,Image 1,1,589,
295,,Surface,38,Image 1,1,592,
3799,,Surface,38,Image 1,1,599,
494,,Surface,38,Image 1,1,601,
3761,,Surface,38,Image 1,1,604,
10829,,Surface,38,Image 1,1,606,
2048,,Surface,38,Image 1,1,607,
19384,,Surface,38,Image 1,1,611,
19977,,Surface,38,Image 1,1,614,
261,,Surface,38,Image 1,1,615,
1.5058e+06,,Surface,38,Image 1,1,616,
7086,,Surface,38,Image 1,1,617,
3,,Surface,38,Image 1,1,619,
70667,,Surface,38,Image 1,1,627,
1685,,Surface,38,Image 1,1,631,
2023,,Surface,38,Image 1,1,632,
6168,,Surface,38,Image 1,1,639,
21648,,Surface,38,Image 1,1,644,
17220,,Surface,38,Image 1,1,652,
2473,,Surface,38,Image 1,1,655,
1186,,Surface,38,Image 1,1,657,
4811,,Surface,38,Image 1,1,658,
252312,,Surface,38,Image 1,1,665,
1821,,Surface,38,Image 1,1,682,
34762,,Surface,38,Image 1,1,687,
2783,,Surface,38,Image 1,1,693,
61,,Surface,38,Image 1,1,699,
2016,,Surface,38,Image 1,1,700,
2245,,Surface,38,Image 1,1,708,
4159,,Surface,38,Image 1,1,710,
1490,,Surface,38,Image 1,1,725,
11014,,Surface,38,Image 1,1,728,
52855,,Surface,38,Image 1,1,729,
7898,,Surface,38,Image 1,1,730,
6428,,Surface,38,Image 1,1,731,
6900,,Surface,38,Image 1,1,733,
18992,,Surface,38,Image 1,1,735,
2078,,Surface,38,Image 1,1,736,
14518,,Surface,38,Image 1,1,742,
9015,,Surface,38,Image 1,1,748,
3802,,Surface,38,Image 1,1,750,
8095,,Surface,38,Image 1,1,753,
11140,,Surface,38,Image 1,1,756,
3828,,Surface,38,Image 1,1,760,
1411,,Surface,38,Image 1,1,764,
8099,,Surface,38,Image 1,1,766,
719,,Surface,38,Image 1,1,771,
3.81351e+07,,Surface,38,Image 1,1,772,
497,,Surface,38,Image 1,1,782,
6913,,Surface,38,Image 1,1,783,
3130,,Surface,38,Image 1,1,784,
14107,,Surface,38,Image 1,1,793,
6088,,Surface,38,Image 1,1,794,
5297,,Surface,38,Image 1,1,800,
877,,Surface,38,Image 1,1,802,
73851,,Surface,38,Image 1,1,805,
