
Intensity Sum of Square Ch=33 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
1.60933e+07,,Surface,33,Image 1,1,4,
6.97186e+06,,Surface,33,Image 1,1,5,
2.28117e+07,,Surface,33,Image 1,1,11,
2.94166e+07,,Surface,33,Image 1,1,14,
1.48901e+08,,Surface,33,Image 1,1,20,
1.42076e+07,,Surface,33,Image 1,1,21,
8.04674e+07,,Surface,33,Image 1,1,27,
1.53053e+07,,Surface,33,Image 1,1,32,
1.67399e+07,,Surface,33,Image 1,1,34,
2.05916e+07,,Surface,33,Image 1,1,38,
2.28842e+08,,Surface,33,Image 1,1,40,
6.30912e+06,,Surface,33,Image 1,1,41,
4.82141e+07,,Surface,33,Image 1,1,45,
3.84698e+06,,Surface,33,Image 1,1,50,
9.14924e+06,,Surface,33,Image 1,1,53,
3.35875e+06,,Surface,33,Image 1,1,55,
3.28478e+07,,Surface,33,Image 1,1,57,
2.79988e+10,,Surface,33,Image 1,1,58,
8.67383e+07,,Surface,33,Image 1,1,59,
1.08489e+07,,Surface,33,Image 1,1,62,
1.73058e+07,,Surface,33,Image 1,1,65,
3.00864e+08,,Surface,33,Image 1,1,70,
9.382e+06,,Surface,33,Image 1,1,81,
1.44906e+06,,Surface,33,Image 1,1,83,
2.58794e+06,,Surface,33,Image 1,1,84,
4.27379e+07,,Surface,33,Image 1,1,90,
2.97039e+07,,Surface,33,Image 1,1,94,
2.15177e+07,,Surface,33,Image 1,1,95,
5.30187e+06,,Surface,33,Image 1,1,96,
3.40442e+08,,Surface,33,Image 1,1,98,
5.02959e+09,,Surface,33,Image 1,1,100,
9.90114e+07,,Surface,33,Image 1,1,102,
5.07935e+07,,Surface,33,Image 1,1,104,
0,,Surface,33,Image 1,1,112,
0,,Surface,33,Image 1,1,113,
1.16068e+08,,Surface,33,Image 1,1,114,
0,,Surface,33,Image 1,1,118,
0,,Surface,33,Image 1,1,121,
0,,Surface,33,Image 1,1,124,
0,,Surface,33,Image 1,1,137,
1.6456e+08,,Surface,33,Image 1,1,138,
0,,Surface,33,Image 1,1,141,
0,,Surface,33,Image 1,1,145,
0,,Surface,33,Image 1,1,149,
6.17938e+06,,Surface,33,Image 1,1,150,
0,,Surface,33,Image 1,1,154,
0,,Surface,33,Image 1,1,155,
0,,Surface,33,Image 1,1,166,
0,,Surface,33,Image 1,1,171,
0,,Surface,33,Image 1,1,173,
0,,Surface,33,Image 1,1,174,
0,,Surface,33,Image 1,1,176,
0,,Surface,33,Image 1,1,177,
