
Intensity Median Ch=5 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,ID,
195.5,,Surface,5,Image 1,1,4,
84,,Surface,5,Image 1,1,5,
623.5,,Surface,5,Image 1,1,11,
336,,Surface,5,Image 1,1,14,
571,,Surface,5,Image 1,1,20,
305,,Surface,5,Image 1,1,21,
161.5,,Surface,5,Image 1,1,27,
390,,Surface,5,Image 1,1,32,
305,,Surface,5,Image 1,1,34,
280.5,,Surface,5,Image 1,1,38,
413,,Surface,5,Image 1,1,40,
545.5,,Surface,5,Image 1,1,41,
372.5,,Surface,5,Image 1,1,45,
161.5,,Surface,5,Image 1,1,50,
431,,Surface,5,Image 1,1,53,
0.25,,Surface,5,Image 1,1,55,
81,,Surface,5,Image 1,1,57,
802,,Surface,5,Image 1,1,58,
190.5,,Surface,5,Image 1,1,59,
57,,Surface,5,Image 1,1,62,
68.5,,Surface,5,Image 1,1,65,
557,,Surface,5,Image 1,1,70,
181.5,,Surface,5,Image 1,1,81,
374.5,,Surface,5,Image 1,1,83,
983,,Surface,5,Image 1,1,84,
481,,Surface,5,Image 1,1,90,
477,,Surface,5,Image 1,1,94,
181.5,,Surface,5,Image 1,1,95,
172.5,,Surface,5,Image 1,1,96,
195,,Surface,5,Image 1,1,98,
805,,Surface,5,Image 1,1,100,
307,,Surface,5,Image 1,1,102,
329,,Surface,5,Image 1,1,104,
307.5,,Surface,5,Image 1,1,112,
311.5,,Surface,5,Image 1,1,113,
433,,Surface,5,Image 1,1,114,
23.5,,Surface,5,Image 1,1,118,
0.25,,Surface,5,Image 1,1,121,
63,,Surface,5,Image 1,1,124,
327,,Surface,5,Image 1,1,137,
613,,Surface,5,Image 1,1,138,
397,,Surface,5,Image 1,1,141,
277.5,,Surface,5,Image 1,1,145,
211.5,,Surface,5,Image 1,1,149,
386.5,,Surface,5,Image 1,1,150,
219.5,,Surface,5,Image 1,1,154,
244.5,,Surface,5,Image 1,1,155,
446,,Surface,5,Image 1,1,166,
87.5,,Surface,5,Image 1,1,171,
607,,Surface,5,Image 1,1,173,
367,,Surface,5,Image 1,1,174,
480,,Surface,5,Image 1,1,176,
