
Intensity Sum Ch=18 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
112649,,Surface,18,Image 1,1,4,
44170,,Surface,18,Image 1,1,5,
39996,,Surface,18,Image 1,1,11,
283361,,Surface,18,Image 1,1,14,
315497,,Surface,18,Image 1,1,20,
1.86671e+06,,Surface,18,Image 1,1,21,
2.13116e+06,,Surface,18,Image 1,1,27,
46991,,Surface,18,Image 1,1,32,
38540,,Surface,18,Image 1,1,34,
57139,,Surface,18,Image 1,1,38,
1.52125e+06,,Surface,18,Image 1,1,40,
19734,,Surface,18,Image 1,1,41,
121294,,Surface,18,Image 1,1,45,
219662,,Surface,18,Image 1,1,50,
63754,,Surface,18,Image 1,1,53,
40564,,Surface,18,Image 1,1,55,
149883,,Surface,18,Image 1,1,57,
250460,,Surface,18,Image 1,1,58,
212534,,Surface,18,Image 1,1,59,
21737,,Surface,18,Image 1,1,62,
146490,,Surface,18,Image 1,1,65,
367510,,Surface,18,Image 1,1,70,
157141,,Surface,18,Image 1,1,81,
108075,,Surface,18,Image 1,1,83,
54036,,Surface,18,Image 1,1,84,
157858,,Surface,18,Image 1,1,90,
31979,,Surface,18,Image 1,1,94,
79629,,Surface,18,Image 1,1,95,
63413,,Surface,18,Image 1,1,96,
2.44606e+06,,Surface,18,Image 1,1,98,
44804,,Surface,18,Image 1,1,100,
3.09659e+06,,Surface,18,Image 1,1,102,
84269,,Surface,18,Image 1,1,104,
27940,,Surface,18,Image 1,1,112,
833671,,Surface,18,Image 1,1,113,
87770,,Surface,18,Image 1,1,114,
8170,,Surface,18,Image 1,1,118,
112832,,Surface,18,Image 1,1,121,
1.43098e+06,,Surface,18,Image 1,1,124,
268532,,Surface,18,Image 1,1,137,
148492,,Surface,18,Image 1,1,138,
3.926e+06,,Surface,18,Image 1,1,141,
108061,,Surface,18,Image 1,1,145,
374165,,Surface,18,Image 1,1,149,
26835,,Surface,18,Image 1,1,150,
28840,,Surface,18,Image 1,1,154,
68271,,Surface,18,Image 1,1,155,
1.43555e+06,,Surface,18,Image 1,1,166,
100020,,Surface,18,Image 1,1,171,
138217,,Surface,18,Image 1,1,173,
749919,,Surface,18,Image 1,1,174,
13361,,Surface,18,Image 1,1,176,
667762,,Surface,18,Image 1,1,177,
294007,,Surface,18,Image 1,1,190,
1.45233e+06,,Surface,18,Image 1,1,192,
4243,,Surface,18,Image 1,1,193,
5657,,Surface,18,Image 1,1,205,
235142,,Surface,18,Image 1,1,206,
59573,,Surface,18,Image 1,1,209,
1.0274e+06,,Surface,18,Image 1,1,210,
118211,,Surface,18,Image 1,1,212,
36502,,Surface,18,Image 1,1,225,
2386,,Surface,18,Image 1,1,235,
131870,,Surface,18,Image 1,1,237,
42158,,Surface,18,Image 1,1,239,
81332,,Surface,18,Image 1,1,245,
101872,,Surface,18,Image 1,1,248,
231248,,Surface,18,Image 1,1,251,
805447,,Surface,18,Image 1,1,256,
24111,,Surface,18,Image 1,1,258,
872607,,Surface,18,Image 1,1,259,
67233,,Surface,18,Image 1,1,260,
2627,,Surface,18,Image 1,1,262,
1.82351e+06,,Surface,18,Image 1,1,263,
73077,,Surface,18,Image 1,1,269,
84013,,Surface,18,Image 1,1,271,
4.26626e+06,,Surface,18,Image 1,1,278,
5.656e+06,,Surface,18,Image 1,1,280,
872570,,Surface,18,Image 1,1,289,
334837,,Surface,18,Image 1,1,292,
2.42775e+06,,Surface,18,Image 1,1,294,
277239,,Surface,18,Image 1,1,295,
2196,,Surface,18,Image 1,1,297,
365565,,Surface,18,Image 1,1,298,
299938,,Surface,18,Image 1,1,312,
69990,,Surface,18,Image 1,1,318,
6402,,Surface,18,Image 1,1,326,
65506,,Surface,18,Image 1,1,332,
1.21408e+06,,Surface,18,Image 1,1,339,
199204,,Surface,18,Image 1,1,343,
6.39066e+06,,Surface,18,Image 1,1,346,
604651,,Surface,18,Image 1,1,348,
58794,,Surface,18,Image 1,1,356,
5422,,Surface,18,Image 1,1,357,
1.31416e+06,,Surface,18,Image 1,1,359,
668,,Surface,18,Image 1,1,361,
63120,,Surface,18,Image 1,1,365,
187859,,Surface,18,Image 1,1,370,
45036,,Surface,18,Image 1,1,376,
109017,,Surface,18,Image 1,1,377,
306608,,Surface,18,Image 1,1,382,
155432,,Surface,18,Image 1,1,384,
123768,,Surface,18,Image 1,1,388,
83198,,Surface,18,Image 1,1,389,
220055,,Surface,18,Image 1,1,390,
273048,,Surface,18,Image 1,1,401,
293003,,Surface,18,Image 1,1,406,
151632,,Surface,18,Image 1,1,409,
301810,,Surface,18,Image 1,1,410,
5.98141e+06,,Surface,18,Image 1,1,411,
21090,,Surface,18,Image 1,1,412,
400838,,Surface,18,Image 1,1,418,
9790,,Surface,18,Image 1,1,424,
10933,,Surface,18,Image 1,1,426,
192913,,Surface,18,Image 1,1,433,
36459,,Surface,18,Image 1,1,439,
187003,,Surface,18,Image 1,1,449,
1.82491e+07,,Surface,18,Image 1,1,452,
1.25886e+06,,Surface,18,Image 1,1,453,
4.35697e+06,,Surface,18,Image 1,1,456,
22001,,Surface,18,Image 1,1,457,
3.40966e+06,,Surface,18,Image 1,1,458,
1.05811e+07,,Surface,18,Image 1,1,459,
2.82535e+06,,Surface,18,Image 1,1,465,
8613,,Surface,18,Image 1,1,466,
5235,,Surface,18,Image 1,1,470,
5.15243e+06,,Surface,18,Image 1,1,474,
64290,,Surface,18,Image 1,1,479,
154223,,Surface,18,Image 1,1,481,
162202,,Surface,18,Image 1,1,482,
1220,,Surface,18,Image 1,1,485,
79498,,Surface,18,Image 1,1,489,
8.51972e+06,,Surface,18,Image 1,1,492,
242285,,Surface,18,Image 1,1,497,
45848,,Surface,18,Image 1,1,498,
13397,,Surface,18,Image 1,1,503,
12765,,Surface,18,Image 1,1,504,
198228,,Surface,18,Image 1,1,505,
55587,,Surface,18,Image 1,1,507,
9.24963e+06,,Surface,18,Image 1,1,508,
358731,,Surface,18,Image 1,1,524,
705981,,Surface,18,Image 1,1,530,
78444,,Surface,18,Image 1,1,532,
63999,,Surface,18,Image 1,1,533,
1.55656e+06,,Surface,18,Image 1,1,537,
175823,,Surface,18,Image 1,1,540,
426388,,Surface,18,Image 1,1,541,
132925,,Surface,18,Image 1,1,542,
7.99514e+06,,Surface,18,Image 1,1,544,
432867,,Surface,18,Image 1,1,547,
115950,,Surface,18,Image 1,1,549,
71390,,Surface,18,Image 1,1,550,
127636,,Surface,18,Image 1,1,551,
35813,,Surface,18,Image 1,1,558,
223131,,Surface,18,Image 1,1,561,
194184,,Surface,18,Image 1,1,571,
718565,,Surface,18,Image 1,1,572,
1.38801e+06,,Surface,18,Image 1,1,573,
286596,,Surface,18,Image 1,1,576,
105411,,Surface,18,Image 1,1,581,
131315,,Surface,18,Image 1,1,588,
14438,,Surface,18,Image 1,1,589,
6613,,Surface,18,Image 1,1,592,
170432,,Surface,18,Image 1,1,599,
134494,,Surface,18,Image 1,1,601,
15543,,Surface,18,Image 1,1,604,
943011,,Surface,18,Image 1,1,606,
105419,,Surface,18,Image 1,1,607,
194782,,Surface,18,Image 1,1,611,
1.5101e+06,,Surface,18,Image 1,1,614,
14624,,Surface,18,Image 1,1,615,
11750,,Surface,18,Image 1,1,616,
428269,,Surface,18,Image 1,1,617,
48828,,Surface,18,Image 1,1,619,
4.49409e+06,,Surface,18,Image 1,1,627,
171234,,Surface,18,Image 1,1,631,
25929,,Surface,18,Image 1,1,632,
38244,,Surface,18,Image 1,1,639,
1.1603e+06,,Surface,18,Image 1,1,644,
4.53878e+06,,Surface,18,Image 1,1,652,
94197,,Surface,18,Image 1,1,655,
102852,,Surface,18,Image 1,1,657,
20196,,Surface,18,Image 1,1,658,
20651,,Surface,18,Image 1,1,665,
44039,,Surface,18,Image 1,1,682,
1.01151e+06,,Surface,18,Image 1,1,687,
68267,,Surface,18,Image 1,1,693,
29386,,Surface,18,Image 1,1,699,
225635,,Surface,18,Image 1,1,700,
120740,,Surface,18,Image 1,1,708,
53647,,Surface,18,Image 1,1,710,
119450,,Surface,18,Image 1,1,725,
294175,,Surface,18,Image 1,1,728,
921848,,Surface,18,Image 1,1,729,
425126,,Surface,18,Image 1,1,730,
136707,,Surface,18,Image 1,1,731,
26055,,Surface,18,Image 1,1,733,
1.23816e+06,,Surface,18,Image 1,1,735,
672311,,Surface,18,Image 1,1,736,
311091,,Surface,18,Image 1,1,742,
79265,,Surface,18,Image 1,1,748,
66164,,Surface,18,Image 1,1,750,
77496,,Surface,18,Image 1,1,753,
378461,,Surface,18,Image 1,1,756,
7932,,Surface,18,Image 1,1,760,
28920,,Surface,18,Image 1,1,764,
482557,,Surface,18,Image 1,1,766,
33508,,Surface,18,Image 1,1,771,
1.70692e+06,,Surface,18,Image 1,1,772,
71262,,Surface,18,Image 1,1,782,
29631,,Surface,18,Image 1,1,783,
82312,,Surface,18,Image 1,1,784,
144896,,Surface,18,Image 1,1,793,
895488,,Surface,18,Image 1,1,794,
12651,,Surface,18,Image 1,1,800,
128110,,Surface,18,Image 1,1,802,
2.91823e+06,,Surface,18,Image 1,1,805,
1532,,Surface,18,Image 1,1,810,
86560,,Surface,18,Image 1,1,817,
122164,,Surface,18,Image 1,1,821,
1.02559e+06,,Surface,18,Image 1,1,822,
39543,,Surface,18,Image 1,1,827,
3.13181e+06,,Surface,18,Image 1,1,831,
52346,,Surface,18,Image 1,1,834,
31604,,Surface,18,Image 1,1,839,
28059,,Surface,18,Image 1,1,850,
143217,,Surface,18,Image 1,1,855,
59872,,Surface,18,Image 1,1,868,
15774,,Surface,18,Image 1,1,874,
77354,,Surface,18,Image 1,1,875,
237094,,Surface,18,Image 1,1,882,
84306,,Surface,18,Image 1,1,883,
13091,,Surface,18,Image 1,1,885,
261875,,Surface,18,Image 1,1,891,
15141,,Surface,18,Image 1,1,892,
287583,,Surface,18,Image 1,1,895,
42412,,Surface,18,Image 1,1,896,
865039,,Surface,18,Image 1,1,897,
619653,,Surface,18,Image 1,1,901,
43696,,Surface,18,Image 1,1,905,
33969,,Surface,18,Image 1,1,911,
2188,,Surface,18,Image 1,1,912,
1.93095e+06,,Surface,18,Image 1,1,924,
74635,,Surface,18,Image 1,1,925,
14291,,Surface,18,Image 1,1,926,
62687,,Surface,18,Image 1,1,935,
31223,,Surface,18,Image 1,1,936,
1.17046e+06,,Surface,18,Image 1,1,946,
100197,,Surface,18,Image 1,1,950,
122129,,Surface,18,Image 1,1,955,
755303,,Surface,18,Image 1,1,957,
20116,,Surface,18,Image 1,1,962,
42800,,Surface,18,Image 1,1,966,
1.91254e+06,,Surface,18,Image 1,1,977,
1535,,Surface,18,Image 1,1,979,
894625,,Surface,18,Image 1,1,986,
80219,,Surface,18,Image 1,1,991,
1.40951e+06,,Surface,18,Image 1,1,993,
15435,,Surface,18,Image 1,1,1011,
24226,,Surface,18,Image 1,1,1013,
5568,,Surface,18,Image 1,1,1016,
8024,,Surface,18,Image 1,1,1017,
183,,Surface,18,Image 1,1,1023,
2.34294e+06,,Surface,18,Image 1,1,1024,
102479,,Surface,18,Image 1,1,1030,
1210,,Surface,18,Image 1,1,1033,
157792,,Surface,18,Image 1,1,1041,
32960,,Surface,18,Image 1,1,1043,
40095,,Surface,18,Image 1,1,1046,
33757,,Surface,18,Image 1,1,1048,
57086,,Surface,18,Image 1,1,1049,
33879,,Surface,18,Image 1,1,1051,
4512,,Surface,18,Image 1,1,1052,
202556,,Surface,18,Image 1,1,1053,
149747,,Surface,18,Image 1,1,1055,
44074,,Surface,18,Image 1,1,1056,
37884,,Surface,18,Image 1,1,1062,
3.12625e+06,,Surface,18,Image 1,1,1065,
268546,,Surface,18,Image 1,1,1066,
31448,,Surface,18,Image 1,1,1070,
451134,,Surface,18,Image 1,1,1071,
1.46092e+06,,Surface,18,Image 1,1,1074,
25829,,Surface,18,Image 1,1,1078,
394279,,Surface,18,Image 1,1,1087,
6.44234e+06,,Surface,18,Image 1,1,1090,
249475,,Surface,18,Image 1,1,1093,
175068,,Surface,18,Image 1,1,1094,
17045,,Surface,18,Image 1,1,1095,
62412,,Surface,18,Image 1,1,1096,
420671,,Surface,18,Image 1,1,1101,
49916,,Surface,18,Image 1,1,1102,
174211,,Surface,18,Image 1,1,1104,
31700,,Surface,18,Image 1,1,1105,
4473,,Surface,18,Image 1,1,1106,
4.14574e+06,,Surface,18,Image 1,1,1108,
38341,,Surface,18,Image 1,1,1109,
8333,,Surface,18,Image 1,1,1112,
936551,,Surface,18,Image 1,1,1118,
108144,,Surface,18,Image 1,1,1121,
24184,,Surface,18,Image 1,1,1131,
363597,,Surface,18,Image 1,1,1134,
252257,,Surface,18,Image 1,1,1137,
3.57415e+06,,Surface,18,Image 1,1,1144,
890742,,Surface,18,Image 1,1,1145,
2.42056e+06,,Surface,18,Image 1,1,1148,
11375,,Surface,18,Image 1,1,1163,
356652,,Surface,18,Image 1,1,1166,
497520,,Surface,18,Image 1,1,1169,
1.29116e+06,,Surface,18,Image 1,1,1171,
20647,,Surface,18,Image 1,1,1173,
25603,,Surface,18,Image 1,1,1177,
756709,,Surface,18,Image 1,1,1184,
2.34981e+06,,Surface,18,Image 1,1,1189,
275672,,Surface,18,Image 1,1,1191,
716872,,Surface,18,Image 1,1,1193,
651334,,Surface,18,Image 1,1,1198,
329342,,Surface,18,Image 1,1,1200,
254513,,Surface,18,Image 1,1,1202,
608028,,Surface,18,Image 1,1,1203,
958245,,Surface,18,Image 1,1,1212,
254054,,Surface,18,Image 1,1,1217,
83454,,Surface,18,Image 1,1,1223,
245815,,Surface,18,Image 1,1,1224,
2.02814e+06,,Surface,18,Image 1,1,1226,
974601,,Surface,18,Image 1,1,1231,
414148,,Surface,18,Image 1,1,1236,
291874,,Surface,18,Image 1,1,1237,
1.35834e+06,,Surface,18,Image 1,1,1240,
4.99712e+06,,Surface,18,Image 1,1,1241,
40124,,Surface,18,Image 1,1,1242,
37946,,Surface,18,Image 1,1,1247,
102736,,Surface,18,Image 1,1,1249,
74140,,Surface,18,Image 1,1,1250,
162209,,Surface,18,Image 1,1,1251,
3.5074e+06,,Surface,18,Image 1,1,1253,
308728,,Surface,18,Image 1,1,1254,
76180,,Surface,18,Image 1,1,1256,
39901,,Surface,18,Image 1,1,1264,
108556,,Surface,18,Image 1,1,1267,
35437,,Surface,18,Image 1,1,1275,
25521,,Surface,18,Image 1,1,1277,
1.65369e+06,,Surface,18,Image 1,1,1278,
293321,,Surface,18,Image 1,1,1280,
16214,,Surface,18,Image 1,1,1282,
6229,,Surface,18,Image 1,1,1283,
53097,,Surface,18,Image 1,1,1285,
18464,,Surface,18,Image 1,1,1288,
331441,,Surface,18,Image 1,1,1292,
34005,,Surface,18,Image 1,1,1297,
169665,,Surface,18,Image 1,1,1300,
3.80121e+06,,Surface,18,Image 1,1,1303,
9449,,Surface,18,Image 1,1,1306,
20564,,Surface,18,Image 1,1,1307,
1.14133e+06,,Surface,18,Image 1,1,1310,
718049,,Surface,18,Image 1,1,1312,
111013,,Surface,18,Image 1,1,1321,
646899,,Surface,18,Image 1,1,1323,
65965,,Surface,18,Image 1,1,1332,
447732,,Surface,18,Image 1,1,1334,
21405,,Surface,18,Image 1,1,1341,
716070,,Surface,18,Image 1,1,1348,
30818,,Surface,18,Image 1,1,1350,
29150,,Surface,18,Image 1,1,1353,
170140,,Surface,18,Image 1,1,1356,
40053,,Surface,18,Image 1,1,1358,
73855,,Surface,18,Image 1,1,1359,
191579,,Surface,18,Image 1,1,1360,
236408,,Surface,18,Image 1,1,1365,
3480,,Surface,18,Image 1,1,1369,
383211,,Surface,18,Image 1,1,1371,
7.8438e+06,,Surface,18,Image 1,1,1383,
33405,,Surface,18,Image 1,1,1388,
108091,,Surface,18,Image 1,1,1392,
5.55034e+06,,Surface,18,Image 1,1,1395,
113266,,Surface,18,Image 1,1,1399,
132811,,Surface,18,Image 1,1,1400,
51848,,Surface,18,Image 1,1,1401,
70604,,Surface,18,Image 1,1,1406,
59263,,Surface,18,Image 1,1,1408,
49495,,Surface,18,Image 1,1,1410,
137940,,Surface,18,Image 1,1,1411,
82421,,Surface,18,Image 1,1,1422,
8416,,Surface,18,Image 1,1,1428,
63300,,Surface,18,Image 1,1,1429,
156602,,Surface,18,Image 1,1,1441,
153276,,Surface,18,Image 1,1,1464,
96134,,Surface,18,Image 1,1,1467,
917413,,Surface,18,Image 1,1,1470,
46913,,Surface,18,Image 1,1,1475,
1.74112e+06,,Surface,18,Image 1,1,1488,
56738,,Surface,18,Image 1,1,1494,
5.13816e+06,,Surface,18,Image 1,1,1501,
332046,,Surface,18,Image 1,1,1502,
23411,,Surface,18,Image 1,1,1503,
38251,,Surface,18,Image 1,1,1504,
36189,,Surface,18,Image 1,1,1508,
5.71198e+06,,Surface,18,Image 1,1,1510,
330326,,Surface,18,Image 1,1,1512,
2.43731e+06,,Surface,18,Image 1,1,1515,
10727,,Surface,18,Image 1,1,1516,
41170,,Surface,18,Image 1,1,1517,
3.98944e+06,,Surface,18,Image 1,1,1518,
131635,,Surface,18,Image 1,1,1521,
170702,,Surface,18,Image 1,1,1525,
440606,,Surface,18,Image 1,1,1527,
58530,,Surface,18,Image 1,1,1528,
5460,,Surface,18,Image 1,1,1529,
3.91624e+06,,Surface,18,Image 1,1,1534,
940205,,Surface,18,Image 1,1,1535,
228886,,Surface,18,Image 1,1,1537,
10321,,Surface,18,Image 1,1,1540,
132184,,Surface,18,Image 1,1,1542,
11751,,Surface,18,Image 1,1,1545,
83597,,Surface,18,Image 1,1,1546,
7566,,Surface,18,Image 1,1,1547,
323864,,Surface,18,Image 1,1,1549,
23848,,Surface,18,Image 1,1,1554,
562,,Surface,18,Image 1,1,1555,
277548,,Surface,18,Image 1,1,1556,
5704,,Surface,18,Image 1,1,1565,
1.24119e+07,,Surface,18,Image 1,1,1566,
3.12338e+06,,Surface,18,Image 1,1,1569,
40389,,Surface,18,Image 1,1,1574,
3.62544e+06,,Surface,18,Image 1,1,1575,
190272,,Surface,18,Image 1,1,1577,
32486,,Surface,18,Image 1,1,1578,
105129,,Surface,18,Image 1,1,1579,
96413,,Surface,18,Image 1,1,1580,
105377,,Surface,18,Image 1,1,1584,
11961,,Surface,18,Image 1,1,1597,
29685,,Surface,18,Image 1,1,1599,
