
Intensity Sum of Square Ch=40 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
1.59242e+06,,Surface,40,Image 1,1,4,
1.91838e+06,,Surface,40,Image 1,1,5,
1.83898e+06,,Surface,40,Image 1,1,11,
4.87096e+06,,Surface,40,Image 1,1,14,
8.89614e+06,,Surface,40,Image 1,1,20,
8.11177e+06,,Surface,40,Image 1,1,21,
9.39275e+07,,Surface,40,Image 1,1,27,
5.04187e+06,,Surface,40,Image 1,1,32,
4.13996e+06,,Surface,40,Image 1,1,34,
4.71697e+06,,Surface,40,Image 1,1,38,
2.39359e+07,,Surface,40,Image 1,1,40,
779761,,Surface,40,Image 1,1,41,
7.17407e+06,,Surface,40,Image 1,1,45,
90563,,Surface,40,Image 1,1,50,
1.58512e+09,,Surface,40,Image 1,1,53,
876431,,Surface,40,Image 1,1,55,
1.87927e+07,,Surface,40,Image 1,1,57,
1.21216e+10,,Surface,40,Image 1,1,58,
2.00089e+06,,Surface,40,Image 1,1,59,
2.71086e+06,,Surface,40,Image 1,1,62,
1.27148e+06,,Surface,40,Image 1,1,65,
1.52778e+07,,Surface,40,Image 1,1,70,
38742,,Surface,40,Image 1,1,81,
4.96474e+06,,Surface,40,Image 1,1,83,
3.91643e+06,,Surface,40,Image 1,1,84,
1.17095e+07,,Surface,40,Image 1,1,90,
1.76751e+06,,Surface,40,Image 1,1,94,
3.20902e+06,,Surface,40,Image 1,1,95,
833474,,Surface,40,Image 1,1,96,
3.09583e+07,,Surface,40,Image 1,1,98,
3.10343e+09,,Surface,40,Image 1,1,100,
8.49125e+07,,Surface,40,Image 1,1,102,
5.26808e+06,,Surface,40,Image 1,1,104,
84570,,Surface,40,Image 1,1,112,
2.82076e+06,,Surface,40,Image 1,1,113,
1.09825e+06,,Surface,40,Image 1,1,114,
1.08602e+06,,Surface,40,Image 1,1,118,
1.85598e+06,,Surface,40,Image 1,1,121,
9.94814e+06,,Surface,40,Image 1,1,124,
9.07712e+06,,Surface,40,Image 1,1,137,
2.8473e+07,,Surface,40,Image 1,1,138,
8.95609e+07,,Surface,40,Image 1,1,141,
149511,,Surface,40,Image 1,1,145,
6.14115e+06,,Surface,40,Image 1,1,149,
448661,,Surface,40,Image 1,1,150,
281407,,Surface,40,Image 1,1,154,
493353,,Surface,40,Image 1,1,155,
1.79158e+07,,Surface,40,Image 1,1,166,
87747,,Surface,40,Image 1,1,171,
3.05996e+06,,Surface,40,Image 1,1,173,
5.41631e+06,,Surface,40,Image 1,1,174,
1.53217e+06,,Surface,40,Image 1,1,176,
3.53346e+06,,Surface,40,Image 1,1,177,
1.58777e+07,,Surface,40,Image 1,1,190,
1.4464e+07,,Surface,40,Image 1,1,192,
1.16231e+06,,Surface,40,Image 1,1,193,
334240,,Surface,40,Image 1,1,205,
1.76637e+06,,Surface,40,Image 1,1,206,
344122,,Surface,40,Image 1,1,209,
9.14081e+06,,Surface,40,Image 1,1,210,
6.9585e+06,,Surface,40,Image 1,1,212,
0,,Surface,40,Image 1,1,225,
17670,,Surface,40,Image 1,1,235,
2.19843e+10,,Surface,40,Image 1,1,237,
2.52802e+06,,Surface,40,Image 1,1,239,
3.46034e+10,,Surface,40,Image 1,1,245,
1.06422e+07,,Surface,40,Image 1,1,248,
2.4226e+07,,Surface,40,Image 1,1,251,
7.19561e+07,,Surface,40,Image 1,1,256,
233881,,Surface,40,Image 1,1,258,
51608,,Surface,40,Image 1,1,259,
4.36377e+06,,Surface,40,Image 1,1,260,
2.04921e+06,,Surface,40,Image 1,1,262,
5.87891e+07,,Surface,40,Image 1,1,263,
1.74968e+06,,Surface,40,Image 1,1,269,
5.87727e+10,,Surface,40,Image 1,1,271,
8.7733e+07,,Surface,40,Image 1,1,278,
1.59879e+08,,Surface,40,Image 1,1,280,
1.9247e+07,,Surface,40,Image 1,1,289,
1.90101e+07,,Surface,40,Image 1,1,292,
1.24969e+08,,Surface,40,Image 1,1,294,
6.50034e+06,,Surface,40,Image 1,1,295,
0,,Surface,40,Image 1,1,297,
2.05116e+07,,Surface,40,Image 1,1,298,
1.28351e+07,,Surface,40,Image 1,1,312,
624944,,Surface,40,Image 1,1,318,
790578,,Surface,40,Image 1,1,326,
2.98375e+06,,Surface,40,Image 1,1,332,
4.52021e+07,,Surface,40,Image 1,1,339,
1.13718e+07,,Surface,40,Image 1,1,343,
1.40068e+08,,Surface,40,Image 1,1,346,
1.13597e+07,,Surface,40,Image 1,1,348,
1.1604e+07,,Surface,40,Image 1,1,356,
2.37863e+06,,Surface,40,Image 1,1,357,
4.26352e+07,,Surface,40,Image 1,1,359,
4.791e+07,,Surface,40,Image 1,1,361,
1.10072e+07,,Surface,40,Image 1,1,365,
6.36731e+06,,Surface,40,Image 1,1,370,
3.49658e+06,,Surface,40,Image 1,1,376,
1.90898e+06,,Surface,40,Image 1,1,377,
1.12717e+07,,Surface,40,Image 1,1,382,
2.42004e+06,,Surface,40,Image 1,1,384,
1.80948e+07,,Surface,40,Image 1,1,388,
7.02101e+06,,Surface,40,Image 1,1,389,
1.05488e+06,,Surface,40,Image 1,1,390,
685607,,Surface,40,Image 1,1,401,
732254,,Surface,40,Image 1,1,406,
2.10463e+07,,Surface,40,Image 1,1,409,
686903,,Surface,40,Image 1,1,410,
2.13586e+08,,Surface,40,Image 1,1,411,
23805,,Surface,40,Image 1,1,412,
2.79058e+07,,Surface,40,Image 1,1,418,
860675,,Surface,40,Image 1,1,424,
2.95336e+06,,Surface,40,Image 1,1,426,
8.30378e+06,,Surface,40,Image 1,1,433,
2.6606e+06,,Surface,40,Image 1,1,439,
9875,,Surface,40,Image 1,1,449,
8.2882e+07,,Surface,40,Image 1,1,452,
3.56757e+07,,Surface,40,Image 1,1,453,
3.98414e+07,,Surface,40,Image 1,1,456,
334071,,Surface,40,Image 1,1,457,
8.24858e+07,,Surface,40,Image 1,1,458,
9.76526e+07,,Surface,40,Image 1,1,459,
1.17451e+08,,Surface,40,Image 1,1,465,
440966,,Surface,40,Image 1,1,466,
404980,,Surface,40,Image 1,1,470,
9.48975e+07,,Surface,40,Image 1,1,474,
710129,,Surface,40,Image 1,1,479,
2.09781e+06,,Surface,40,Image 1,1,481,
1.29667e+06,,Surface,40,Image 1,1,482,
634992,,Surface,40,Image 1,1,485,
1.08484e+06,,Surface,40,Image 1,1,489,
2.08342e+08,,Surface,40,Image 1,1,492,
7.48411e+06,,Surface,40,Image 1,1,497,
144985,,Surface,40,Image 1,1,498,
427885,,Surface,40,Image 1,1,503,
899590,,Surface,40,Image 1,1,504,
1.30628e+07,,Surface,40,Image 1,1,505,
159036,,Surface,40,Image 1,1,507,
1.01421e+08,,Surface,40,Image 1,1,508,
5.63979e+06,,Surface,40,Image 1,1,524,
5.76666e+07,,Surface,40,Image 1,1,530,
42807,,Surface,40,Image 1,1,532,
1.07134e+06,,Surface,40,Image 1,1,533,
3.67861e+07,,Surface,40,Image 1,1,537,
9.0783e+06,,Surface,40,Image 1,1,540,
1.89599e+11,,Surface,40,Image 1,1,541,
5.32327e+06,,Surface,40,Image 1,1,542,
3.86359e+08,,Surface,40,Image 1,1,544,
2.36923e+07,,Surface,40,Image 1,1,547,
3.53697e+07,,Surface,40,Image 1,1,549,
1.02681e+12,,Surface,40,Image 1,1,550,
3.07645e+06,,Surface,40,Image 1,1,551,
304089,,Surface,40,Image 1,1,558,
865776,,Surface,40,Image 1,1,561,
9.39347e+06,,Surface,40,Image 1,1,571,
6.91009e+06,,Surface,40,Image 1,1,572,
1.15039e+07,,Surface,40,Image 1,1,573,
6.38754e+06,,Surface,40,Image 1,1,576,
162133,,Surface,40,Image 1,1,581,
1.6659e+06,,Surface,40,Image 1,1,588,
4.69933e+06,,Surface,40,Image 1,1,589,
1.90225e+06,,Surface,40,Image 1,1,592,
5.51957e+06,,Surface,40,Image 1,1,599,
3.89847e+06,,Surface,40,Image 1,1,601,
1.00474e+07,,Surface,40,Image 1,1,604,
4.42536e+06,,Surface,40,Image 1,1,606,
697668,,Surface,40,Image 1,1,607,
2.60754e+07,,Surface,40,Image 1,1,611,
2.34296e+07,,Surface,40,Image 1,1,614,
785785,,Surface,40,Image 1,1,615,
1.07491e+09,,Surface,40,Image 1,1,616,
6.72573e+06,,Surface,40,Image 1,1,617,
244197,,Surface,40,Image 1,1,619,
4.36035e+07,,Surface,40,Image 1,1,627,
1.7319e+07,,Surface,40,Image 1,1,631,
1.2468e+06,,Surface,40,Image 1,1,632,
5.52812e+06,,Surface,40,Image 1,1,639,
1.63853e+07,,Surface,40,Image 1,1,644,
4.16711e+07,,Surface,40,Image 1,1,652,
1.14422e+07,,Surface,40,Image 1,1,655,
1.40352e+07,,Surface,40,Image 1,1,657,
26485,,Surface,40,Image 1,1,658,
1.13206e+07,,Surface,40,Image 1,1,665,
932149,,Surface,40,Image 1,1,682,
3.00557e+07,,Surface,40,Image 1,1,687,
1.93353e+06,,Surface,40,Image 1,1,693,
263602,,Surface,40,Image 1,1,699,
2.03993e+06,,Surface,40,Image 1,1,700,
660107,,Surface,40,Image 1,1,708,
677768,,Surface,40,Image 1,1,710,
179975,,Surface,40,Image 1,1,725,
6.9448e+06,,Surface,40,Image 1,1,728,
4.10805e+07,,Surface,40,Image 1,1,729,
5.12882e+07,,Surface,40,Image 1,1,730,
1.58058e+06,,Surface,40,Image 1,1,731,
8.66458e+06,,Surface,40,Image 1,1,733,
4.23483e+07,,Surface,40,Image 1,1,735,
653330,,Surface,40,Image 1,1,736,
5.79048e+06,,Surface,40,Image 1,1,742,
7.4665e+06,,Surface,40,Image 1,1,748,
3.26034e+06,,Surface,40,Image 1,1,750,
1.88802e+07,,Surface,40,Image 1,1,753,
3.4027e+06,,Surface,40,Image 1,1,756,
1.41876e+06,,Surface,40,Image 1,1,760,
1.76747e+06,,Surface,40,Image 1,1,764,
2.53391e+07,,Surface,40,Image 1,1,766,
137961,,Surface,40,Image 1,1,771,
3.32363e+10,,Surface,40,Image 1,1,772,
1.09204e+06,,Surface,40,Image 1,1,782,
2.92773e+06,,Surface,40,Image 1,1,783,
4.15779e+06,,Surface,40,Image 1,1,784,
4.83799e+06,,Surface,40,Image 1,1,793,
1.06315e+07,,Surface,40,Image 1,1,794,
1.15185e+07,,Surface,40,Image 1,1,800,
8.65936e+06,,Surface,40,Image 1,1,802,
4.31972e+07,,Surface,40,Image 1,1,805,
932876,,Surface,40,Image 1,1,810,
2.72306e+06,,Surface,40,Image 1,1,817,
2.21097e+07,,Surface,40,Image 1,1,821,
1.99299e+07,,Surface,40,Image 1,1,822,
428627,,Surface,40,Image 1,1,827,
7.10554e+07,,Surface,40,Image 1,1,831,
840679,,Surface,40,Image 1,1,834,
2.44265e+06,,Surface,40,Image 1,1,839,
1.08679e+07,,Surface,40,Image 1,1,850,
941481,,Surface,40,Image 1,1,855,
3.24513e+06,,Surface,40,Image 1,1,868,
705682,,Surface,40,Image 1,1,874,
173311,,Surface,40,Image 1,1,875,
2.24112e+07,,Surface,40,Image 1,1,882,
699614,,Surface,40,Image 1,1,883,
461395,,Surface,40,Image 1,1,885,
27972,,Surface,40,Image 1,1,891,
199295,,Surface,40,Image 1,1,892,
4.25519e+06,,Surface,40,Image 1,1,895,
1.95926e+06,,Surface,40,Image 1,1,896,
8.96676e+07,,Surface,40,Image 1,1,897,
7.21507e+07,,Surface,40,Image 1,1,901,
575204,,Surface,40,Image 1,1,905,
153119,,Surface,40,Image 1,1,911,
1.53839e+06,,Surface,40,Image 1,1,912,
1.3467e+07,,Surface,40,Image 1,1,924,
6.41787e+06,,Surface,40,Image 1,1,925,
3.21667e+06,,Surface,40,Image 1,1,926,
223874,,Surface,40,Image 1,1,935,
1.47229e+06,,Surface,40,Image 1,1,936,
4.24584e+07,,Surface,40,Image 1,1,946,
1.12027e+06,,Surface,40,Image 1,1,950,
1.80262e+06,,Surface,40,Image 1,1,955,
1.4118e+07,,Surface,40,Image 1,1,957,
