
Intensity Max Ch=38 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
157,,Surface,38,Image 1,1,4,
246,,Surface,38,Image 1,1,5,
235,,Surface,38,Image 1,1,11,
138,,Surface,38,Image 1,1,14,
314,,Surface,38,Image 1,1,20,
251,,Surface,38,Image 1,1,21,
241,,Surface,38,Image 1,1,27,
263,,Surface,38,Image 1,1,32,
131,,Surface,38,Image 1,1,34,
200,,Surface,38,Image 1,1,38,
310,,Surface,38,Image 1,1,40,
195,,Surface,38,Image 1,1,41,
264,,Surface,38,Image 1,1,45,
203,,Surface,38,Image 1,1,50,
27317,,Surface,38,Image 1,1,53,
59,,Surface,38,Image 1,1,55,
364,,Surface,38,Image 1,1,57,
16636,,Surface,38,Image 1,1,58,
174,,Surface,38,Image 1,1,59,
180,,Surface,38,Image 1,1,62,
203,,Surface,38,Image 1,1,65,
554,,Surface,38,Image 1,1,70,
134,,Surface,38,Image 1,1,81,
1,,Surface,38,Image 1,1,83,
165,,Surface,38,Image 1,1,84,
142,,Surface,38,Image 1,1,90,
191,,Surface,38,Image 1,1,94,
209,,Surface,38,Image 1,1,95,
162,,Surface,38,Image 1,1,96,
312,,Surface,38,Image 1,1,98,
10537,,Surface,38,Image 1,1,100,
278,,Surface,38,Image 1,1,102,
189,,Surface,38,Image 1,1,104,
44,,Surface,38,Image 1,1,112,
235,,Surface,38,Image 1,1,113,
149,,Surface,38,Image 1,1,114,
117,,Surface,38,Image 1,1,118,
128,,Surface,38,Image 1,1,121,
201,,Surface,38,Image 1,1,124,
121,,Surface,38,Image 1,1,137,
154,,Surface,38,Image 1,1,138,
298,,Surface,38,Image 1,1,141,
117,,Surface,38,Image 1,1,145,
205,,Surface,38,Image 1,1,149,
156,,Surface,38,Image 1,1,150,
298,,Surface,38,Image 1,1,154,
81,,Surface,38,Image 1,1,155,
211,,Surface,38,Image 1,1,166,
34,,Surface,38,Image 1,1,171,
284,,Surface,38,Image 1,1,173,
273,,Surface,38,Image 1,1,174,
69,,Surface,38,Image 1,1,176,
83,,Surface,38,Image 1,1,177,
259,,Surface,38,Image 1,1,190,
210,,Surface,38,Image 1,1,192,
0,,Surface,38,Image 1,1,193,
11,,Surface,38,Image 1,1,205,
179,,Surface,38,Image 1,1,206,
0,,Surface,38,Image 1,1,209,
217,,Surface,38,Image 1,1,210,
245,,Surface,38,Image 1,1,212,
0,,Surface,38,Image 1,1,225,
215,,Surface,38,Image 1,1,235,
31183,,Surface,38,Image 1,1,237,
164,,Surface,38,Image 1,1,239,
18159,,Surface,38,Image 1,1,245,
191,,Surface,38,Image 1,1,248,
622,,Surface,38,Image 1,1,251,
258,,Surface,38,Image 1,1,256,
74,,Surface,38,Image 1,1,258,
132,,Surface,38,Image 1,1,259,
89,,Surface,38,Image 1,1,260,
