
Sphericity
 ==================== 
Sphericity,Unit,Category,Time,ID,
0.799094,,Surface,1,2444,
0.831529,,Surface,1,2453,
0.836312,,Surface,1,2458,
0.834365,,Surface,1,2464,
0.856376,,Surface,1,2469,
0.86912,,Surface,1,2476,
0.890509,,Surface,1,2484,
0.821085,,Surface,1,2489,
0.858268,,Surface,1,2494,
0.778195,,Surface,1,2495,
0.89232,,Surface,1,2496,
0.888632,,Surface,1,2497,
0.808052,,Surface,1,2498,
0.862989,,Surface,1,2499,
