
Intensity Mean Ch=7 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
1788.77,,Surface,7,Image 1,1,4,
1193.46,,Surface,7,Image 1,1,5,
1959.92,,Surface,7,Image 1,1,11,
1084.48,,Surface,7,Image 1,1,14,
1000.27,,Surface,7,Image 1,1,20,
1522.99,,Surface,7,Image 1,1,21,
1383.7,,Surface,7,Image 1,1,27,
1943.52,,Surface,7,Image 1,1,32,
1122.43,,Surface,7,Image 1,1,34,
1127.27,,Surface,7,Image 1,1,38,
1259.57,,Surface,7,Image 1,1,40,
1216.21,,Surface,7,Image 1,1,41,
1542.05,,Surface,7,Image 1,1,45,
1119.19,,Surface,7,Image 1,1,50,
666.249,,Surface,7,Image 1,1,53,
1309.33,,Surface,7,Image 1,1,55,
1303.31,,Surface,7,Image 1,1,57,
25.5792,,Surface,7,Image 1,1,58,
1458.56,,Surface,7,Image 1,1,59,
225.035,,Surface,7,Image 1,1,62,
1167.88,,Surface,7,Image 1,1,65,
895.72,,Surface,7,Image 1,1,70,
856.088,,Surface,7,Image 1,1,81,
1208.08,,Surface,7,Image 1,1,83,
1780.41,,Surface,7,Image 1,1,84,
842.775,,Surface,7,Image 1,1,90,
1723.31,,Surface,7,Image 1,1,94,
967.199,,Surface,7,Image 1,1,95,
2337.26,,Surface,7,Image 1,1,96,
835.727,,Surface,7,Image 1,1,98,
28.8501,,Surface,7,Image 1,1,100,
1623.04,,Surface,7,Image 1,1,102,
1354.96,,Surface,7,Image 1,1,104,
1401.89,,Surface,7,Image 1,1,112,
1153.24,,Surface,7,Image 1,1,113,
1223.2,,Surface,7,Image 1,1,114,
683.629,,Surface,7,Image 1,1,118,
372.559,,Surface,7,Image 1,1,121,
1913.8,,Surface,7,Image 1,1,124,
1428.45,,Surface,7,Image 1,1,137,
399.23,,Surface,7,Image 1,1,138,
1449.77,,Surface,7,Image 1,1,141,
1251.34,,Surface,7,Image 1,1,145,
676.301,,Surface,7,Image 1,1,149,
391.125,,Surface,7,Image 1,1,150,
489.558,,Surface,7,Image 1,1,154,
365.46,,Surface,7,Image 1,1,155,
1124.39,,Surface,7,Image 1,1,166,
758.075,,Surface,7,Image 1,1,171,
1624.85,,Surface,7,Image 1,1,173,
1909.36,,Surface,7,Image 1,1,174,
996.342,,Surface,7,Image 1,1,176,
2068.94,,Surface,7,Image 1,1,177,
1639.23,,Surface,7,Image 1,1,190,
1112.62,,Surface,7,Image 1,1,192,
557.763,,Surface,7,Image 1,1,193,
427.143,,Surface,7,Image 1,1,205,
1810.91,,Surface,7,Image 1,1,206,
257.411,,Surface,7,Image 1,1,209,
1123.52,,Surface,7,Image 1,1,210,
857.113,,Surface,7,Image 1,1,212,
604.945,,Surface,7,Image 1,1,225,
1115.36,,Surface,7,Image 1,1,235,
342.634,,Surface,7,Image 1,1,237,
1172.77,,Surface,7,Image 1,1,239,
2641.66,,Surface,7,Image 1,1,245,
1399.21,,Surface,7,Image 1,1,248,
1582.92,,Surface,7,Image 1,1,251,
1293.97,,Surface,7,Image 1,1,256,
732.592,,Surface,7,Image 1,1,258,
2163.34,,Surface,7,Image 1,1,259,
2097.67,,Surface,7,Image 1,1,260,
1314.83,,Surface,7,Image 1,1,262,
1656.55,,Surface,7,Image 1,1,263,
1756.66,,Surface,7,Image 1,1,269,
1629.23,,Surface,7,Image 1,1,271,
1021.25,,Surface,7,Image 1,1,278,
1374.64,,Surface,7,Image 1,1,280,
939.285,,Surface,7,Image 1,1,289,
1185.26,,Surface,7,Image 1,1,292,
1310.1,,Surface,7,Image 1,1,294,
479.735,,Surface,7,Image 1,1,295,
3.17339,,Surface,7,Image 1,1,297,
1501.82,,Surface,7,Image 1,1,298,
562.046,,Surface,7,Image 1,1,312,
1632.64,,Surface,7,Image 1,1,318,
1333.75,,Surface,7,Image 1,1,326,
966.627,,Surface,7,Image 1,1,332,
1368.52,,Surface,7,Image 1,1,339,
1480.66,,Surface,7,Image 1,1,343,
1849.22,,Surface,7,Image 1,1,346,
1721.41,,Surface,7,Image 1,1,348,
1099.98,,Surface,7,Image 1,1,356,
383.893,,Surface,7,Image 1,1,357,
1352.29,,Surface,7,Image 1,1,359,
43,,Surface,7,Image 1,1,361,
2281.47,,Surface,7,Image 1,1,365,
1200.68,,Surface,7,Image 1,1,370,
1122,,Surface,7,Image 1,1,376,
581.965,,Surface,7,Image 1,1,377,
755.91,,Surface,7,Image 1,1,382,
1876.82,,Surface,7,Image 1,1,384,
1653.65,,Surface,7,Image 1,1,388,
1215.16,,Surface,7,Image 1,1,389,
427.989,,Surface,7,Image 1,1,390,
1255.44,,Surface,7,Image 1,1,401,
1662.8,,Surface,7,Image 1,1,406,
1214.1,,Surface,7,Image 1,1,409,
1120.29,,Surface,7,Image 1,1,410,
1429.58,,Surface,7,Image 1,1,411,
568.78,,Surface,7,Image 1,1,412,
2041.65,,Surface,7,Image 1,1,418,
1383.58,,Surface,7,Image 1,1,424,
614.882,,Surface,7,Image 1,1,426,
1584.65,,Surface,7,Image 1,1,433,
529.354,,Surface,7,Image 1,1,439,
5.2381,,Surface,7,Image 1,1,449,
1836.11,,Surface,7,Image 1,1,452,
1020.01,,Surface,7,Image 1,1,453,
1007.91,,Surface,7,Image 1,1,456,
266.472,,Surface,7,Image 1,1,457,
1232.49,,Surface,7,Image 1,1,458,
1748.08,,Surface,7,Image 1,1,459,
1293.68,,Surface,7,Image 1,1,465,
230.236,,Surface,7,Image 1,1,466,
1458.62,,Surface,7,Image 1,1,470,
2189.68,,Surface,7,Image 1,1,474,
1351.66,,Surface,7,Image 1,1,479,
916.268,,Surface,7,Image 1,1,481,
1264.68,,Surface,7,Image 1,1,482,
395.26,,Surface,7,Image 1,1,485,
415.909,,Surface,7,Image 1,1,489,
1894.66,,Surface,7,Image 1,1,492,
1950.42,,Surface,7,Image 1,1,497,
972.854,,Surface,7,Image 1,1,498,
2108.89,,Surface,7,Image 1,1,503,
1911.25,,Surface,7,Image 1,1,504,
2402.6,,Surface,7,Image 1,1,505,
1358.17,,Surface,7,Image 1,1,507,
1298.41,,Surface,7,Image 1,1,508,
1334.02,,Surface,7,Image 1,1,524,
1138.11,,Surface,7,Image 1,1,530,
473.526,,Surface,7,Image 1,1,532,
1094.32,,Surface,7,Image 1,1,533,
1415.89,,Surface,7,Image 1,1,537,
998.788,,Surface,7,Image 1,1,540,
351.985,,Surface,7,Image 1,1,541,
