
Intensity Sum Ch=9 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
57610,,Surface,9,Image 1,1,4,
175003,,Surface,9,Image 1,1,5,
225673,,Surface,9,Image 1,1,11,
463355,,Surface,9,Image 1,1,14,
900675,,Surface,9,Image 1,1,20,
417794,,Surface,9,Image 1,1,21,
933555,,Surface,9,Image 1,1,27,
117250,,Surface,9,Image 1,1,32,
111608,,Surface,9,Image 1,1,34,
147263,,Surface,9,Image 1,1,38,
1.48314e+06,,Surface,9,Image 1,1,40,
42836,,Surface,9,Image 1,1,41,
280434,,Surface,9,Image 1,1,45,
122108,,Surface,9,Image 1,1,50,
150266,,Surface,9,Image 1,1,53,
41697,,Surface,9,Image 1,1,55,
430239,,Surface,9,Image 1,1,57,
1.31365e+07,,Surface,9,Image 1,1,58,
334145,,Surface,9,Image 1,1,59,
58411,,Surface,9,Image 1,1,62,
174930,,Surface,9,Image 1,1,65,
1.12349e+06,,Surface,9,Image 1,1,70,
123004,,Surface,9,Image 1,1,81,
243967,,Surface,9,Image 1,1,83,
207016,,Surface,9,Image 1,1,84,
488005,,Surface,9,Image 1,1,90,
210546,,Surface,9,Image 1,1,94,
104375,,Surface,9,Image 1,1,95,
102689,,Surface,9,Image 1,1,96,
2.31849e+06,,Surface,9,Image 1,1,98,
3.59068e+06,,Surface,9,Image 1,1,100,
2.05694e+06,,Surface,9,Image 1,1,102,
650248,,Surface,9,Image 1,1,104,
74683,,Surface,9,Image 1,1,112,
405620,,Surface,9,Image 1,1,113,
593941,,Surface,9,Image 1,1,114,
130353,,Surface,9,Image 1,1,118,
9024,,Surface,9,Image 1,1,121,
150702,,Surface,9,Image 1,1,124,
309872,,Surface,9,Image 1,1,137,
715416,,Surface,9,Image 1,1,138,
3.74694e+06,,Surface,9,Image 1,1,141,
143893,,Surface,9,Image 1,1,145,
747808,,Surface,9,Image 1,1,149,
69256,,Surface,9,Image 1,1,150,
89490,,Surface,9,Image 1,1,154,
104751,,Surface,9,Image 1,1,155,
1.3728e+06,,Surface,9,Image 1,1,166,
