
Distance to Image Border XY Img=1
 ==================== 
Distance to Image Border XY,Unit,Category,Image,Time,ID,
40.5621,µm,Surface,Image 1,1,2368,
41.3926,µm,Surface,Image 1,1,2369,
20.1909,µm,Surface,Image 1,1,2375,
26.3964,µm,Surface,Image 1,1,2380,
159.35,µm,Surface,Image 1,1,2398,
156.911,µm,Surface,Image 1,1,2403,
85.4745,µm,Surface,Image 1,1,2405,
89.6036,µm,Surface,Image 1,1,2409,
141.168,µm,Surface,Image 1,1,2420,
87.0837,µm,Surface,Image 1,1,2422,
121.322,µm,Surface,Image 1,1,2426,
122.37,µm,Surface,Image 1,1,2428,
152.116,µm,Surface,Image 1,1,2434,
166.137,µm,Surface,Image 1,1,2438,
140.652,µm,Surface,Image 1,1,2439,
85.2759,µm,Surface,Image 1,1,2440,
154.792,µm,Surface,Image 1,1,2441,
125.569,µm,Surface,Image 1,1,2442,
130.865,µm,Surface,Image 1,1,2444,
123.199,µm,Surface,Image 1,1,2453,
162.78,µm,Surface,Image 1,1,2458,
153.42,µm,Surface,Image 1,1,2464,
153.143,µm,Surface,Image 1,1,2469,
165.811,µm,Surface,Image 1,1,2476,
9.55571,µm,Surface,Image 1,1,2484,
179.74,µm,Surface,Image 1,1,2489,
153.083,µm,Surface,Image 1,1,2494,
42.0313,µm,Surface,Image 1,1,2495,
284.78,µm,Surface,Image 1,1,2496,
273.268,µm,Surface,Image 1,1,2497,
179.079,µm,Surface,Image 1,1,2498,
178.147,µm,Surface,Image 1,1,2499,
