
Intensity Sum of Square Ch=28 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
369732,,Surface,28,Image 1,1,4,
98313,,Surface,28,Image 1,1,5,
4.22503e+06,,Surface,28,Image 1,1,11,
3.92977e+06,,Surface,28,Image 1,1,14,
1.95368e+06,,Surface,28,Image 1,1,20,
1.2558e+06,,Surface,28,Image 1,1,21,
1.75864e+07,,Surface,28,Image 1,1,27,
7534,,Surface,28,Image 1,1,32,
496173,,Surface,28,Image 1,1,34,
12909,,Surface,28,Image 1,1,38,
313274,,Surface,28,Image 1,1,40,
0,,Surface,28,Image 1,1,41,
293121,,Surface,28,Image 1,1,45,
624536,,Surface,28,Image 1,1,50,
2.07026e+07,,Surface,28,Image 1,1,53,
1.71055e+06,,Surface,28,Image 1,1,55,
941316,,Surface,28,Image 1,1,57,
8.20675e+08,,Surface,28,Image 1,1,58,
7.28418e+06,,Surface,28,Image 1,1,59,
25842,,Surface,28,Image 1,1,62,
1.99758e+06,,Surface,28,Image 1,1,65,
3.95853e+06,,Surface,28,Image 1,1,70,
3.41597e+06,,Surface,28,Image 1,1,81,
223864,,Surface,28,Image 1,1,83,
1.15345e+06,,Surface,28,Image 1,1,84,
1.19592e+06,,Surface,28,Image 1,1,90,
1.10106e+06,,Surface,28,Image 1,1,94,
7565,,Surface,28,Image 1,1,95,
7689,,Surface,28,Image 1,1,96,
2.27956e+06,,Surface,28,Image 1,1,98,
7.71422e+08,,Surface,28,Image 1,1,100,
0,,Surface,28,Image 1,1,102,
4.49907e+06,,Surface,28,Image 1,1,104,
0,,Surface,28,Image 1,1,112,
0,,Surface,28,Image 1,1,113,
324901,,Surface,28,Image 1,1,114,
0,,Surface,28,Image 1,1,118,
0,,Surface,28,Image 1,1,121,
0,,Surface,28,Image 1,1,124,
0,,Surface,28,Image 1,1,137,
1.77493e+06,,Surface,28,Image 1,1,138,
0,,Surface,28,Image 1,1,141,
0,,Surface,28,Image 1,1,145,
0,,Surface,28,Image 1,1,149,
0,,Surface,28,Image 1,1,150,
0,,Surface,28,Image 1,1,154,
0,,Surface,28,Image 1,1,155,
0,,Surface,28,Image 1,1,166,
0,,Surface,28,Image 1,1,171,
0,,Surface,28,Image 1,1,173,
0,,Surface,28,Image 1,1,174,
0,,Surface,28,Image 1,1,176,
0,,Surface,28,Image 1,1,177,
0,,Surface,28,Image 1,1,190,
0,,Surface,28,Image 1,1,192,
0,,Surface,28,Image 1,1,193,
0,,Surface,28,Image 1,1,205,
0,,Surface,28,Image 1,1,206,
0,,Surface,28,Image 1,1,209,
0,,Surface,28,Image 1,1,210,
0,,Surface,28,Image 1,1,212,
0,,Surface,28,Image 1,1,225,
0,,Surface,28,Image 1,1,235,
1.54509e+07,,Surface,28,Image 1,1,237,
0,,Surface,28,Image 1,1,239,
7.21107e+06,,Surface,28,Image 1,1,245,
2.60332e+06,,Surface,28,Image 1,1,248,
9.83722e+06,,Surface,28,Image 1,1,251,
3.45033e+07,,Surface,28,Image 1,1,256,
13626,,Surface,28,Image 1,1,258,
126135,,Surface,28,Image 1,1,259,
2.19238e+06,,Surface,28,Image 1,1,260,
2.12784e+06,,Surface,28,Image 1,1,262,
3.45832e+06,,Surface,28,Image 1,1,263,
196,,Surface,28,Image 1,1,269,
4.49162e+07,,Surface,28,Image 1,1,271,
3.21539e+06,,Surface,28,Image 1,1,278,
2.1042e+06,,Surface,28,Image 1,1,280,
1.86312e+07,,Surface,28,Image 1,1,289,
208258,,Surface,28,Image 1,1,292,
9.0318e+06,,Surface,28,Image 1,1,294,
485255,,Surface,28,Image 1,1,295,
126833,,Surface,28,Image 1,1,297,
3.71296e+06,,Surface,28,Image 1,1,298,
1.33925e+06,,Surface,28,Image 1,1,312,
624854,,Surface,28,Image 1,1,318,
524562,,Surface,28,Image 1,1,326,
586193,,Surface,28,Image 1,1,332,
815273,,Surface,28,Image 1,1,339,
1.34832e+06,,Surface,28,Image 1,1,343,
8.91038e+06,,Surface,28,Image 1,1,346,
1.14725e+07,,Surface,28,Image 1,1,348,
30331,,Surface,28,Image 1,1,356,
663986,,Surface,28,Image 1,1,357,
4.14514e+06,,Surface,28,Image 1,1,359,
38306,,Surface,28,Image 1,1,361,
48879,,Surface,28,Image 1,1,365,
2.00754e+06,,Surface,28,Image 1,1,370,
1.32432e+06,,Surface,28,Image 1,1,376,
87815,,Surface,28,Image 1,1,377,
584987,,Surface,28,Image 1,1,382,
45819,,Surface,28,Image 1,1,384,
8589,,Surface,28,Image 1,1,388,
1849,,Surface,28,Image 1,1,389,
1.40257e+06,,Surface,28,Image 1,1,390,
1.82502e+06,,Surface,28,Image 1,1,401,
49,,Surface,28,Image 1,1,406,
557139,,Surface,28,Image 1,1,409,
2608,,Surface,28,Image 1,1,410,
1.46085e+06,,Surface,28,Image 1,1,411,
49740,,Surface,28,Image 1,1,412,
582066,,Surface,28,Image 1,1,418,
523742,,Surface,28,Image 1,1,424,
0,,Surface,28,Image 1,1,426,
16497,,Surface,28,Image 1,1,433,
113023,,Surface,28,Image 1,1,439,
0,,Surface,28,Image 1,1,449,
2.37771e+08,,Surface,28,Image 1,1,452,
562653,,Surface,28,Image 1,1,453,
619119,,Surface,28,Image 1,1,456,
0,,Surface,28,Image 1,1,457,
2.63875e+06,,Surface,28,Image 1,1,458,
9.62063e+06,,Surface,28,Image 1,1,459,
9.28892e+06,,Surface,28,Image 1,1,465,
296624,,Surface,28,Image 1,1,466,
16,,Surface,28,Image 1,1,470,
4.78286e+06,,Surface,28,Image 1,1,474,
8012,,Surface,28,Image 1,1,479,
27380,,Surface,28,Image 1,1,481,
23923,,Surface,28,Image 1,1,482,
63987,,Surface,28,Image 1,1,485,
284031,,Surface,28,Image 1,1,489,
6.51275e+07,,Surface,28,Image 1,1,492,
2.18134e+06,,Surface,28,Image 1,1,497,
0,,Surface,28,Image 1,1,498,
459348,,Surface,28,Image 1,1,503,
489907,,Surface,28,Image 1,1,504,
2.04921e+06,,Surface,28,Image 1,1,505,
32,,Surface,28,Image 1,1,507,
1.92335e+07,,Surface,28,Image 1,1,508,
1.59913e+06,,Surface,28,Image 1,1,524,
847372,,Surface,28,Image 1,1,530,
900,,Surface,28,Image 1,1,532,
616442,,Surface,28,Image 1,1,533,
1.15796e+07,,Surface,28,Image 1,1,537,
753728,,Surface,28,Image 1,1,540,
1.13967e+11,,Surface,28,Image 1,1,541,
3.97292e+06,,Surface,28,Image 1,1,542,
8.13695e+06,,Surface,28,Image 1,1,544,
170911,,Surface,28,Image 1,1,547,
2.96681e+06,,Surface,28,Image 1,1,549,
4.41901e+10,,Surface,28,Image 1,1,550,
441,,Surface,28,Image 1,1,551,
229434,,Surface,28,Image 1,1,558,
981897,,Surface,28,Image 1,1,561,
3.61204e+06,,Surface,28,Image 1,1,571,
227732,,Surface,28,Image 1,1,572,
6.66329e+06,,Surface,28,Image 1,1,573,
