
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
225.041,222.323,15.7261,µm,Surface,Position,1,589,
229.494,207.05,14.2597,µm,Surface,Position,1,592,
167.023,273.292,22.159,µm,Surface,Position,1,599,
117.664,312.006,19.9611,µm,Surface,Position,1,601,
109.957,313.438,12.2492,µm,Surface,Position,1,604,
212.586,213.999,17.8534,µm,Surface,Position,1,606,
178.739,247.029,18.1419,µm,Surface,Position,1,607,
194.294,225.981,14.305,µm,Surface,Position,1,611,
83.9062,317.499,13.3045,µm,Surface,Position,1,614,
106.48,293.605,13.5676,µm,Surface,Position,1,615,
154.788,245.141,21.8087,µm,Surface,Position,1,616,
59.4601,338.856,26.1185,µm,Surface,Position,1,617,
98.7457,296.19,13.9355,µm,Surface,Position,1,619,
50.4883,331.954,14.2117,µm,Surface,Position,1,627,
174.374,202.538,13.8782,µm,Surface,Position,1,631,
48.8829,328.961,16.0327,µm,Surface,Position,1,632,
91.4014,264.838,15.7271,µm,Surface,Position,1,639,
54.7944,294.248,25.7595,µm,Surface,Position,1,644,
15.5226,322.425,27.4002,µm,Surface,Position,1,652,
139.699,191.405,18.5079,µm,Surface,Position,1,655,
141.477,192.293,15.6847,µm,Surface,Position,1,657,
5.04181,317.981,24.1054,µm,Surface,Position,1,658,
116.306,203.791,26.8104,µm,Surface,Position,1,665,
37.7354,221.108,14.6471,µm,Surface,Position,1,682,
45.6206,211.337,14.9109,µm,Surface,Position,1,687,
40.5066,203.544,16.1649,µm,Surface,Position,1,693,
710.862,308.364,17.5134,µm,Surface,Position,1,699,
696.635,324.001,23.3602,µm,Surface,Position,1,700,
650.666,337.756,19.5205,µm,Surface,Position,1,708,
659.846,334.606,14.0643,µm,Surface,Position,1,710,
689.582,264.497,23.9696,µm,Surface,Position,1,725,
672.492,287.494,12.1784,µm,Surface,Position,1,728,
670.944,291.193,13.8444,µm,Surface,Position,1,729,
672.905,288.556,14.0615,µm,Surface,Position,1,730,
675.049,286.707,12.4853,µm,Surface,Position,1,731,
605.799,337.112,12.7053,µm,Surface,Position,1,733,
587.871,354.967,22.278,µm,Surface,Position,1,735,
674.223,273.017,14.5615,µm,Surface,Position,1,736,
616.409,318.801,17.2228,µm,Surface,Position,1,742,
586.281,354.806,14.463,µm,Surface,Position,1,748,
569.336,356.397,14.1661,µm,Surface,Position,1,750,
614.097,317.432,15.6754,µm,Surface,Position,1,753,
575.266,342.473,20.76,µm,Surface,Position,1,756,
653.272,269.671,13.4675,µm,Surface,Position,1,760,
567.858,343.907,17.2816,µm,Surface,Position,1,764,
581.284,330.818,23.2975,µm,Surface,Position,1,766,
675.416,230.477,18.0536,µm,Surface,Position,1,771,
685.005,224.594,23.2233,µm,Surface,Position,1,772,
686.268,207.644,15.929,µm,Surface,Position,1,782,
613.464,281.57,12.3391,µm,Surface,Position,1,783,
578.187,319.69,13.4001,µm,Surface,Position,1,784,
612.574,266.931,15.4316,µm,Surface,Position,1,793,
626.32,251.58,24.5817,µm,Surface,Position,1,794,
549.333,315.623,19.5884,µm,Surface,Position,1,800,
619.226,248.103,16.2439,µm,Surface,Position,1,802,
639.569,232.581,12.6202,µm,Surface,Position,1,805,
640.125,222.88,15.2694,µm,Surface,Position,1,810,
612.619,237.18,15.0586,µm,Surface,Position,1,817,
621.615,232.407,12.4424,µm,Surface,Position,1,821,
650.138,198.01,15.4265,µm,Surface,Position,1,822,
590.294,246.959,15.1074,µm,Surface,Position,1,827,
495.082,341.82,12.6956,µm,Surface,Position,1,831,
615.202,220.232,15.247,µm,Surface,Position,1,834,
518.511,317.771,15.9273,µm,Surface,Position,1,839,
565.676,265.786,13.9755,µm,Surface,Position,1,850,
583.045,243.086,12.4365,µm,Surface,Position,1,855,
571.983,243.563,13.5714,µm,Surface,Position,1,868,
541.246,270.3,15.638,µm,Surface,Position,1,874,
613.809,197.381,22.4796,µm,Surface,Position,1,875,
568.261,231.784,15.292,µm,Surface,Position,1,882,
588.541,211.686,17.6063,µm,Surface,Position,1,883,
606.513,195.52,12.5995,µm,Surface,Position,1,885,
487.88,304.862,12.3824,µm,Surface,Position,1,891,
601.279,191.511,17.9873,µm,Surface,Position,1,892,
602.957,196.392,12.4752,µm,Surface,Position,1,895,
566.977,231.664,15.8332,µm,Surface,Position,1,896,
483.247,305.334,15.0271,µm,Surface,Position,1,897,
484.907,289.641,14.4365,µm,Surface,Position,1,901,
478.289,296.282,20.1675,µm,Surface,Position,1,905,
557.377,201.058,19.523,µm,Surface,Position,1,911,
415.511,345.279,13.4619,µm,Surface,Position,1,912,
526.134,224.798,23.0356,µm,Surface,Position,1,924,
548.629,204.574,12.6373,µm,Surface,Position,1,925,
410.548,342.964,16.2865,µm,Surface,Position,1,926,
490.517,256.918,13.8641,µm,Surface,Position,1,935,
524.4,222.391,22.005,µm,Surface,Position,1,936,
449.648,283.222,18.8724,µm,Surface,Position,1,946,
477.612,253.634,26.7149,µm,Surface,Position,1,950,
451.111,269.637,13.6126,µm,Surface,Position,1,955,
419.373,303.26,13.9576,µm,Surface,Position,1,957,
520.917,201.281,20.036,µm,Surface,Position,1,962,
437.75,270.5,14.1329,µm,Surface,Position,1,966,
366.612,336.652,22.5232,µm,Surface,Position,1,977,
461.168,231.307,15.2216,µm,Surface,Position,1,979,
371.3,320.893,17.4198,µm,Surface,Position,1,986,
492.047,181.825,27.1315,µm,Surface,Position,1,991,
466.307,213.617,14.0522,µm,Surface,Position,1,993,
379.305,278.169,14.5522,µm,Surface,Position,1,1011,
437.773,223.971,16.2511,µm,Surface,Position,1,1013,
398.245,243.951,22.8534,µm,Surface,Position,1,1016,
398.984,242.976,23.8636,µm,Surface,Position,1,1017,
390.104,246.691,14.8694,µm,Surface,Position,1,1023,
393.282,245.385,20.7587,µm,Surface,Position,1,1024,
415.172,229.904,12.2226,µm,Surface,Position,1,1030,
380.268,249.948,22.7407,µm,Surface,Position,1,1033,
415.997,186.184,17.06,µm,Surface,Position,1,1041,
388.517,220.349,14.24,µm,Surface,Position,1,1043,
398.604,215.309,12.3672,µm,Surface,Position,1,1046,
370.885,198.534,12.2408,µm,Surface,Position,1,1048,
370.964,199.318,15.9786,µm,Surface,Position,1,1049,
372.834,203.52,17.4366,µm,Surface,Position,1,1051,
405.776,185.254,13.3081,µm,Surface,Position,1,1052,
405.349,186.185,15.3831,µm,Surface,Position,1,1053,
399.743,194.928,12.5423,µm,Surface,Position,1,1055,
409.215,187.162,17.0725,µm,Surface,Position,1,1056,
319.743,488.235,13.3493,µm,Surface,Position,1,1062,
351.883,443.267,17.3487,µm,Surface,Position,1,1065,
